What is an AI model?,A field of AI that enables computers to interpret visual information,A trained computational system used to make predictions or generate outputs,The input text given to a generative AI model to produce a response,The process of using a trained AI model to make a prediction,B) A trained computational system used to make predictions or generate outputs,"An AI model is a computational system trained on data to make predictions, classifications, or generate outputs.",Artificial Intelligence (AI),AI Models
an AI dataset can be best defined as which of the following?,A technology that identifies individuals from facial features in images,A field of AI focused on enabling computers to understand human language,The process of teaching a model to perform a task using data,A collection of data used to train and evaluate AI models,D) A collection of data used to train and evaluate AI models,"An AI dataset is a structured collection of data used to train, validate, and test AI models.",Artificial Intelligence (AI),AI Basics
Which of the following best describes a virtual assistant?,Technology that converts written text into spoken audio,Technology that converts spoken language into text,Technology that converts images of text into machine-readable text,An AI-powered application that performs tasks based on voice or text commands,D) An AI-powered application that performs tasks based on voice or text commands,"A virtual assistant, like Siri or Alexa, uses AI to perform tasks or answer questions based on user commands.",Artificial Intelligence (AI),AI Applications
Choose the correct definition of a large language model (LLM).,The simulation of human intelligence by machines,An AI model trained on vast amounts of text to understand and generate language,A large AI model trained on broad data that can be adapted to many tasks,A field of AI focused on enabling computers to understand human language,B) An AI model trained on vast amounts of text to understand and generate language,A large language model (LLM) is trained on massive amounts of text data to understand and generate human-like language.,Artificial Intelligence (AI),AI Models
Choose the correct definition of healthcare AI.,The period when foundational concepts of artificial intelligence were first formally studied,An NLP technique used to determine the emotional tone of text,"The application of AI to assist with diagnosis, treatment, and medical research",AI systems that create new images from text descriptions or other inputs,"C) The application of AI to assist with diagnosis, treatment, and medical research","Healthcare AI applies artificial intelligence to tasks like assisting diagnosis, personalizing treatment, and accelerating medical research.",Artificial Intelligence (AI),AI Applications
healthcare AI can be best defined as which of the following?,The process of using a trained AI model to make a prediction,A branch of robotics focused on robots designed to resemble and act like humans,"The application of AI to assist with diagnosis, treatment, and medical research",The practice of crafting effective inputs to get desired outputs from an AI model,"C) The application of AI to assist with diagnosis, treatment, and medical research","Healthcare AI applies artificial intelligence to tasks like assisting diagnosis, personalizing treatment, and accelerating medical research.",Artificial Intelligence (AI),AI Applications
Which of the following best describes Artificial Intelligence?,"The application of AI to assist with diagnosis, treatment, and medical research",AI systems used to handle customer inquiries automatically,The process of using a trained AI model to make a prediction,The simulation of human intelligence by machines,D) The simulation of human intelligence by machines,"Artificial Intelligence (AI) refers to computer systems designed to simulate aspects of human intelligence, like reasoning and learning.",Artificial Intelligence (AI),AI Basics
Which option best explains the meaning of prompt engineering?,The practice of crafting effective inputs to get desired outputs from an AI model,"The application of AI to assist with diagnosis, treatment, and medical research",Laws and policies designed to govern the development and use of AI,An AI program that mimics the decision-making of a human expert,A) The practice of crafting effective inputs to get desired outputs from an AI model,Prompt engineering is the practice of designing and refining prompts to get more accurate or useful responses from an AI model.,Artificial Intelligence (AI),Generative AI
Which of the following best describes a foundation model?,An early type of AI that uses explicit if-then rules to make decisions,A structured collection of facts and rules used by an expert system,A large AI model trained on broad data that can be adapted to many tasks,A collection of data used to train and evaluate AI models,C) A large AI model trained on broad data that can be adapted to many tasks,"A foundation model is a large AI model trained on broad data, which can then be adapted or fine-tuned for many different tasks.",Artificial Intelligence (AI),AI Models
What is AI bias?,A workshop widely considered the founding event of AI as a field of study,"Systematic and unfair skew in AI outputs, often due to biased training data",Laws and policies designed to govern the development and use of AI,"The application of AI to assist with diagnosis, treatment, and medical research","B) Systematic and unfair skew in AI outputs, often due to biased training data","AI bias refers to systematic errors or unfairness in AI outputs, often resulting from biased or unrepresentative training data.",Artificial Intelligence (AI),AI Ethics
Choose the correct definition of an AI algorithm.,The study of moral issues surrounding the development and use of AI,The use of robots in manufacturing and industrial processes,"AI systems that can process and generate multiple types of data, like text and images together",A set of rules an AI system follows to process data and make decisions,D) A set of rules an AI system follows to process data and make decisions,An AI algorithm is a set of rules or procedures that an AI system follows to process data and produce results.,Artificial Intelligence (AI),AI Basics
Choose the correct definition of an expert system.,An AI program that mimics the decision-making of a human expert,Technology that converts spoken language into text,A branch of robotics focused on robots designed to resemble and act like humans,A trained computational system used to make predictions or generate outputs,A) An AI program that mimics the decision-making of a human expert,An expert system is an AI program designed to mimic the decision-making ability of a human expert in a specific domain.,Artificial Intelligence (AI),Expert Systems
What is humanoid robotics?,"The application of AI to assist with diagnosis, treatment, and medical research",AI systems used to handle customer inquiries automatically,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,A branch of robotics focused on robots designed to resemble and act like humans,D) A branch of robotics focused on robots designed to resemble and act like humans,Humanoid robotics focuses on designing robots that resemble the human body and can perform human-like movements and tasks.,Artificial Intelligence (AI),Robotics
Which option best explains the meaning of a virtual assistant?,The input text given to a generative AI model to produce a response,An AI-powered application that performs tasks based on voice or text commands,A vehicle that uses AI and sensors to drive without human control,AI systems used to identify potentially fraudulent transactions or activities,B) An AI-powered application that performs tasks based on voice or text commands,"A virtual assistant, like Siri or Alexa, uses AI to perform tasks or answer questions based on user commands.",Artificial Intelligence (AI),AI Applications
Choose the correct definition of a knowledge base (in AI).,AI systems used to identify potentially fraudulent transactions or activities,"Systematic and unfair skew in AI outputs, often due to biased training data",The practice of crafting effective inputs to get desired outputs from an AI model,A structured collection of facts and rules used by an expert system,D) A structured collection of facts and rules used by an expert system,A knowledge base is a structured store of facts and rules that an expert system uses to reason and make decisions.,Artificial Intelligence (AI),Expert Systems
What is optical character recognition (OCR)?,"AI systems that can process and generate multiple types of data, like text and images together",AI systems used to handle customer inquiries automatically,The practice of crafting effective inputs to get desired outputs from an AI model,Technology that converts images of text into machine-readable text,D) Technology that converts images of text into machine-readable text,OCR (Optical Character Recognition) technology converts images of printed or handwritten text into machine-readable text.,Artificial Intelligence (AI),Computer Vision
What is Artificial Intelligence?,AI systems used to identify potentially fraudulent transactions or activities,A field of AI that enables computers to interpret visual information,The simulation of human intelligence by machines,The amount of recent conversation an AI model can consider when generating a response,C) The simulation of human intelligence by machines,"Artificial Intelligence (AI) refers to computer systems designed to simulate aspects of human intelligence, like reasoning and learning.",Artificial Intelligence (AI),AI Basics
Which option best explains the meaning of text-to-speech?,When an AI generates plausible-sounding but incorrect or fabricated information,An NLP technique used to determine the emotional tone of text,Technology that converts written text into spoken audio,"Systematic and unfair skew in AI outputs, often due to biased training data",C) Technology that converts written text into spoken audio,Text-to-speech technology converts written text into synthesized spoken audio output.,Artificial Intelligence (AI),Natural Language Processing
Which of the following best describes Natural Language Processing (NLP)?,A field of AI focused on enabling computers to understand human language,A collection of data used to train and evaluate AI models,An early type of AI that uses explicit if-then rules to make decisions,An AI model trained on vast amounts of text to understand and generate language,A) A field of AI focused on enabling computers to understand human language,"NLP (Natural Language Processing) enables computers to understand, interpret, and generate human language.",Artificial Intelligence (AI),Natural Language Processing
What is AI accountability?,"AI systems that can process and generate multiple types of data, like text and images together",Using AI to perform tasks automatically without human intervention,The principle that those who build or deploy AI should be responsible for its impact,The protection of personal information used or generated by AI systems,C) The principle that those who build or deploy AI should be responsible for its impact,AI accountability means those who create or deploy AI systems bear responsibility for the systems' outcomes and impacts.,Artificial Intelligence (AI),AI Ethics
Which option best explains the meaning of AI regulation?,The practice of crafting effective inputs to get desired outputs from an AI model,A field of AI that enables computers to interpret visual information,Laws and policies designed to govern the development and use of AI,An AI model trained on vast amounts of text to understand and generate language,C) Laws and policies designed to govern the development and use of AI,"AI regulation refers to laws, policies, and standards designed to govern how artificial intelligence is developed and deployed.",Artificial Intelligence (AI),AI Ethics
What is fine-tuning (AI models)?,AI systems used to identify potentially fraudulent transactions or activities,The process of further training a pre-trained model on a specific dataset,"The application of AI to assist with diagnosis, treatment, and medical research",A trained computational system used to make predictions or generate outputs,B) The process of further training a pre-trained model on a specific dataset,"Fine-tuning involves further training an already pre-trained AI model on a smaller, specific dataset to specialize its behavior.",Artificial Intelligence (AI),AI Models
Which option best explains the meaning of AI regulation?,AI systems used to handle customer inquiries automatically,Laws and policies designed to govern the development and use of AI,An AI program that mimics the decision-making of a human expert,The period when foundational concepts of artificial intelligence were first formally studied,B) Laws and policies designed to govern the development and use of AI,"AI regulation refers to laws, policies, and standards designed to govern how artificial intelligence is developed and deployed.",Artificial Intelligence (AI),AI Ethics
Which statement correctly explains a chatbot?,A structured collection of facts and rules used by an expert system,Technology that converts spoken language into text,A program designed to simulate conversation with human users,AI systems used to identify potentially fraudulent transactions or activities,C) A program designed to simulate conversation with human users,A chatbot is an AI-powered program designed to simulate conversation with human users through text or voice.,Artificial Intelligence (AI),AI Applications
Choose the correct definition of image classification.,An AI model trained on vast amounts of text to understand and generate language,A computer vision task of assigning a label or category to an image,The study of moral issues surrounding the development and use of AI,"AI that can create new content such as text, images, or audio",B) A computer vision task of assigning a label or category to an image,Image classification is a computer vision task where a model assigns a category or label to an input image.,Artificial Intelligence (AI),Computer Vision
Choose the correct definition of an AI chatbot's context window.,The period when foundational concepts of artificial intelligence were first formally studied,The use of AI to automatically translate text from one language to another,The amount of recent conversation an AI model can consider when generating a response,The input text given to a generative AI model to produce a response,C) The amount of recent conversation an AI model can consider when generating a response,A context window is the span of recent input text an AI model can take into account when generating its next response.,Artificial Intelligence (AI),AI Models
Which statement correctly explains healthcare AI?,AI systems that suggest products or content based on user data,"The application of AI to assist with diagnosis, treatment, and medical research",The period when foundational concepts of artificial intelligence were first formally studied,A field of AI that enables computers to interpret visual information,"B) The application of AI to assist with diagnosis, treatment, and medical research","Healthcare AI applies artificial intelligence to tasks like assisting diagnosis, personalizing treatment, and accelerating medical research.",Artificial Intelligence (AI),AI Applications
Which option best explains the meaning of speech recognition?,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,The study of moral issues surrounding the development and use of AI,Technology that converts spoken language into text,The process of teaching a model to perform a task using data,C) Technology that converts spoken language into text,Speech recognition is AI technology that converts spoken words into written text.,Artificial Intelligence (AI),Natural Language Processing
Which of the following best describes a chatbot?,The process of using a trained AI model to make a prediction,Technology that converts spoken language into text,A trained computational system used to make predictions or generate outputs,A program designed to simulate conversation with human users,D) A program designed to simulate conversation with human users,A chatbot is an AI-powered program designed to simulate conversation with human users through text or voice.,Artificial Intelligence (AI),AI Applications
What is optical character recognition (OCR)?,Technology that converts images of text into machine-readable text,"A field involving the design and use of robots, often powered by AI",Technology that converts spoken language into text,The process of teaching a model to perform a task using data,A) Technology that converts images of text into machine-readable text,OCR (Optical Character Recognition) technology converts images of printed or handwritten text into machine-readable text.,Artificial Intelligence (AI),Computer Vision
Artificial Intelligence can be best defined as which of the following?,A workshop widely considered the founding event of AI as a field of study,A collection of data used to train and evaluate AI models,The simulation of human intelligence by machines,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,C) The simulation of human intelligence by machines,"Artificial Intelligence (AI) refers to computer systems designed to simulate aspects of human intelligence, like reasoning and learning.",Artificial Intelligence (AI),AI Basics
Which of the following best describes multimodal AI?,"AI systems that can process and generate multiple types of data, like text and images together",AI systems that create new images from text descriptions or other inputs,A vehicle that uses AI and sensors to drive without human control,The period when foundational concepts of artificial intelligence were first formally studied,"A) AI systems that can process and generate multiple types of data, like text and images together","Multimodal AI refers to systems that can process and generate multiple types of data, such as text, images, and audio, together.",Artificial Intelligence (AI),AI Models
What is Robotics?,A computer vision task of assigning a label or category to an image,"A field involving the design and use of robots, often powered by AI",A technology that identifies individuals from facial features in images,A computer vision task that identifies and locates objects within an image,"B) A field involving the design and use of robots, often powered by AI","Robotics involves designing and building robots, which are often powered by AI to perform tasks autonomously.",Artificial Intelligence (AI),Robotics
Natural Language Processing (NLP) can be best defined as which of the following?,A field of AI focused on enabling computers to understand human language,"Systematic and unfair skew in AI outputs, often due to biased training data",An AI-powered application that performs tasks based on voice or text commands,The protection of personal information used or generated by AI systems,A) A field of AI focused on enabling computers to understand human language,"NLP (Natural Language Processing) enables computers to understand, interpret, and generate human language.",Artificial Intelligence (AI),Natural Language Processing
What is text-to-speech?,The amount of recent conversation an AI model can consider when generating a response,Technology that converts written text into spoken audio,A branch of robotics focused on robots designed to resemble and act like humans,AI that analyzes data to forecast future outcomes,B) Technology that converts written text into spoken audio,Text-to-speech technology converts written text into synthesized spoken audio output.,Artificial Intelligence (AI),Natural Language Processing
Choose the correct definition of model inference.,A field of AI that enables computers to interpret visual information,The process of using a trained AI model to make a prediction,A branch of robotics focused on robots designed to resemble and act like humans,"The application of AI to assist with diagnosis, treatment, and medical research",B) The process of using a trained AI model to make a prediction,Model inference is the process of feeding new data into a trained AI model to generate a prediction or output.,Artificial Intelligence (AI),AI Models
Which option best explains the meaning of an AI prompt?,The input text given to a generative AI model to produce a response,A trained computational system used to make predictions or generate outputs,The practice of crafting effective inputs to get desired outputs from an AI model,The period when foundational concepts of artificial intelligence were first formally studied,A) The input text given to a generative AI model to produce a response,An AI prompt is the instruction or input text given to a generative AI model to elicit a specific response.,Artificial Intelligence (AI),Generative AI
What is an AI chatbot's context window?,The amount of recent conversation an AI model can consider when generating a response,"The application of AI to assist with diagnosis, treatment, and medical research","A field involving the design and use of robots, often powered by AI",An early type of AI that uses explicit if-then rules to make decisions,A) The amount of recent conversation an AI model can consider when generating a response,A context window is the span of recent input text an AI model can take into account when generating its next response.,Artificial Intelligence (AI),AI Models
What is machine translation?,AI systems that create new images from text descriptions or other inputs,The use of AI to automatically translate text from one language to another,A collection of data used to train and evaluate AI models,Using AI to perform tasks automatically without human intervention,B) The use of AI to automatically translate text from one language to another,Machine translation uses AI to automatically translate text or speech from one language into another.,Artificial Intelligence (AI),Natural Language Processing
Which statement correctly explains recommendation AI?,AI systems that create new images from text descriptions or other inputs,The principle that AI systems' decisions should be understandable and explainable,AI systems that suggest products or content based on user data,"AI systems that can process and generate multiple types of data, like text and images together",C) AI systems that suggest products or content based on user data,"Recommendation AI analyzes user data and behavior to suggest relevant products, content, or services.",Artificial Intelligence (AI),AI Applications
Which statement correctly explains humanoid robotics?,A set of rules an AI system follows to process data and make decisions,A computer vision task that identifies and locates objects within an image,An AI-powered application that performs tasks based on voice or text commands,A branch of robotics focused on robots designed to resemble and act like humans,D) A branch of robotics focused on robots designed to resemble and act like humans,Humanoid robotics focuses on designing robots that resemble the human body and can perform human-like movements and tasks.,Artificial Intelligence (AI),Robotics
Which of the following best describes humanoid robotics?,A technology that identifies individuals from facial features in images,A branch of robotics focused on robots designed to resemble and act like humans,AI systems used to identify potentially fraudulent transactions or activities,"AI that can create new content such as text, images, or audio",B) A branch of robotics focused on robots designed to resemble and act like humans,Humanoid robotics focuses on designing robots that resemble the human body and can perform human-like movements and tasks.,Artificial Intelligence (AI),Robotics
Which statement correctly explains Robotics?,The period when foundational concepts of artificial intelligence were first formally studied,A technology that identifies individuals from facial features in images,"A field involving the design and use of robots, often powered by AI",A set of rules an AI system follows to process data and make decisions,"C) A field involving the design and use of robots, often powered by AI","Robotics involves designing and building robots, which are often powered by AI to perform tasks autonomously.",Artificial Intelligence (AI),Robotics
What is machine translation?,AI systems used to handle customer inquiries automatically,The use of AI to automatically translate text from one language to another,A field of AI focused on enabling computers to understand human language,An AI-powered application that performs tasks based on voice or text commands,B) The use of AI to automatically translate text from one language to another,Machine translation uses AI to automatically translate text or speech from one language into another.,Artificial Intelligence (AI),Natural Language Processing
Choose the correct definition of a neural network.,The period when foundational concepts of artificial intelligence were first formally studied,An NLP technique used to determine the emotional tone of text,A set of rules an AI system follows to process data and make decisions,A computing system inspired by the structure of the human brain,D) A computing system inspired by the structure of the human brain,"A neural network is a computing system loosely modeled on the human brain, made of interconnected nodes (neurons).",Artificial Intelligence (AI),AI Models
fraud detection AI can be best defined as which of the following?,AI systems used to identify potentially fraudulent transactions or activities,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,Technology that converts written text into spoken audio,A trained computational system used to make predictions or generate outputs,A) AI systems used to identify potentially fraudulent transactions or activities,Fraud detection AI analyzes patterns in data to flag potentially fraudulent transactions or suspicious activity.,Artificial Intelligence (AI),AI Applications
Which option best explains the meaning of data privacy in AI?,AI systems that create new images from text descriptions or other inputs,A computer vision task of assigning a label or category to an image,The protection of personal information used or generated by AI systems,"The application of AI to assist with diagnosis, treatment, and medical research",C) The protection of personal information used or generated by AI systems,"Data privacy in AI refers to protecting personal or sensitive information that is collected, used, or generated by AI systems.",Artificial Intelligence (AI),AI Ethics
Which of the following best describes an autonomous vehicle?,Laws and policies designed to govern the development and use of AI,The principle that those who build or deploy AI should be responsible for its impact,"A field involving the design and use of robots, often powered by AI",A vehicle that uses AI and sensors to drive without human control,D) A vehicle that uses AI and sensors to drive without human control,"An autonomous vehicle uses AI, sensors, and cameras to navigate and drive with little or no human input.",Artificial Intelligence (AI),AI Applications
Which of the following best describes Natural Language Processing (NLP)?,A computing system inspired by the structure of the human brain,A computer vision task of assigning a label or category to an image,A large AI model trained on broad data that can be adapted to many tasks,A field of AI focused on enabling computers to understand human language,D) A field of AI focused on enabling computers to understand human language,"NLP (Natural Language Processing) enables computers to understand, interpret, and generate human language.",Artificial Intelligence (AI),Natural Language Processing
Which of the following best describes data privacy in AI?,A program designed to simulate conversation with human users,The protection of personal information used or generated by AI systems,The principle that AI systems' decisions should be understandable and explainable,A computer vision task that identifies and locates objects within an image,B) The protection of personal information used or generated by AI systems,"Data privacy in AI refers to protecting personal or sensitive information that is collected, used, or generated by AI systems.",Artificial Intelligence (AI),AI Ethics
Which of the following best describes facial recognition?,The amount of recent conversation an AI model can consider when generating a response,A technology that identifies individuals from facial features in images,Using AI to perform tasks automatically without human intervention,Laws and policies designed to govern the development and use of AI,B) A technology that identifies individuals from facial features in images,Facial recognition uses computer vision to identify or verify individuals based on their facial features.,Artificial Intelligence (AI),Computer Vision
Which statement correctly explains AI accountability?,The principle that those who build or deploy AI should be responsible for its impact,A period of reduced funding and interest in artificial intelligence research,The process of teaching a model to perform a task using data,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,A) The principle that those who build or deploy AI should be responsible for its impact,AI accountability means those who create or deploy AI systems bear responsibility for the systems' outcomes and impacts.,Artificial Intelligence (AI),AI Ethics
Which of the following best describes speech recognition?,A set of rules an AI system follows to process data and make decisions,Technology that converts spoken language into text,A structured collection of facts and rules used by an expert system,The amount of recent conversation an AI model can consider when generating a response,B) Technology that converts spoken language into text,Speech recognition is AI technology that converts spoken words into written text.,Artificial Intelligence (AI),Natural Language Processing
Which statement correctly explains a rule-based expert system?,A computer vision task of assigning a label or category to an image,A field of AI that enables computers to interpret visual information,"AI that can create new content such as text, images, or audio",An early type of AI that uses explicit if-then rules to make decisions,D) An early type of AI that uses explicit if-then rules to make decisions,"A rule-based expert system uses a set of explicit if-then rules, defined by human experts, to reach conclusions or decisions.",Artificial Intelligence (AI),Expert Systems
What is multimodal AI?,An NLP technique used to determine the emotional tone of text,A technology that identifies individuals from facial features in images,"AI systems that can process and generate multiple types of data, like text and images together",AI that analyzes data to forecast future outcomes,"C) AI systems that can process and generate multiple types of data, like text and images together","Multimodal AI refers to systems that can process and generate multiple types of data, such as text, images, and audio, together.",Artificial Intelligence (AI),AI Models
Which statement correctly explains an AI winter?,The use of AI to automatically translate text from one language to another,The principle that AI systems' decisions should be understandable and explainable,A period of reduced funding and interest in artificial intelligence research,The study of moral issues surrounding the development and use of AI,C) A period of reduced funding and interest in artificial intelligence research,An 'AI winter' refers to historical periods when interest and funding for AI research significantly declined.,Artificial Intelligence (AI),AI History
Which option best explains the meaning of machine translation?,A computer vision task of assigning a label or category to an image,A computer vision task that identifies and locates objects within an image,The use of AI to automatically translate text from one language to another,AI systems used to identify potentially fraudulent transactions or activities,C) The use of AI to automatically translate text from one language to another,Machine translation uses AI to automatically translate text or speech from one language into another.,Artificial Intelligence (AI),Natural Language Processing
Which statement correctly explains Artificial Intelligence?,The practice of crafting effective inputs to get desired outputs from an AI model,"The application of AI to assist with diagnosis, treatment, and medical research",The input text given to a generative AI model to produce a response,The simulation of human intelligence by machines,D) The simulation of human intelligence by machines,"Artificial Intelligence (AI) refers to computer systems designed to simulate aspects of human intelligence, like reasoning and learning.",Artificial Intelligence (AI),AI Basics
What is a rule-based expert system?,An early type of AI that uses explicit if-then rules to make decisions,A workshop widely considered the founding event of AI as a field of study,"AI that can create new content such as text, images, or audio",A computing system inspired by the structure of the human brain,A) An early type of AI that uses explicit if-then rules to make decisions,"A rule-based expert system uses a set of explicit if-then rules, defined by human experts, to reach conclusions or decisions.",Artificial Intelligence (AI),Expert Systems
What is AI regulation?,Laws and policies designed to govern the development and use of AI,Technology that converts written text into spoken audio,"AI that can create new content such as text, images, or audio","AI systems that can process and generate multiple types of data, like text and images together",A) Laws and policies designed to govern the development and use of AI,"AI regulation refers to laws, policies, and standards designed to govern how artificial intelligence is developed and deployed.",Artificial Intelligence (AI),AI Ethics
Which of the following best describes fraud detection AI?,An early type of AI that uses explicit if-then rules to make decisions,The protection of personal information used or generated by AI systems,The simulation of human intelligence by machines,AI systems used to identify potentially fraudulent transactions or activities,D) AI systems used to identify potentially fraudulent transactions or activities,Fraud detection AI analyzes patterns in data to flag potentially fraudulent transactions or suspicious activity.,Artificial Intelligence (AI),AI Applications
What is AI transparency?,The process of using a trained AI model to make a prediction,AI systems used to handle customer inquiries automatically,The principle that AI systems' decisions should be understandable and explainable,The period when foundational concepts of artificial intelligence were first formally studied,C) The principle that AI systems' decisions should be understandable and explainable,AI transparency refers to the goal of making an AI system's decision-making process understandable and explainable to humans.,Artificial Intelligence (AI),AI Ethics
Which of the following best describes AI training?,The process of teaching a model to perform a task using data,"The application of AI to assist with diagnosis, treatment, and medical research",A field of AI focused on enabling computers to understand human language,A structured collection of facts and rules used by an expert system,A) The process of teaching a model to perform a task using data,AI training involves feeding data into a model so it can learn patterns and improve its performance on a task.,Artificial Intelligence (AI),AI History
Choose the correct definition of image classification.,A computer vision task of assigning a label or category to an image,"AI that can create new content such as text, images, or audio",Laws and policies designed to govern the development and use of AI,"Systematic and unfair skew in AI outputs, often due to biased training data",A) A computer vision task of assigning a label or category to an image,Image classification is a computer vision task where a model assigns a category or label to an input image.,Artificial Intelligence (AI),Computer Vision
Which of the following best describes optical character recognition (OCR)?,Technology that converts images of text into machine-readable text,A program designed to simulate conversation with human users,Technology that converts spoken language into text,When an AI generates plausible-sounding but incorrect or fabricated information,A) Technology that converts images of text into machine-readable text,OCR (Optical Character Recognition) technology converts images of printed or handwritten text into machine-readable text.,Artificial Intelligence (AI),Computer Vision
an AI chatbot's context window can be best defined as which of the following?,"Systematic and unfair skew in AI outputs, often due to biased training data",A workshop widely considered the founding event of AI as a field of study,The amount of recent conversation an AI model can consider when generating a response,Technology that converts images of text into machine-readable text,C) The amount of recent conversation an AI model can consider when generating a response,A context window is the span of recent input text an AI model can take into account when generating its next response.,Artificial Intelligence (AI),AI Models
Which statement correctly explains Robotics?,A vehicle that uses AI and sensors to drive without human control,The input text given to a generative AI model to produce a response,"A field involving the design and use of robots, often powered by AI",An AI-powered application that performs tasks based on voice or text commands,"C) A field involving the design and use of robots, often powered by AI","Robotics involves designing and building robots, which are often powered by AI to perform tasks autonomously.",Artificial Intelligence (AI),Robotics
a rule-based expert system can be best defined as which of the following?,A computer vision task that identifies and locates objects within an image,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,An early type of AI that uses explicit if-then rules to make decisions,An AI-powered application that performs tasks based on voice or text commands,C) An early type of AI that uses explicit if-then rules to make decisions,"A rule-based expert system uses a set of explicit if-then rules, defined by human experts, to reach conclusions or decisions.",Artificial Intelligence (AI),Expert Systems
Which of the following best describes fine-tuning (AI models)?,A collection of data used to train and evaluate AI models,The process of further training a pre-trained model on a specific dataset,An AI-powered application that performs tasks based on voice or text commands,The principle that AI systems' decisions should be understandable and explainable,B) The process of further training a pre-trained model on a specific dataset,"Fine-tuning involves further training an already pre-trained AI model on a smaller, specific dataset to specialize its behavior.",Artificial Intelligence (AI),AI Models
Choose the correct definition of AI ethics.,The study of moral issues surrounding the development and use of AI,A computer vision task that identifies and locates objects within an image,Technology that converts written text into spoken audio,The practice of crafting effective inputs to get desired outputs from an AI model,A) The study of moral issues surrounding the development and use of AI,"AI ethics examines the moral implications of developing and deploying AI, including fairness, privacy, and accountability.",Artificial Intelligence (AI),AI Ethics
What is industrial robotics?,Technology that converts spoken language into text,Technology that converts images of text into machine-readable text,A collection of data used to train and evaluate AI models,The use of robots in manufacturing and industrial processes,D) The use of robots in manufacturing and industrial processes,"Industrial robotics involves using robots to automate manufacturing tasks like assembly, welding, and packaging.",Artificial Intelligence (AI),Robotics
Which option best explains the meaning of sentiment analysis?,Technology that converts written text into spoken audio,AI systems used to handle customer inquiries automatically,A period of reduced funding and interest in artificial intelligence research,An NLP technique used to determine the emotional tone of text,D) An NLP technique used to determine the emotional tone of text,"Sentiment analysis is an NLP technique that determines whether text expresses a positive, negative, or neutral sentiment.",Artificial Intelligence (AI),Natural Language Processing
Which option best explains the meaning of the Turing Test?,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,A structured collection of facts and rules used by an expert system,A large AI model trained on broad data that can be adapted to many tasks,Technology that converts images of text into machine-readable text,A) A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,"The Turing Test, proposed by Alan Turing, evaluates whether a machine's responses are indistinguishable from a human's.",Artificial Intelligence (AI),AI History
What is a virtual assistant?,"A field involving the design and use of robots, often powered by AI",An AI-powered application that performs tasks based on voice or text commands,The process of further training a pre-trained model on a specific dataset,A field of AI that enables computers to interpret visual information,B) An AI-powered application that performs tasks based on voice or text commands,"A virtual assistant, like Siri or Alexa, uses AI to perform tasks or answer questions based on user commands.",Artificial Intelligence (AI),AI Applications
Which option best explains the meaning of AI transparency?,AI systems used to identify potentially fraudulent transactions or activities,The principle that AI systems' decisions should be understandable and explainable,The amount of recent conversation an AI model can consider when generating a response,An AI-powered application that performs tasks based on voice or text commands,B) The principle that AI systems' decisions should be understandable and explainable,AI transparency refers to the goal of making an AI system's decision-making process understandable and explainable to humans.,Artificial Intelligence (AI),AI Ethics
Which of the following best describes Generative AI?,An NLP technique used to determine the emotional tone of text,A large AI model trained on broad data that can be adapted to many tasks,An AI-powered application that performs tasks based on voice or text commands,"AI that can create new content such as text, images, or audio","D) AI that can create new content such as text, images, or audio","Generative AI refers to systems that can produce new content, such as text, images, or music, rather than just analyzing existing data.",Artificial Intelligence (AI),Generative AI
Which of the following best describes healthcare AI?,A field of AI that enables computers to interpret visual information,"The application of AI to assist with diagnosis, treatment, and medical research",A field of AI focused on enabling computers to understand human language,When an AI generates plausible-sounding but incorrect or fabricated information,"B) The application of AI to assist with diagnosis, treatment, and medical research","Healthcare AI applies artificial intelligence to tasks like assisting diagnosis, personalizing treatment, and accelerating medical research.",Artificial Intelligence (AI),AI Applications
What is prompt engineering?,The practice of crafting effective inputs to get desired outputs from an AI model,The simulation of human intelligence by machines,The period when foundational concepts of artificial intelligence were first formally studied,AI that analyzes data to forecast future outcomes,A) The practice of crafting effective inputs to get desired outputs from an AI model,Prompt engineering is the practice of designing and refining prompts to get more accurate or useful responses from an AI model.,Artificial Intelligence (AI),Generative AI
AI ethics can be best defined as which of the following?,"AI that can create new content such as text, images, or audio",A trained computational system used to make predictions or generate outputs,The study of moral issues surrounding the development and use of AI,The practice of crafting effective inputs to get desired outputs from an AI model,C) The study of moral issues surrounding the development and use of AI,"AI ethics examines the moral implications of developing and deploying AI, including fairness, privacy, and accountability.",Artificial Intelligence (AI),AI Ethics
