Which of the following best describes a docking station?,"A small, portable storage device used in cameras and mobile devices","A newer, reversible USB connector type supporting fast data and power",An output device that displays visual information,A device that expands a laptop's connectivity by adding multiple ports,D) A device that expands a laptop's connectivity by adding multiple ports,A docking station connects to a laptop to provide additional ports and connectivity for peripherals and displays.,Hardware,Ports & Connectors
Which option best explains the meaning of a 3D printer?,An output device that produces sound,A hardware component that enables wireless short-range communication,A printer that creates three-dimensional physical objects from digital models,"Universal Serial Bus port, used to connect peripherals to a computer",C) A printer that creates three-dimensional physical objects from digital models,"A 3D printer builds three-dimensional physical objects layer by layer, based on a digital design file.",Hardware,Printers
Which option best explains the meaning of a webcam?,An input device used to capture video for a computer,A set of chips on the motherboard that manages data flow between components,"An expansion card dedicated to rendering images, video, and animations",An independent processing unit within a CPU,A) An input device used to capture video for a computer,"A webcam is a camera device connected to a computer that captures video, often used for video calls.",Hardware,Input Devices
Which of the following best describes DDR RAM?,A hardware component that enables wireless short-range communication,An older printer type that uses pins striking an ink ribbon,A type of RAM technology that transfers data on both clock edges,A component used to dissipate heat and cool computer parts,C) A type of RAM technology that transfers data on both clock edges,"DDR (Double Data Rate) RAM transfers data twice per clock cycle, improving speed over older single-rate memory.",Hardware,RAM
Which option best explains the meaning of an external hard drive?,"A portable storage device connected externally, usually via USB",A pointing input device used to interact with a graphical interface,SSDs are faster than HDDs because they have no moving mechanical parts,"Central Processing Unit, the primary component that executes instructions","A) A portable storage device connected externally, usually via USB","An external hard drive is a portable storage device connected to a computer externally, typically via USB.",Hardware,Storage
a video capture card can be best defined as which of the following?,A device used to record or stream video input from another source,The main circuit board that connects all computer components,"The rate at which a CPU executes instructions, measured in Hz","Graphics Processing Unit, a chip specialized for rendering images and video",A) A device used to record or stream video input from another source,"A video capture card is hardware used to record or stream video signals from an external source, such as a camera or console.",Hardware,Computer Components
a heat sink can be best defined as which of the following?,An input device that captures audio,A pointing input device used to interact with a graphical interface,A metal component that draws heat away from a processor,A display that can also function as an input device via touch,C) A metal component that draws heat away from a processor,A heat sink is a metal component that absorbs and dissipates heat away from a CPU or GPU to prevent overheating.,Hardware,Computer Components
Which of the following best describes a heat sink?,A method of combining multiple drives for redundancy or performance,"Central Processing Unit, the primary component that executes instructions",A device used to record or stream video input from another source,A metal component that draws heat away from a processor,D) A metal component that draws heat away from a processor,A heat sink is a metal component that absorbs and dissipates heat away from a CPU or GPU to prevent overheating.,Hardware,Computer Components
Which option best explains the meaning of a graphics tablet?,A storage device with no moving parts that uses flash memory,A pointing input device used to interact with a graphical interface,A rechargeable power source that allows a laptop to run without being plugged in,An input device that allows drawing directly with a stylus,D) An input device that allows drawing directly with a stylus,"A graphics tablet is an input device that lets users draw or write digitally using a stylus, common among digital artists.",Hardware,Input Devices
Choose the correct definition of a printer.,An older printer type that uses pins striking an ink ribbon,A compound applied between a CPU and heat sink to improve heat transfer,An output device that produces a physical copy of digital documents,"The rate at which a CPU executes instructions, measured in Hz",C) An output device that produces a physical copy of digital documents,"A printer is an output device that converts digital documents into physical, printed copies.",Hardware,Output Devices
Which statement correctly explains a cooling fan?,An output device that produces a physical copy of digital documents,"Basic Input/Output System, firmware that initializes hardware during startup","A newer, reversible USB connector type supporting fast data and power",A component used to dissipate heat and cool computer parts,D) A component used to dissipate heat and cool computer parts,A cooling fan helps dissipate heat generated by components like the CPU and GPU to prevent overheating.,Hardware,Computer Components
Which statement correctly explains a PCIe slot?,A device that provides backup power during an outage,An expansion slot used to connect high-speed components like graphics cards,"Graphics Processing Unit, a chip specialized for rendering images and video",A hardware component that enables a device to connect to wireless networks,B) An expansion slot used to connect high-speed components like graphics cards,A PCIe (Peripheral Component Interconnect Express) slot is a high-speed expansion slot commonly used for graphics cards and SSDs.,Hardware,Motherboard
Which statement correctly explains DDR RAM?,A small battery that powers the motherboard's BIOS settings when the PC is off,A high-speed SSD that connects directly via the PCIe interface,A type of RAM technology that transfers data on both clock edges,"The rate at which a CPU executes instructions, measured in Hz",C) A type of RAM technology that transfers data on both clock edges,"DDR (Double Data Rate) RAM transfers data twice per clock cycle, improving speed over older single-rate memory.",Hardware,RAM
What is a router (as hardware)?,An input device commonly used for gaming and simulations,An independent processing unit within a CPU,A networking device that directs data traffic between networks,"Read-Only Memory, permanent memory that stores essential startup instructions",C) A networking device that directs data traffic between networks,"A router is a networking hardware device that forwards data packets between computer networks, such as connecting a home to the internet.",Hardware,Computer Components
Which statement correctly explains a barcode scanner?,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs","Universal Serial Bus port, used to connect peripherals to a computer","A portable storage device connected externally, usually via USB",An input device that reads barcodes to retrieve product information,D) An input device that reads barcodes to retrieve product information,A barcode scanner is an input device that reads printed barcodes and converts them into data a computer can process.,Hardware,Input Devices
Which statement correctly explains a memory card?,A hardware component that enables wireless short-range communication,"A small, portable storage device used in cameras and mobile devices",An older analog video port used to connect monitors,An expansion card that handles audio input and output processing,"B) A small, portable storage device used in cameras and mobile devices","A memory card is a small, portable flash storage device commonly used in cameras, phones, and other devices.",Hardware,Storage
What is a monitor?,An output device that displays visual information,An expansion slot used to connect high-speed components like graphics cards,An independent processing unit within a CPU,"A newer, reversible USB connector type supporting fast data and power",A) An output device that displays visual information,"A monitor is an output device that displays visual output from a computer, such as text and images.",Hardware,Output Devices
Which option best explains the meaning of a 3D printer?,A type of RAM technology that transfers data on both clock edges,"The rate at which a CPU executes instructions, measured in Hz",A printer that creates three-dimensional physical objects from digital models,A type of printer that sprays tiny droplets of ink onto paper,C) A printer that creates three-dimensional physical objects from digital models,"A 3D printer builds three-dimensional physical objects layer by layer, based on a digital design file.",Hardware,Printers
Which of the following best describes a trackpad?,An expansion card that handles audio input and output processing,"A small, portable storage device used in cameras and mobile devices",A touch-sensitive input device commonly found on laptops,An older printer type that uses pins striking an ink ribbon,C) A touch-sensitive input device commonly found on laptops,"A trackpad is a touch-sensitive input device, commonly built into laptops, used to control the cursor.",Hardware,Input Devices
Choose the correct definition of a mouse.,A set of chips on the motherboard that manages data flow between components,An older printer type that uses pins striking an ink ribbon,A hardware component that enables a device to connect to wireless networks,A pointing input device used to interact with a graphical interface,D) A pointing input device used to interact with a graphical interface,A mouse is a pointing device used to move a cursor and interact with graphical elements on a screen.,Hardware,Input Devices
What is a trackpad?,A device used to record or stream video input from another source,A touch-sensitive input device commonly found on laptops,An output device that displays visual information,A device that expands a laptop's connectivity by adding multiple ports,B) A touch-sensitive input device commonly found on laptops,"A trackpad is a touch-sensitive input device, commonly built into laptops, used to control the cursor.",Hardware,Input Devices
Which of the following best describes an optical disc drive?,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",A cooling method using circulated liquid to remove heat from components,A CPU containing two or more independent processing cores,A type of RAM technology that transfers data on both clock edges,"A) A drive that reads and writes data using CDs, DVDs, or Blu-ray discs","An optical disc drive uses a laser to read and write data on optical media like CDs, DVDs, and Blu-ray discs.",Hardware,Storage
Which statement correctly explains a 3D printer?,A printer that creates three-dimensional physical objects from digital models,"Random Access Memory, temporary memory used while a computer is running",The main circuit board that connects all computer components,An input device used to capture video for a computer,A) A printer that creates three-dimensional physical objects from digital models,"A 3D printer builds three-dimensional physical objects layer by layer, based on a digital design file.",Hardware,Printers
Choose the correct definition of a joystick.,A small battery that powers the motherboard's BIOS settings when the PC is off,A personal audio output device worn over or in the ears,A set of chips on the motherboard that manages data flow between components,An input device commonly used for gaming and simulations,D) An input device commonly used for gaming and simulations,"A joystick is an input device with a stick that pivots, commonly used for gaming and flight simulation control.",Hardware,Input Devices
a Wi-Fi adapter can be best defined as which of the following?,A small removable flash memory card used in cameras and other devices,A hardware component that enables a device to connect to wireless networks,"The physical, tangible components of a computer",A device that connects multiple devices on a local network,B) A hardware component that enables a device to connect to wireless networks,A Wi-Fi adapter is hardware that allows a computer or device to connect to a wireless local area network.,Hardware,Computer Components
a heat sink can be best defined as which of the following?,A storage device with no moving parts that uses flash memory,"A port used to connect headphones, microphones, or speakers",An input device commonly used for gaming and simulations,A metal component that draws heat away from a processor,D) A metal component that draws heat away from a processor,A heat sink is a metal component that absorbs and dissipates heat away from a CPU or GPU to prevent overheating.,Hardware,Computer Components
Which statement correctly explains a Wi-Fi adapter?,A port used to transmit high-definition video and audio,An expansion card that handles audio input and output processing,An input device that reads barcodes to retrieve product information,A hardware component that enables a device to connect to wireless networks,D) A hardware component that enables a device to connect to wireless networks,A Wi-Fi adapter is hardware that allows a computer or device to connect to a wireless local area network.,Hardware,Computer Components
Which of the following best describes a Bluetooth adapter?,"Universal Serial Bus port, used to connect peripherals to a computer","A port used to connect headphones, microphones, or speakers",A hardware component that enables wireless short-range communication,The smallest and fastest level of CPU cache memory,C) A hardware component that enables wireless short-range communication,A Bluetooth adapter enables a device to communicate wirelessly with other Bluetooth-enabled devices over short distances.,Hardware,Computer Components
Which statement correctly explains a printer?,An output device that produces a physical copy of digital documents,A cooling method using circulated liquid to remove heat from components,A metal component that draws heat away from a processor,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",A) An output device that produces a physical copy of digital documents,"A printer is an output device that converts digital documents into physical, printed copies.",Hardware,Output Devices
What is an external hard drive?,A modern firmware interface that replaces traditional BIOS in many systems,"A portable storage device connected externally, usually via USB",A method of combining multiple drives for redundancy or performance,A component used to dissipate heat and cool computer parts,"B) A portable storage device connected externally, usually via USB","An external hard drive is a portable storage device connected to a computer externally, typically via USB.",Hardware,Storage
Which of the following best describes liquid cooling (computer hardware)?,An older printer type that uses pins striking an ink ribbon,"An expansion card dedicated to rendering images, video, and animations",A cooling method using circulated liquid to remove heat from components,SSDs are faster than HDDs because they have no moving mechanical parts,C) A cooling method using circulated liquid to remove heat from components,Liquid cooling uses circulated fluid to absorb and remove heat from computer components more efficiently than air cooling alone.,Hardware,Computer Components
Choose the correct definition of RAM.,An input device that reads barcodes to retrieve product information,"Random Access Memory, temporary memory used while a computer is running",An output device that produces sound,"A small, portable storage device used in cameras and mobile devices","B) Random Access Memory, temporary memory used while a computer is running",RAM (Random Access Memory) is volatile memory that temporarily stores data the CPU is actively using.,Hardware,RAM
Choose the correct definition of L1 cache.,The smallest and fastest level of CPU cache memory,A hardware component that connects a computer to a network,A small battery that powers the motherboard's BIOS settings when the PC is off,"Universal Serial Bus port, used to connect peripherals to a computer",A) The smallest and fastest level of CPU cache memory,"L1 cache is the smallest, fastest level of cache memory, located directly on the CPU core.",Hardware,CPU
What is a USB port?,"Read-Only Memory, permanent memory that stores essential startup instructions","Universal Serial Bus port, used to connect peripherals to a computer",A networking device that directs data traffic between networks,A hardware component that enables wireless short-range communication,"B) Universal Serial Bus port, used to connect peripherals to a computer","A USB (Universal Serial Bus) port is a standard connector used to attach peripherals like keyboards, drives, and printers.",Hardware,Ports & Connectors
Choose the correct definition of a CMOS battery.,A small battery that powers the motherboard's BIOS settings when the PC is off,An input device that allows drawing directly with a stylus,A socket on the motherboard used to add additional hardware cards,"A small, very fast storage location within the CPU",A) A small battery that powers the motherboard's BIOS settings when the PC is off,"A CMOS battery powers the motherboard's memory that stores BIOS settings, like the system clock, when the computer is off.",Hardware,Motherboard
What is a webcam?,A device that provides backup power during an outage,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",A small battery that powers the motherboard's BIOS settings when the PC is off,An input device used to capture video for a computer,D) An input device used to capture video for a computer,"A webcam is a camera device connected to a computer that captures video, often used for video calls.",Hardware,Input Devices
What is a GPU?,An input device that reads barcodes to retrieve product information,"Graphics Processing Unit, a chip specialized for rendering images and video",An input device that captures audio,An older analog video port used to connect monitors,"B) Graphics Processing Unit, a chip specialized for rendering images and video","A GPU (Graphics Processing Unit) is specialized hardware designed to accelerate rendering of images, video, and graphics.",Hardware,Computer Components
Choose the correct definition of clock speed.,A storage device with no moving parts that uses flash memory,"The rate at which a CPU executes instructions, measured in Hz",A rechargeable power source that allows a laptop to run without being plugged in,Memory that loses its data when power is turned off,"B) The rate at which a CPU executes instructions, measured in Hz","Clock speed measures how many cycles a CPU can perform per second, typically in gigahertz (GHz).",Hardware,CPU
Which statement correctly explains headphones?,A personal audio output device worn over or in the ears,A small battery that powers the motherboard's BIOS settings when the PC is off,A storage device with no moving parts that uses flash memory,An expansion card that handles audio input and output processing,A) A personal audio output device worn over or in the ears,Headphones are personal audio output devices worn over or inserted into the ears to listen to sound privately.,Hardware,Output Devices
Choose the correct definition of a VGA port.,An older analog video port used to connect monitors,"A newer, reversible USB connector type supporting fast data and power","The physical, tangible components of a computer",An expansion card that handles audio input and output processing,A) An older analog video port used to connect monitors,A VGA (Video Graphics Array) port is an older analog connector once commonly used to connect computers to monitors.,Hardware,Ports & Connectors
DDR RAM can be best defined as which of the following?,A type of RAM technology that transfers data on both clock edges,A device used to record or stream video input from another source,Memory that retains data even when power is removed,"The rate at which a CPU executes instructions, measured in Hz",A) A type of RAM technology that transfers data on both clock edges,"DDR (Double Data Rate) RAM transfers data twice per clock cycle, improving speed over older single-rate memory.",Hardware,RAM
What is a motherboard chipset?,SSDs are faster than HDDs because they have no moving mechanical parts,A set of chips on the motherboard that manages data flow between components,A high-speed SSD that connects directly via the PCIe interface,A device that provides backup power during an outage,B) A set of chips on the motherboard that manages data flow between components,"A motherboard chipset manages the flow of data between the CPU, memory, and other connected components.",Hardware,Motherboard
Which of the following best describes a keyboard?,An input device used to type text and commands,A pointing input device used to interact with a graphical interface,"An expansion card dedicated to rendering images, video, and animations",An output device that displays visual information,A) An input device used to type text and commands,A keyboard is an input device that allows users to type text and enter commands into a computer.,Hardware,Input Devices
Which of the following best describes a speaker?,A port used to connect a computer to a wired network,A touch-sensitive input device commonly found on laptops,An output device that produces sound,"The physical, tangible components of a computer",C) An output device that produces sound,A speaker is an output device that converts electrical signals into audible sound.,Hardware,Output Devices
Which option best explains the meaning of clock speed?,"An expansion card dedicated to rendering images, video, and animations",A storage device that uses spinning magnetic disks to store data,A device used to record or stream video input from another source,"The rate at which a CPU executes instructions, measured in Hz","D) The rate at which a CPU executes instructions, measured in Hz","Clock speed measures how many cycles a CPU can perform per second, typically in gigahertz (GHz).",Hardware,CPU
What is a webcam?,An expansion slot used to connect high-speed components like graphics cards,"A digital display interface used to connect monitors, similar to HDMI",An input device used to capture video for a computer,An independent processing unit within a CPU,C) An input device used to capture video for a computer,"A webcam is a camera device connected to a computer that captures video, often used for video calls.",Hardware,Input Devices
Which statement correctly explains a router (as hardware)?,A storage device with no moving parts that uses flash memory,The main circuit board that connects all computer components,A networking device that directs data traffic between networks,"The rate at which a CPU executes instructions, measured in Hz",C) A networking device that directs data traffic between networks,"A router is a networking hardware device that forwards data packets between computer networks, such as connecting a home to the internet.",Hardware,Computer Components
Which option best explains the meaning of a sound card?,An output device that produces a physical copy of digital documents,An input device used to type text and commands,An older analog video port used to connect monitors,An expansion card that handles audio input and output processing,D) An expansion card that handles audio input and output processing,A sound card is expansion hardware that processes audio input and output for a computer system.,Hardware,Computer Components
Which option best explains the meaning of a motherboard chipset?,A type of printer that sprays tiny droplets of ink onto paper,"Graphics Processing Unit, a chip specialized for rendering images and video",A set of chips on the motherboard that manages data flow between components,"Random Access Memory, temporary memory used while a computer is running",C) A set of chips on the motherboard that manages data flow between components,"A motherboard chipset manages the flow of data between the CPU, memory, and other connected components.",Hardware,Motherboard
Which option best explains the meaning of a VGA port?,An input device commonly used for gaming and simulations,A high-speed SSD that connects directly via the PCIe interface,"Central Processing Unit, the primary component that executes instructions",An older analog video port used to connect monitors,D) An older analog video port used to connect monitors,A VGA (Video Graphics Array) port is an older analog connector once commonly used to connect computers to monitors.,Hardware,Ports & Connectors
Choose the correct definition of a router (as hardware).,A networking device that directs data traffic between networks,An older analog video port used to connect monitors,Memory that retains data even when power is removed,A type of RAM technology that transfers data on both clock edges,A) A networking device that directs data traffic between networks,"A router is a networking hardware device that forwards data packets between computer networks, such as connecting a home to the internet.",Hardware,Computer Components
Which statement correctly explains a network interface card (NIC)?,A small removable flash memory card used in cameras and other devices,A hardware component that connects a computer to a network,"Universal Serial Bus port, used to connect peripherals to a computer",An independent processing unit within a CPU,B) A hardware component that connects a computer to a network,"A network interface card (NIC) allows a computer to connect to a network, either through a cable or wirelessly.",Hardware,Computer Components
What is cache memory?,A hardware component that connects a computer to a network,Memory that retains data even when power is removed,An output device that produces a physical copy of digital documents,"Very fast, small-capacity memory located close to the CPU","D) Very fast, small-capacity memory located close to the CPU","Cache memory is small, very fast memory located on or near the CPU to speed up access to frequently used data.",Hardware,CPU
a touchscreen can be best defined as which of the following?,"A port used to connect headphones, microphones, or speakers",An input device that captures audio,A socket on the motherboard used to add additional hardware cards,A display that can also function as an input device via touch,D) A display that can also function as an input device via touch,"A touchscreen is a display device that also serves as an input device, responding to touch from a finger or stylus.",Hardware,Input Devices
What is headphones?,A metal component that draws heat away from a processor,A personal audio output device worn over or in the ears,An input device used to capture video for a computer,A device that converts digital signals for transmission over telephone or cable lines,B) A personal audio output device worn over or in the ears,Headphones are personal audio output devices worn over or inserted into the ears to listen to sound privately.,Hardware,Output Devices
Which statement correctly explains the CPU?,"A small, portable storage device used in cameras and mobile devices",A small removable flash memory card used in cameras and other devices,An input device that captures audio,"Central Processing Unit, the primary component that executes instructions","D) Central Processing Unit, the primary component that executes instructions",The CPU (Central Processing Unit) is the primary chip that executes instructions and performs calculations.,Hardware,CPU
Which option best explains the meaning of a dot matrix printer?,An older printer type that uses pins striking an ink ribbon,An output device that produces sound,An expansion card that handles audio input and output processing,An input device that converts physical documents into digital images,A) An older printer type that uses pins striking an ink ribbon,A dot matrix printer is an older printing technology that uses a set of pins striking an inked ribbon to form characters.,Hardware,Printers
Choose the correct definition of UEFI.,A modern firmware interface that replaces traditional BIOS in many systems,"Random Access Memory, temporary memory used while a computer is running","Read-Only Memory, permanent memory that stores essential startup instructions",A device that converts digital signals for transmission over telephone or cable lines,A) A modern firmware interface that replaces traditional BIOS in many systems,UEFI (Unified Extensible Firmware Interface) is a modern firmware standard that has largely replaced traditional BIOS.,Hardware,Computer Components
Which of the following best describes a modem?,An expansion slot used to connect high-speed components like graphics cards,A device that converts digital signals for transmission over telephone or cable lines,"A portable storage device connected externally, usually via USB",An older analog video port used to connect monitors,B) A device that converts digital signals for transmission over telephone or cable lines,"A modem (modulator-demodulator) converts digital data into signals suitable for transmission over telephone or cable lines, and back again.",Hardware,Computer Components
Which statement correctly explains a memory card?,"Universal Serial Bus port, used to connect peripherals to a computer","A small, portable storage device used in cameras and mobile devices","The rate at which a CPU executes instructions, measured in Hz","The physical, tangible components of a computer","B) A small, portable storage device used in cameras and mobile devices","A memory card is a small, portable flash storage device commonly used in cameras, phones, and other devices.",Hardware,Storage
Choose the correct definition of a solid-state drive's speed advantage.,A device that converts digital signals for transmission over telephone or cable lines,SSDs are faster than HDDs because they have no moving mechanical parts,An older analog video port used to connect monitors,A device used to record or stream video input from another source,B) SSDs are faster than HDDs because they have no moving mechanical parts,SSDs are generally much faster than HDDs because they use flash memory chips instead of spinning mechanical disks.,Hardware,Storage
a computer case (chassis) can be best defined as which of the following?,The enclosure that houses and protects a computer's internal components,"An expansion card dedicated to rendering images, video, and animations",A method of combining multiple drives for redundancy or performance,"A newer, reversible USB connector type supporting fast data and power",A) The enclosure that houses and protects a computer's internal components,"A computer case, or chassis, is the physical enclosure that houses and protects the internal hardware components.",Hardware,Computer Components
What is a memory card?,"A small, portable storage device used in cameras and mobile devices",A component that converts electrical power for use by computer parts,A small removable flash memory card used in cameras and other devices,A cooling method using circulated liquid to remove heat from components,"A) A small, portable storage device used in cameras and mobile devices","A memory card is a small, portable flash storage device commonly used in cameras, phones, and other devices.",Hardware,Storage
a PCIe slot can be best defined as which of the following?,The enclosure that houses and protects a computer's internal components,An expansion slot used to connect high-speed components like graphics cards,The smallest and fastest level of CPU cache memory,"An expansion card dedicated to rendering images, video, and animations",B) An expansion slot used to connect high-speed components like graphics cards,A PCIe (Peripheral Component Interconnect Express) slot is a high-speed expansion slot commonly used for graphics cards and SSDs.,Hardware,Motherboard
Which of the following best describes non-volatile memory?,Memory that retains data even when power is removed,"A port used to connect headphones, microphones, or speakers",A touch-sensitive input device commonly found on laptops,An input device that reads barcodes to retrieve product information,A) Memory that retains data even when power is removed,"Non-volatile memory, like ROM or SSDs, retains stored data even after the power supply is turned off.",Hardware,ROM
Which statement correctly explains the CPU?,"Very fast, small-capacity memory located close to the CPU",A type of RAM technology that transfers data on both clock edges,"Central Processing Unit, the primary component that executes instructions",A device that converts digital signals for transmission over telephone or cable lines,"C) Central Processing Unit, the primary component that executes instructions",The CPU (Central Processing Unit) is the primary chip that executes instructions and performs calculations.,Hardware,CPU
Which statement correctly explains an NVMe SSD?,"Read-Only Memory, permanent memory that stores essential startup instructions",An independent processing unit within a CPU,A high-speed SSD that connects directly via the PCIe interface,A display that can also function as an input device via touch,C) A high-speed SSD that connects directly via the PCIe interface,"An NVMe SSD connects via the high-speed PCIe interface, offering significantly faster performance than SATA-based SSDs.",Hardware,Storage
a USB port can be best defined as which of the following?,SSDs are faster than HDDs because they have no moving mechanical parts,"Very fast, small-capacity memory located close to the CPU",Memory that loses its data when power is turned off,"Universal Serial Bus port, used to connect peripherals to a computer","D) Universal Serial Bus port, used to connect peripherals to a computer","A USB (Universal Serial Bus) port is a standard connector used to attach peripherals like keyboards, drives, and printers.",Hardware,Ports & Connectors
Choose the correct definition of a computer case (chassis).,"A newer, reversible USB connector type supporting fast data and power",The enclosure that houses and protects a computer's internal components,Memory that retains data even when power is removed,A port used to connect a computer to a wired network,B) The enclosure that houses and protects a computer's internal components,"A computer case, or chassis, is the physical enclosure that houses and protects the internal hardware components.",Hardware,Computer Components
Which of the following best describes computer hardware?,"Graphics Processing Unit, a chip specialized for rendering images and video","An expansion card dedicated to rendering images, video, and animations","The physical, tangible components of a computer",An output device that displays visual information,"C) The physical, tangible components of a computer","Computer hardware refers to the physical components of a computer, such as the CPU, RAM, and monitor.",Hardware,Computer Components
Which statement correctly explains volatile memory?,"Basic Input/Output System, firmware that initializes hardware during startup",A device used to record or stream video input from another source,"The physical, tangible components of a computer",Memory that loses its data when power is turned off,D) Memory that loses its data when power is turned off,"Volatile memory, like RAM, loses its stored data as soon as the power supply is switched off.",Hardware,RAM
Which of the following best describes a graphics tablet?,An input device that allows drawing directly with a stylus,"The physical, tangible components of a computer",A small removable flash memory card used in cameras and other devices,An input device that reads barcodes to retrieve product information,A) An input device that allows drawing directly with a stylus,"A graphics tablet is an input device that lets users draw or write digitally using a stylus, common among digital artists.",Hardware,Input Devices
Choose the correct definition of RAM.,A metal component that draws heat away from a processor,"Random Access Memory, temporary memory used while a computer is running","An expansion card dedicated to rendering images, video, and animations",An input device that converts physical documents into digital images,"B) Random Access Memory, temporary memory used while a computer is running",RAM (Random Access Memory) is volatile memory that temporarily stores data the CPU is actively using.,Hardware,RAM
What is a Bluetooth adapter?,"The physical, tangible components of a computer",A hardware component that enables wireless short-range communication,A storage device that uses spinning magnetic disks to store data,An expansion card that handles audio input and output processing,B) A hardware component that enables wireless short-range communication,A Bluetooth adapter enables a device to communicate wirelessly with other Bluetooth-enabled devices over short distances.,Hardware,Computer Components
a switch (networking hardware) can be best defined as which of the following?,A high-speed SSD that connects directly via the PCIe interface,Memory that loses its data when power is turned off,"Central Processing Unit, the primary component that executes instructions",A device that connects multiple devices on a local network,D) A device that connects multiple devices on a local network,"A network switch is a hardware device that connects multiple devices within a local area network, forwarding data efficiently.",Hardware,Computer Components
What is a graphics tablet?,A pointing input device used to interact with a graphical interface,An input device that allows drawing directly with a stylus,An input device used to capture video for a computer,An input device commonly used for gaming and simulations,B) An input device that allows drawing directly with a stylus,"A graphics tablet is an input device that lets users draw or write digitally using a stylus, common among digital artists.",Hardware,Input Devices
Which option best explains the meaning of a multi-core processor?,SSDs are faster than HDDs because they have no moving mechanical parts,A CPU containing two or more independent processing cores,An output device that displays images or video onto a large surface,An output device that produces sound,B) A CPU containing two or more independent processing cores,"A multi-core processor contains two or more independent cores, allowing multiple instructions to be processed simultaneously.",Hardware,CPU
Which statement correctly explains non-volatile memory?,Memory that loses its data when power is turned off,A touch-sensitive input device commonly found on laptops,A device that converts digital signals for transmission over telephone or cable lines,Memory that retains data even when power is removed,D) Memory that retains data even when power is removed,"Non-volatile memory, like ROM or SSDs, retains stored data even after the power supply is turned off.",Hardware,ROM
Choose the correct definition of non-volatile memory.,Memory that retains data even when power is removed,A type of ROM that can be electrically erased and reprogrammed,A small battery that powers the motherboard's BIOS settings when the PC is off,A touch-sensitive input device commonly found on laptops,A) Memory that retains data even when power is removed,"Non-volatile memory, like ROM or SSDs, retains stored data even after the power supply is turned off.",Hardware,ROM
What is liquid cooling (computer hardware)?,A cooling method using circulated liquid to remove heat from components,An older printer type that uses pins striking an ink ribbon,A hardware component that connects a computer to a network,A personal audio output device worn over or in the ears,A) A cooling method using circulated liquid to remove heat from components,Liquid cooling uses circulated fluid to absorb and remove heat from computer components more efficiently than air cooling alone.,Hardware,Computer Components
a 3D printer can be best defined as which of the following?,A socket on the motherboard used to add additional hardware cards,A storage device with no moving parts that uses flash memory,An output device that produces sound,A printer that creates three-dimensional physical objects from digital models,D) A printer that creates three-dimensional physical objects from digital models,"A 3D printer builds three-dimensional physical objects layer by layer, based on a digital design file.",Hardware,Printers
Choose the correct definition of ROM.,"Read-Only Memory, permanent memory that stores essential startup instructions",An output device that displays images or video onto a large surface,An independent processing unit within a CPU,"Very fast, small-capacity memory located close to the CPU","A) Read-Only Memory, permanent memory that stores essential startup instructions","ROM (Read-Only Memory) is non-volatile memory that stores essential instructions, such as those needed to boot a computer.",Hardware,ROM
Choose the correct definition of a docking station.,A modern firmware interface that replaces traditional BIOS in many systems,An input device that allows drawing directly with a stylus,"An expansion card dedicated to rendering images, video, and animations",A device that expands a laptop's connectivity by adding multiple ports,D) A device that expands a laptop's connectivity by adding multiple ports,A docking station connects to a laptop to provide additional ports and connectivity for peripherals and displays.,Hardware,Ports & Connectors
Which option best explains the meaning of the CPU?,An input device commonly used for gaming and simulations,A small removable flash memory card used in cameras and other devices,"Central Processing Unit, the primary component that executes instructions",A hardware component that connects a computer to a network,"C) Central Processing Unit, the primary component that executes instructions",The CPU (Central Processing Unit) is the primary chip that executes instructions and performs calculations.,Hardware,CPU
Choose the correct definition of a webcam.,An output device that produces sound,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",An input device used to capture video for a computer,A type of printer that sprays tiny droplets of ink onto paper,C) An input device used to capture video for a computer,"A webcam is a camera device connected to a computer that captures video, often used for video calls.",Hardware,Input Devices
Choose the correct definition of the CPU.,"A digital display interface used to connect monitors, similar to HDMI","Central Processing Unit, the primary component that executes instructions","A small, portable storage device used in cameras and mobile devices",A metal component that draws heat away from a processor,"B) Central Processing Unit, the primary component that executes instructions",The CPU (Central Processing Unit) is the primary chip that executes instructions and performs calculations.,Hardware,CPU
computer hardware can be best defined as which of the following?,A device used to record or stream video input from another source,A type of RAM technology that transfers data on both clock edges,"The physical, tangible components of a computer",An input device commonly used for gaming and simulations,"C) The physical, tangible components of a computer","Computer hardware refers to the physical components of a computer, such as the CPU, RAM, and monitor.",Hardware,Computer Components
Which option best explains the meaning of a USB port?,A component that converts electrical power for use by computer parts,"A digital display interface used to connect monitors, similar to HDMI",A device that provides backup power during an outage,"Universal Serial Bus port, used to connect peripherals to a computer","D) Universal Serial Bus port, used to connect peripherals to a computer","A USB (Universal Serial Bus) port is a standard connector used to attach peripherals like keyboards, drives, and printers.",Hardware,Ports & Connectors
Choose the correct definition of computer hardware.,A component that converts electrical power for use by computer parts,A networking device that directs data traffic between networks,An input device used to capture video for a computer,"The physical, tangible components of a computer","D) The physical, tangible components of a computer","Computer hardware refers to the physical components of a computer, such as the CPU, RAM, and monitor.",Hardware,Computer Components
