"A bus has 16 passengers. At the next stop, 14 get off and 13 get on. How many passengers are there now?",14,15,11,13,B) 15,"Starting with 16, subtract 14 who got off (2) and add 13 who got on, giving 15.",Puzzles,Logic Puzzles
"A bus has 16 passengers. At the next stop, 14 get off and 19 get on. How many passengers are there now?",23,21,25,19,B) 21,"Starting with 16, subtract 14 who got off (2) and add 19 who got on, giving 21.",Puzzles,Logic Puzzles
Is 389 a prime number?,Cannot be determined,No,Yes,Only if even,C) Yes,"389 has no divisors other than 1 and itself, so it is prime.",Puzzles,Number Puzzles
Consider the following puzzle: what five-letter word becomes shorter when you add two letters to it?,Short,Chair,The last child took the basket too,Carrot,A) Short,"The word 'short' becomes 'shorter' when 'er' is added, ironically describing becoming 'shorter' in spelling.",Puzzles,Word Puzzles
"Find the next number (differences increase by 1 each time): 10, 13, 15, 16, 20, ?",18,22,25,21,C) 25,"The differences are 3, 2, 1, 4, increasing by 1 each time. Next difference = 5, so next term = 20 + 5 = 25.",Puzzles,Pattern Puzzles
"A person walks 9 km east, then 15 km further east. How far is he from the starting point?",9 km,6 km,24 km,15 km,C) 24 km,Walking in the same direction adds the distances: 9 + 15 = 24 km.,Puzzles,Direction Puzzles
"Find the next number (differences increase by 1 each time): 7, 8, 10, 16, 22, ?",27,29,39,38,B) 29,"The differences are 1, 2, 6, 6, increasing by 1 each time. Next difference = 7, so next term = 22 + 7 = 29.",Puzzles,Pattern Puzzles
Is 899 a prime number?,Yes,Only if even,No,Cannot be determined,C) No,"899 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"A person walks 14 km east, then 9 km further east. How far is he from the starting point?",23 km,9 km,5 km,14 km,A) 23 km,Walking in the same direction adds the distances: 14 + 9 = 23 km.,Puzzles,Direction Puzzles
"A bus has 12 passengers. At the next stop, 9 get off and 16 get on. How many passengers are there now?",17,19,15,23,B) 19,"Starting with 12, subtract 9 who got off (3) and add 16 who got on, giving 19.",Puzzles,Logic Puzzles
"Find the next number (differences increase by 1 each time): 1, 5, 10, 16, 19, ?",23,19,17,24,A) 23,"The differences are 4, 5, 6, 3, increasing by 1 each time. Next difference = 4, so next term = 19 + 4 = 23.",Puzzles,Pattern Puzzles
A father and son have a combined age of 50. The father is 30 years older than the son. How old is the son?,10,11,5,12,A) 10,Let the son's age be x; father is x+30. So x + (x+30) = 50 → 2x = 20 → x = 10.,Puzzles,Logic Puzzles
match: the capital city of Japan is?,Carrot,The last child took the basket too,Tokyo,A puppy,C) Tokyo,The capital city of Japan is Tokyo.,Puzzles,Matching Puzzles
"Find the missing number in the series: 21, 28, 35, ?, 49.",35,41,43,42,D) 42,"The series increases by 7 each time, so the missing number = 35 + 7 = 42.",Puzzles,Number Puzzles
Consider the following puzzle: what has one eye but cannot see?,A sponge,A cold,Thermometer,A needle,D) A needle,A needle has an 'eye' (the hole for thread) but cannot see.,Puzzles,Riddles
"Find the missing number in the series: 30, ?, 54, 66, 78.",49,36,50,42,D) 42,"The series increases by 12 each time, so the missing number = 30 + 12 = 42.",Puzzles,Number Puzzles
"Find the next number (differences increase by 1 each time): 5, 8, 12, 17, 19, ?",22,26,19,18,A) 22,"The differences are 3, 4, 5, 2, increasing by 1 each time. Next difference = 3, so next term = 19 + 3 = 22.",Puzzles,Pattern Puzzles
"Find the next number (differences increase by 1 each time): 10, 11, 12, 13, 17, ?",26,12,14,22,D) 22,"The differences are 1, 1, 1, 4, increasing by 1 each time. Next difference = 5, so next term = 17 + 5 = 22.",Puzzles,Pattern Puzzles
"Find the next number (differences increase by 1 each time): 13, 17, 19, 20, 21, ?",25,23,27,19,B) 23,"The differences are 4, 2, 1, 1, increasing by 1 each time. Next difference = 2, so next term = 21 + 2 = 23.",Puzzles,Pattern Puzzles
Question: what travels around the world but stays in one corner?,3,A bottle,A kitten,A stamp,D) A stamp,"A postage stamp travels around the world on letters, yet stays fixed in the corner of the envelope.",Puzzles,Riddles
"Find the next number (differences increase by 1 each time): 9, 12, 14, 16, 18, ?",25,21,18,23,B) 21,"The differences are 3, 2, 2, 2, increasing by 1 each time. Next difference = 3, so next term = 18 + 3 = 21.",Puzzles,Pattern Puzzles
"Find the missing number in the series: 17, ?, 41, 53, 65.",34,26,35,29,D) 29,"The series increases by 12 each time, so the missing number = 17 + 12 = 29.",Puzzles,Number Puzzles
"what begins with an e, ends with an e, and only has one letter in it?",A comb,A bottle,A towel,An envelope,D) An envelope,"An envelope begins with 'e', ends with 'e', but contains only one letter (a written letter) inside it.",Puzzles,Word Puzzles
Is 1236 a prime number?,Yes,Only if even,No,Cannot be determined,C) No,"1236 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 34, 45, 56, 67, 78, ?",80,85,88,89,D) 89,"Each term increases by 11, so the next number is 78 + 11 = 89.",Puzzles,Sequence Puzzles
what gets wetter as it dries?,A towel,Seven → Even,The letter M,A stamp,A) A towel,A towel gets wetter as it absorbs moisture while drying something else.,Puzzles,Riddles
"Find the missing number in the series: 14, ?, 36, 47, 58.",25,17,28,31,A) 25,"The series increases by 11 each time, so the missing number = 14 + 11 = 25.",Puzzles,Number Puzzles
"Question: which odd item does not belong: Doctor, Teacher, Engineer, River?",A rubber band,River,Dolphin,Second,B) River,"Doctor, Teacher, and Engineer are professions, while a River is a natural feature, making it the odd one out.",Puzzles,Odd One Out
what has many teeth but cannot bite?,A comb,A sponge,A needle,A pride,A) A comb,"A comb has many 'teeth' used for grooming hair, but it cannot bite.",Puzzles,Riddles
"Find the next number (differences increase by 1 each time): 5, 6, 8, 13, 14, ?",17,16,12,19,B) 16,"The differences are 1, 2, 5, 1, increasing by 1 each time. Next difference = 2, so next term = 14 + 2 = 16.",Puzzles,Pattern Puzzles
"Find the next number in the series: 365, 367, 369, 371, 373, ?",375,377,373,371,A) 375,This is a series of consecutive odd numbers. Next number = 373 + 2 = 375.,Puzzles,Pattern Puzzles
"Find the next number (differences increase by 1 each time): 2, 7, 12, 18, 24, ?",29,22,31,19,C) 31,"The differences are 5, 5, 6, 6, increasing by 1 each time. Next difference = 7, so next term = 24 + 7 = 31.",Puzzles,Pattern Puzzles
Consider the following puzzle: what invention lets you look right through a wall?,Oak,A glove,A window,A rubber band,C) A window,A window is built into a wall and lets you see straight through it.,Puzzles,Riddles
what has many teeth but cannot bite?,A comb,Thermometer,Seven,A glove,A) A comb,"A comb has many 'teeth' used for grooming hair, but it cannot bite.",Puzzles,Riddles
"A bus has 27 passengers. At the next stop, 10 get off and 6 get on. How many passengers are there now?",26,23,21,25,B) 23,"Starting with 27, subtract 10 who got off (17) and add 6 who got on, giving 23.",Puzzles,Logic Puzzles
"A bus has 23 passengers. At the next stop, 19 get off and 1 get on. How many passengers are there now?",8,7,5,2,C) 5,"Starting with 23, subtract 19 who got off (4) and add 1 who got on, giving 5.",Puzzles,Logic Puzzles
"Find the next number in the series: 9, 14, 19, 24, 29, ?",35,34,36,39,B) 34,"Each term increases by 5, so the next number is 29 + 5 = 34.",Puzzles,Sequence Puzzles
"Find the next number in the series: 113, 33, 113, 33, 113, ?",35,36,38,33,D) 33,"The series alternates between 113 and 33. Since the last number is 113, the next number = 33.",Puzzles,Pattern Puzzles
match: a baby cat is called what?,A stamp,A needle,A kitten,Carrot,C) A kitten,A baby cat is called a kitten.,Puzzles,Matching Puzzles
"Find the next number (differences increase by 1 each time): 9, 10, 13, 16, 21, ?",16,26,27,30,C) 27,"The differences are 1, 3, 3, 5, increasing by 1 each time. Next difference = 6, so next term = 21 + 6 = 27.",Puzzles,Pattern Puzzles
A father and son have a combined age of 42. The father is 28 years older than the son. How old is the son?,9,11,7,6,C) 7,Let the son's age be x; father is x+28. So x + (x+28) = 42 → 2x = 14 → x = 7.,Puzzles,Logic Puzzles
"Find the next number in the series: 2, 8, 10, 18, 28, 46, ?",64,74,80,85,B) 74,Each term is the sum of the two preceding terms. Next term = 46 + 28 = 74.,Puzzles,Sequence Puzzles
"Find the missing number in the series: 5, 18, 31, ?, 57.",44,35,57,40,A) 44,"The series increases by 13 each time, so the missing number = 31 + 13 = 44.",Puzzles,Number Puzzles
"Consider the following puzzle: brain teaser: a room has 4 corners, one cat sits in each corner, how many cats total?",Astronomy,4,A window,A stamp,B) 4,"There are 4 corners, and one cat sits in each, so there are 4 cats total.",Puzzles,Brain Teasers
"Find the missing number in the series: 9, ?, 27, 36, 45.",18,11,12,27,A) 18,"The series increases by 9 each time, so the missing number = 9 + 9 = 18.",Puzzles,Number Puzzles
what kind of band never plays music?,4,3,A clock,A rubber band,D) A rubber band,"A rubber band is a type of 'band' that stretches, but it never plays music.",Puzzles,Word Puzzles
"Find the next number in the series: 3, 6, 12, 24, ?",34,42,41,48,D) 48,"Each term is multiplied by 2, so the next term is 24 × 2 = 48.",Puzzles,Sequence Puzzles
Is 870 a prime number?,No,Yes,Only if even,Cannot be determined,A) No,"870 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
Is 597 a prime number?,Yes,Cannot be determined,Only if even,No,D) No,"597 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 25, 218, 25, 218, 25, ?",218,217,221,223,A) 218,"The series alternates between 25 and 218. Since the last number is 25, the next number = 218.",Puzzles,Pattern Puzzles
"Find the next number in the series: 10, 15, 20, 25, 30, ?",30,36,35,31,C) 35,"Each term increases by 5, so the next number is 30 + 5 = 35.",Puzzles,Sequence Puzzles
"Find the next number in the series: 200, 299, 200, 299, 200, ?",304,295,299,297,C) 299,"The series alternates between 200 and 299. Since the last number is 200, the next number = 299.",Puzzles,Pattern Puzzles
"A bus has 8 passengers. At the next stop, 3 get off and 7 get on. How many passengers are there now?",12,11,13,9,A) 12,"Starting with 8, subtract 3 who got off (5) and add 7 who got on, giving 12.",Puzzles,Logic Puzzles
"Find the next number (differences increase by 1 each time): 9, 12, 13, 16, 19, ?",23,17,18,25,A) 23,"The differences are 3, 1, 3, 3, increasing by 1 each time. Next difference = 4, so next term = 19 + 4 = 23.",Puzzles,Pattern Puzzles
"Find the next number in the series: 375, 377, 379, 381, 383, ?",385,386,388,381,A) 385,This is a series of consecutive odd numbers. Next number = 383 + 2 = 385.,Puzzles,Pattern Puzzles
Question: what is full of holes but still holds water?,An envelope,A kitten,A sponge,They weigh the same,C) A sponge,A sponge is full of tiny holes but can still absorb and hold water.,Puzzles,Riddles
"Find the next number (differences increase by 1 each time): 14, 19, 22, 26, 31, ?",37,25,38,33,A) 37,"The differences are 5, 3, 4, 5, increasing by 1 each time. Next difference = 6, so next term = 31 + 6 = 37.",Puzzles,Pattern Puzzles
"I am an odd number, take away one letter and I become even, what number am I?",Short,Seven,Carrot,The letter M,B) Seven,"'Seven' minus the letter 's' spells 'even', matching the riddle.",Puzzles,Word Puzzles
"A bus has 11 passengers. At the next stop, 10 get off and 20 get on. How many passengers are there now?",23,21,18,24,B) 21,"Starting with 11, subtract 10 who got off (1) and add 20 who got on, giving 21.",Puzzles,Logic Puzzles
Question: what has a thumb and four fingers but is not alive?,They weigh the same,Dolphin,A glove,A towel,C) A glove,"A glove is shaped with a thumb and four fingers, but it is an inanimate object.",Puzzles,Riddles
Is 1531 a prime number?,No,Yes,Cannot be determined,Only if even,B) Yes,"1531 has no divisors other than 1 and itself, so it is prime.",Puzzles,Number Puzzles
"A person walks 2 km north, then 8 km south. How far is he from the starting point?",6 km,8 km,2 km,10 km,A) 6 km,"Walking in opposite directions, the net distance is |2 - 8| = 6 km from the start.",Puzzles,Direction Puzzles
Question: what has a thumb and four fingers but is not alive?,Thermometer,Astronomy,A glove,4,C) A glove,"A glove is shaped with a thumb and four fingers, but it is an inanimate object.",Puzzles,Riddles
"Find the next number in the series: 201, 215, 201, 215, 201, ?",217,215,218,214,B) 215,"The series alternates between 201 and 215. Since the last number is 201, the next number = 215.",Puzzles,Pattern Puzzles
"Find the next number (differences increase by 1 each time): 1, 4, 8, 12, 13, ?",11,14,15,13,C) 15,"The differences are 3, 4, 4, 1, increasing by 1 each time. Next difference = 2, so next term = 13 + 2 = 15.",Puzzles,Pattern Puzzles
"Find the next number in the series: 155, 297, 155, 297, 155, ?",297,295,292,299,A) 297,"The series alternates between 155 and 297. Since the last number is 155, the next number = 297.",Puzzles,Pattern Puzzles
"Consider the following puzzle: which odd item does not belong: Doctor, Teacher, Engineer, River?",River,A kitten,Dolphin,A pack,A) River,"Doctor, Teacher, and Engineer are professions, while a River is a natural feature, making it the odd one out.",Puzzles,Odd One Out
"A bus has 13 passengers. At the next stop, 3 get off and 15 get on. How many passengers are there now?",28,21,23,25,D) 25,"Starting with 13, subtract 3 who got off (10) and add 15 who got on, giving 25.",Puzzles,Logic Puzzles
Is 1671 a prime number?,Cannot be determined,Only if even,Yes,No,D) No,"1671 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the missing number in the series: 26, 41, 56, ?, 86.",77,60,71,84,C) 71,"The series increases by 15 each time, so the missing number = 56 + 15 = 71.",Puzzles,Number Puzzles
Question: what kind of band never plays music?,Chair,A rubber band,A stamp,4,B) A rubber band,"A rubber band is a type of 'band' that stretches, but it never plays music.",Puzzles,Word Puzzles
"Find the next number in the series: 194, 196, 198, 200, 202, ?",203,204,205,200,B) 204,This is a series of consecutive even numbers. Next number = 202 + 2 = 204.,Puzzles,Pattern Puzzles
A father and son have a combined age of 43. The father is 27 years older than the son. How old is the son?,7,11,3,8,D) 8,Let the son's age be x; father is x+27. So x + (x+27) = 43 → 2x = 16 → x = 8.,Puzzles,Logic Puzzles
Is 288 a prime number?,Only if even,No,Yes,Cannot be determined,B) No,"288 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"which odd item does not belong: Salmon, Trout, Shark, Dolphin?",Thermometer,A pride,A glove,Dolphin,D) Dolphin,"Salmon, Trout, and Shark are fish, while a Dolphin is a mammal, making it the odd one out.",Puzzles,Odd One Out
"Question: which odd item does not belong: Rose, Lily, Tulip, Oak?",A piano,Carrot,Oak,A kitten,C) Oak,"Rose, Lily, and Tulip are flowers, while Oak is a tree, making it the odd one out.",Puzzles,Odd One Out
"A bus has 6 passengers. At the next stop, 4 get off and 19 get on. How many passengers are there now?",21,17,23,20,A) 21,"Starting with 6, subtract 4 who got off (2) and add 19 who got on, giving 21.",Puzzles,Logic Puzzles
"Find the next number (differences increase by 1 each time): 11, 14, 18, 20, 26, ?",41,22,20,33,D) 33,"The differences are 3, 4, 2, 6, increasing by 1 each time. Next difference = 7, so next term = 26 + 7 = 33.",Puzzles,Pattern Puzzles
"Find the next number in the series: 10, 30, 50, 70, 90, ?",109,108,110,103,C) 110,"Each term increases by 20, so the next number is 90 + 20 = 110.",Puzzles,Sequence Puzzles
"Question: which odd item does not belong: Circle, Square, Triangle, Sphere?",Seven → Even,Sphere,A kitten,A pride,B) Sphere,"Circle, Square, and Triangle are 2D shapes, while a Sphere is a 3D shape, making it the odd one out.",Puzzles,Odd One Out
Is 1114 a prime number?,Cannot be determined,No,Only if even,Yes,B) No,"1114 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Question: brain teaser: a farmer has 10 sheep, all but 3 run away, how many remain?",3,A fence,Seven,A towel,A) 3,"'All but 3' means all except 3 ran away, so exactly 3 sheep remain.",Puzzles,Brain Teasers
match: a group of lions is called what?,Short,A pride,A window,Seven → Even,B) A pride,A group of lions is called a pride.,Puzzles,Matching Puzzles
Is 1932 a prime number?,Yes,Cannot be determined,No,Only if even,C) No,"1932 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 45, 61, 77, 93, 109, ?",138,125,135,117,B) 125,"Each term increases by 16, so the next number is 109 + 16 = 125.",Puzzles,Sequence Puzzles
Is 1616 a prime number?,Yes,No,Only if even,Cannot be determined,B) No,"1616 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 52, 69, 52, 69, 52, ?",74,70,73,69,D) 69,"The series alternates between 52 and 69. Since the last number is 52, the next number = 69.",Puzzles,Pattern Puzzles
"A bus has 15 passengers. At the next stop, 4 get off and 17 get on. How many passengers are there now?",25,31,28,26,C) 28,"Starting with 15, subtract 4 who got off (11) and add 17 who got on, giving 28.",Puzzles,Logic Puzzles
"Find the next number in the series: 386, 388, 390, 392, 394, ?",393,400,399,396,D) 396,This is a series of consecutive even numbers. Next number = 394 + 2 = 396.,Puzzles,Pattern Puzzles
"Find the missing number in the series: 18, 24, ?, 36, 42.",36,33,26,30,D) 30,"The series increases by 6 each time, so the missing number = 24 + 6 = 30.",Puzzles,Number Puzzles
"Find the missing number in the series: 2, 13, 24, ?, 46.",46,35,24,25,B) 35,"The series increases by 11 each time, so the missing number = 24 + 11 = 35.",Puzzles,Number Puzzles
"Find the next number in the series: 29, 31, 33, 35, 37, ?",42,39,43,37,B) 39,This is a series of consecutive odd numbers. Next number = 37 + 2 = 39.,Puzzles,Pattern Puzzles
"Find the next number in the series: 63, 186, 63, 186, 63, ?",181,188,186,190,C) 186,"The series alternates between 63 and 186. Since the last number is 63, the next number = 186.",Puzzles,Pattern Puzzles
"Find the next number in the series: 89, 91, 93, 95, 97, ?",101,97,99,102,C) 99,This is a series of consecutive odd numbers. Next number = 97 + 2 = 99.,Puzzles,Pattern Puzzles
"Find the next number (differences increase by 1 each time): 1, 3, 4, 6, 8, ?",14,16,11,12,C) 11,"The differences are 2, 1, 2, 2, increasing by 1 each time. Next difference = 3, so next term = 8 + 3 = 11.",Puzzles,Pattern Puzzles
Is 1382 a prime number?,No,Cannot be determined,Yes,Only if even,A) No,"1382 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
what has keys but cannot open locks?,A piano,The letter M,Dolphin,Seven → Even,A) A piano,"A piano has keys (its keyboard keys) that make music, not keys that open locks.",Puzzles,Riddles
Is 1141 a prime number?,Only if even,Yes,Cannot be determined,No,D) No,"1141 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 475, 477, 479, 481, 483, ?",488,485,489,486,B) 485,This is a series of consecutive odd numbers. Next number = 483 + 2 = 485.,Puzzles,Pattern Puzzles
"A person walks 15 km north, then 15 km south. How far is he from the starting point?",15 km,30 km,15 km,0 km,D) 0 km,"Walking in opposite directions, the net distance is |15 - 15| = 0 km from the start.",Puzzles,Direction Puzzles
Question: what kind of band never plays music?,A rubber band,Chair,A cold,Dolphin,A) A rubber band,"A rubber band is a type of 'band' that stretches, but it never plays music.",Puzzles,Word Puzzles
"A bus has 26 passengers. At the next stop, 10 get off and 16 get on. How many passengers are there now?",31,32,28,35,B) 32,"Starting with 26, subtract 10 who got off (16) and add 16 who got on, giving 32.",Puzzles,Logic Puzzles
"A person walks 13 km north, then 9 km south. How far is he from the starting point?",9 km,4 km,22 km,13 km,B) 4 km,"Walking in opposite directions, the net distance is |13 - 9| = 4 km from the start.",Puzzles,Direction Puzzles
"Find the missing number in the series: 22, 36, ?, 64, 78.",50,43,39,41,A) 50,"The series increases by 14 each time, so the missing number = 36 + 14 = 50.",Puzzles,Number Puzzles
"Find the next number (differences increase by 1 each time): 2, 7, 9, 15, 21, ?",33,29,28,36,C) 28,"The differences are 5, 2, 6, 6, increasing by 1 each time. Next difference = 7, so next term = 21 + 7 = 28.",Puzzles,Pattern Puzzles
"Find the missing number in the series: 8, 10, ?, 14, 16.",11,13,14,12,D) 12,"The series increases by 2 each time, so the missing number = 10 + 2 = 12.",Puzzles,Number Puzzles
Is 782 a prime number?,Cannot be determined,Only if even,No,Yes,C) No,"782 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
Consider the following puzzle: what has keys but cannot open locks?,Astronomy,A piano,A cold,A comb,B) A piano,"A piano has keys (its keyboard keys) that make music, not keys that open locks.",Puzzles,Riddles
"Find the next number (differences increase by 1 each time): 5, 10, 14, 15, 17, ?",14,15,24,20,D) 20,"The differences are 5, 4, 1, 2, increasing by 1 each time. Next difference = 3, so next term = 17 + 3 = 20.",Puzzles,Pattern Puzzles
"Find the next number (differences increase by 1 each time): 13, 17, 21, 25, 29, ?",34,35,41,28,A) 34,"The differences are 4, 4, 4, 4, increasing by 1 each time. Next difference = 5, so next term = 29 + 5 = 34.",Puzzles,Pattern Puzzles
"Question: brain teaser: a man has 3 daughters and each daughter has one brother, how many children does he have?",A comb,A stamp,Short,4,D) 4,"Each daughter shares the same one brother, so the man has 3 daughters plus 1 son, totaling 4 children.",Puzzles,Brain Teasers
"A person walks 20 km north, then 13 km south. How far is he from the starting point?",33 km,13 km,20 km,7 km,D) 7 km,"Walking in opposite directions, the net distance is |20 - 13| = 7 km from the start.",Puzzles,Direction Puzzles
"Question: brain teaser: two coins add up to 30 cents and one is not a nickel, what are they?",Short,River,A pack,A quarter and a nickel,D) A quarter and a nickel,"One coin is a quarter (25 cents) and the other a nickel (5 cents); the quarter, not the nickel, is 'not a nickel'.",Puzzles,Brain Teasers
"Question: which odd item does not belong: Doctor, Teacher, Engineer, River?",River,The letter M,Tokyo,A needle,A) River,"Doctor, Teacher, and Engineer are professions, while a River is a natural feature, making it the odd one out.",Puzzles,Odd One Out
A father and son have a combined age of 62. The father is 26 years older than the son. How old is the son?,13,22,18,17,C) 18,Let the son's age be x; father is x+26. So x + (x+26) = 62 → 2x = 36 → x = 18.,Puzzles,Logic Puzzles
"Find the next number in the series: 118, 229, 118, 229, 118, ?",232,229,228,230,B) 229,"The series alternates between 118 and 229. Since the last number is 118, the next number = 229.",Puzzles,Pattern Puzzles
"Find the next number in the series: 15, 25, 35, 45, 55, ?",59,65,60,70,B) 65,"Each term increases by 10, so the next number is 55 + 10 = 65.",Puzzles,Sequence Puzzles
"A bus has 33 passengers. At the next stop, 30 get off and 18 get on. How many passengers are there now?",25,17,21,19,C) 21,"Starting with 33, subtract 30 who got off (3) and add 18 who got on, giving 21.",Puzzles,Logic Puzzles
Consider the following puzzle: match: a baby cat is called what?,A rubber band,Thermometer,Seven,A kitten,D) A kitten,A baby cat is called a kitten.,Puzzles,Matching Puzzles
"Find the next number (differences increase by 1 each time): 12, 18, 23, 28, 31, ?",27,29,39,35,D) 35,"The differences are 6, 5, 5, 3, increasing by 1 each time. Next difference = 4, so next term = 31 + 4 = 35.",Puzzles,Pattern Puzzles
"Find the missing number in the series: 17, 19, 21, ?, 25.",22,23,24,21,B) 23,"The series increases by 2 each time, so the missing number = 21 + 2 = 23.",Puzzles,Number Puzzles
"A bus has 28 passengers. At the next stop, 26 get off and 6 get on. How many passengers are there now?",4,8,6,10,B) 8,"Starting with 28, subtract 26 who got off (2) and add 6 who got on, giving 8.",Puzzles,Logic Puzzles
"Find the next number in the series: 188, 190, 192, 194, 196, ?",196,199,195,198,D) 198,This is a series of consecutive even numbers. Next number = 196 + 2 = 198.,Puzzles,Pattern Puzzles
Question: what travels around the world but stays in one corner?,A stamp,Seven → Even,A towel,A kitten,A) A stamp,"A postage stamp travels around the world on letters, yet stays fixed in the corner of the envelope.",Puzzles,Riddles
match: a group of wolves is called what?,A bottle,3,A pack,A glove,C) A pack,A group of wolves is called a pack.,Puzzles,Matching Puzzles
"Find the next number in the series: 230, 150, 230, 150, 230, ?",147,146,153,150,D) 150,"The series alternates between 230 and 150. Since the last number is 230, the next number = 150.",Puzzles,Pattern Puzzles
"Consider the following puzzle: what comes once in a minute, twice in a moment, but never in a thousand years?",The letter M,Second,Sphere,A piano,A) The letter M,"The letter 'M' appears once in 'minute', twice in 'moment', but not at all in 'thousand years'.",Puzzles,Word Puzzles
"A bus has 29 passengers. At the next stop, 12 get off and 4 get on. How many passengers are there now?",20,21,25,17,B) 21,"Starting with 29, subtract 12 who got off (17) and add 4 who got on, giving 21.",Puzzles,Logic Puzzles
Is 877 a prime number?,No,Yes,Only if even,Cannot be determined,B) Yes,"877 has no divisors other than 1 and itself, so it is prime.",Puzzles,Number Puzzles
"brain teaser: if you overtake the person in second place in a race, what position are you in now?",Dolphin,Second,An envelope,A quarter and a nickel,B) Second,"Overtaking the person in second place means you take their position, making you second.",Puzzles,Brain Teasers
"Consider the following puzzle: which odd item does not belong: Guitar, Piano, Flute, Chair?",A pack,Chair,A comb,The letter M,B) Chair,"Guitar, Piano, and Flute are musical instruments, while a Chair is furniture, making it the odd one out.",Puzzles,Odd One Out
"A person walks 6 km east, then 3 km further east. How far is he from the starting point?",9 km,6 km,3 km,3 km,A) 9 km,Walking in the same direction adds the distances: 6 + 3 = 9 km.,Puzzles,Direction Puzzles
"Find the next number (differences increase by 1 each time): 4, 6, 7, 8, 14, ?",19,31,21,11,C) 21,"The differences are 2, 1, 1, 6, increasing by 1 each time. Next difference = 7, so next term = 14 + 7 = 21.",Puzzles,Pattern Puzzles
Is 193 a prime number?,Only if even,Yes,No,Cannot be determined,B) Yes,"193 has no divisors other than 1 and itself, so it is prime.",Puzzles,Number Puzzles
"Find the missing number in the series: 18, 28, 38, ?, 58.",48,42,50,45,A) 48,"The series increases by 10 each time, so the missing number = 38 + 10 = 48.",Puzzles,Number Puzzles
Is 952 a prime number?,Yes,Cannot be determined,No,Only if even,C) No,"952 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 192, 194, 196, 198, 200, ?",205,202,203,206,B) 202,This is a series of consecutive even numbers. Next number = 200 + 2 = 202.,Puzzles,Pattern Puzzles
Consider the following puzzle: what has a neck but no head?,A comb,A bottle,3,A glove,B) A bottle,A bottle has a 'neck' (its narrow top part) but no head.,Puzzles,Riddles
"Find the next number in the series: 48, 53, 58, 63, 68, ?",68,76,73,69,C) 73,"Each term increases by 5, so the next number is 68 + 5 = 73.",Puzzles,Sequence Puzzles
"A bus has 22 passengers. At the next stop, 2 get off and 7 get on. How many passengers are there now?",30,23,25,27,D) 27,"Starting with 22, subtract 2 who got off (20) and add 7 who got on, giving 27.",Puzzles,Logic Puzzles
"A bus has 7 passengers. At the next stop, 5 get off and 11 get on. How many passengers are there now?",14,13,11,10,B) 13,"Starting with 7, subtract 5 who got off (2) and add 11 who got on, giving 13.",Puzzles,Logic Puzzles
A father and son have a combined age of 35. The father is 23 years older than the son. How old is the son?,6,3,5,4,A) 6,Let the son's age be x; father is x+23. So x + (x+23) = 35 → 2x = 12 → x = 6.,Puzzles,Logic Puzzles
"A bus has 16 passengers. At the next stop, 4 get off and 8 get on. How many passengers are there now?",20,19,22,23,A) 20,"Starting with 16, subtract 4 who got off (12) and add 8 who got on, giving 20.",Puzzles,Logic Puzzles
"Find the next number in the series: 161, 226, 161, 226, 161, ?",224,226,229,231,B) 226,"The series alternates between 161 and 226. Since the last number is 161, the next number = 226.",Puzzles,Pattern Puzzles
"A bus has 24 passengers. At the next stop, 11 get off and 19 get on. How many passengers are there now?",34,35,31,32,D) 32,"Starting with 24, subtract 11 who got off (13) and add 19 who got on, giving 32.",Puzzles,Logic Puzzles
"Find the next number in the series: 6, 8, 10, 12, 14, ?",19,15,16,12,C) 16,This is a series of consecutive even numbers. Next number = 14 + 2 = 16.,Puzzles,Pattern Puzzles
"Find the next number in the series: 6, 24, 42, 60, 78, ?",84,91,87,96,D) 96,"Each term increases by 18, so the next number is 78 + 18 = 96.",Puzzles,Sequence Puzzles
"Find the next number (differences increase by 1 each time): 6, 12, 17, 19, 22, ?",30,28,26,33,C) 26,"The differences are 6, 5, 2, 3, increasing by 1 each time. Next difference = 4, so next term = 22 + 4 = 26.",Puzzles,Pattern Puzzles
"Question: brain teaser: a basket has 6 apples and 6 children each take one apple yet one remains, how?",A fence,The last child took the basket too,A rubber band,River,B) The last child took the basket too,"The last child took their apple along with the basket, leaving one apple still inside the basket they carried.",Puzzles,Brain Teasers
"A bus has 6 passengers. At the next stop, 5 get off and 17 get on. How many passengers are there now?",22,15,16,18,D) 18,"Starting with 6, subtract 5 who got off (1) and add 17 who got on, giving 18.",Puzzles,Logic Puzzles
