Which option best explains the meaning of JavaScript?,Building the server-side logic and databases behind a website,A widely used content management system for building websites,A programming language used to add interactivity to web pages,A CSS layout model designed for arranging items in a single dimension,C) A programming language used to add interactivity to web pages,JavaScript is a scripting language used to add interactivity and dynamic behavior to web pages.,Web Development,JavaScript
Which option best explains the meaning of cross-site scripting (XSS)?,A unique identifier for a record in a database table,A reusable block of code that performs a specific task,A web security vulnerability allowing attackers to inject malicious scripts,A widely used content management system for building websites,C) A web security vulnerability allowing attackers to inject malicious scripts,Cross-site scripting (XSS) is a vulnerability where attackers inject malicious scripts into web pages viewed by other users.,Web Development,Web Security
What is Node.js?,A runtime environment that allows JavaScript to run outside the browser,An HTTP method used to request data from a server,A web app that loads a single HTML page and updates content dynamically,A reusable style identifier that can be applied to multiple HTML elements,A) A runtime environment that allows JavaScript to run outside the browser,"Node.js is a runtime environment that allows JavaScript code to be executed on a server, outside of a web browser.",Web Development,Backend
Which statement correctly explains Express.js?,A programming language used to add interactivity to web pages,Development covering both the frontend and backend of a web application,A secure version of HTTP that encrypts data in transit,A minimal web framework for building backend applications with Node.js,D) A minimal web framework for building backend applications with Node.js,Express.js is a minimal and flexible Node.js web framework used to build backend web applications and APIs.,Web Development,Backend
Choose the correct definition of a CSS selector.,A named storage location used to hold data in JavaScript,A web security vulnerability allowing attackers to inject malicious scripts,A pattern used to select and style HTML elements,A runtime environment that allows JavaScript to run outside the browser,C) A pattern used to select and style HTML elements,"A CSS selector is a pattern used to target specific HTML elements for styling, such as by tag, class, or ID.",Web Development,CSS
Which option best explains the meaning of a <div> element?,A generic container used to group content in HTML,A CSS layout system for arranging content in rows and columns,"HyperText Markup Language, used to structure content on web pages",A collection of tools and libraries that simplify building web applications,A) A generic container used to group content in HTML,A <div> is a generic container element in HTML used to group and structure content for styling or layout.,Web Development,HTML
Which option best explains the meaning of an array (in JavaScript)?,A reusable block of code that performs a specific task,Data passed from a parent component to a child component in React,"An action detected by a program, such as a click or keypress",An ordered list of values stored in a single variable,D) An ordered list of values stored in a single variable,"A JavaScript array is an ordered collection of values stored within a single variable, accessed by index.",Web Development,JavaScript
Which option best explains the meaning of a REST API?,A CSS layout system for arranging content in rows and columns,An API design style using standard HTTP methods to access resources,"Document Object Model, a programming representation of a web page's structure","JavaScript Object Notation, a lightweight format for data exchange",B) An API design style using standard HTTP methods to access resources,"A REST API is a web API design style that uses standard HTTP methods (GET, POST, etc.) to interact with resources.",Web Development,APIs
Which option best explains the meaning of a URL?,A web app that loads a single HTML page and updates content dynamically,"Uniform Resource Locator, the address of a resource on the web",A markup element used to define the structure of content,Additional information provided within an HTML tag,"B) Uniform Resource Locator, the address of a resource on the web","A URL (Uniform Resource Locator) is the address used to locate a resource, such as a webpage, on the internet.",Web Development,Frontend
Choose the correct definition of frontend development.,"Building the visual, user-facing part of a website",An API design style using standard HTTP methods to access resources,"HyperText Transfer Protocol, used to transfer data between browsers and servers",A reusable style identifier that can be applied to multiple HTML elements,"A) Building the visual, user-facing part of a website",Frontend development involves building the visual and interactive parts of a website that users see and interact with.,Web Development,Frontend
Which of the following best describes backend development?,A collection of tools and libraries that simplify building web applications,Building the server-side logic and databases behind a website,A system used to store and manage data for a web application,A design approach that makes web pages adapt to different screen sizes,B) Building the server-side logic and databases behind a website,"Backend development involves building the server-side logic, databases, and APIs that power a website.",Web Development,Backend
Which of the following best describes responsive web design?,"An action detected by a program, such as a click or keypress",A design approach that makes web pages adapt to different screen sizes,A secure version of HTTP that encrypts data in transit,Using HTML elements that convey meaning about their content,B) A design approach that makes web pages adapt to different screen sizes,Responsive web design ensures a website's layout adapts smoothly to different screen sizes and devices.,Web Development,Frontend
What is a <span> element?,"Document Object Model, a programming representation of a web page's structure","Uniform Resource Locator, the address of a resource on the web",An ordered list of values stored in a single variable,An inline container used to style a small piece of content in HTML,D) An inline container used to style a small piece of content in HTML,"A <span> is an inline container element in HTML, often used to apply styling to a small piece of text.",Web Development,HTML
Which option best explains the meaning of cross-site request forgery (CSRF)?,An attack that tricks a user's browser into performing unwanted actions on a site they're logged into,"An action detected by a program, such as a click or keypress",A markup element used to define the structure of content,A minimal web framework for building backend applications with Node.js,A) An attack that tricks a user's browser into performing unwanted actions on a site they're logged into,CSRF (Cross-Site Request Forgery) tricks a logged-in user's browser into unknowingly performing an unwanted action on a trusted site.,Web Development,Web Security
What is Flexbox?,A front-end framework for building responsive web designs quickly,A pattern used to select and style HTML elements,A CSS layout model designed for arranging items in a single dimension,"A reusable, self-contained piece of a user interface built with React",C) A CSS layout model designed for arranging items in a single dimension,Flexbox is a CSS layout model designed to arrange items efficiently along a single row or column.,Web Development,CSS
What is responsive web design?,"HyperText Transfer Protocol, used to transfer data between browsers and servers",A technique for updating parts of a web page without a full reload,A design approach that makes web pages adapt to different screen sizes,"JavaScript Object Notation, a lightweight format for data exchange",C) A design approach that makes web pages adapt to different screen sizes,Responsive web design ensures a website's layout adapts smoothly to different screen sizes and devices.,Web Development,Frontend
Choose the correct definition of Flexbox.,A CSS layout model designed for arranging items in a single dimension,A JavaScript library used to build user interfaces,A human-readable address used to identify a website,An ordered list of values stored in a single variable,A) A CSS layout model designed for arranging items in a single dimension,Flexbox is a CSS layout model designed to arrange items efficiently along a single row or column.,Web Development,CSS
a web server can be best defined as which of the following?,"HyperText Transfer Protocol, used to transfer data between browsers and servers",A web security vulnerability that allows attackers to interfere with database queries,A runtime environment that allows JavaScript to run outside the browser,Software or hardware that serves web pages to clients,D) Software or hardware that serves web pages to clients,"A web server stores, processes, and delivers web pages to clients (browsers) upon request.",Web Development,Backend
Choose the correct definition of server-side rendering (SSR).,A named storage location used to hold data in JavaScript,An API design style using standard HTTP methods to access resources,Generating web page content on the server before sending it to the browser,A set of rules that allows different software systems to communicate,C) Generating web page content on the server before sending it to the browser,Server-side rendering generates the full HTML content for a page on the server before sending it to the client's browser.,Web Development,Backend
AJAX can be best defined as which of the following?,A named storage location used to hold data in JavaScript,A technique for updating parts of a web page without a full reload,Building the server-side logic and databases behind a website,An inline container used to style a small piece of content in HTML,B) A technique for updating parts of a web page without a full reload,AJAX (Asynchronous JavaScript and XML) allows web pages to update content dynamically without reloading the entire page.,Web Development,JavaScript
Which statement correctly explains a domain name?,A browser feature that stores data on a user's device with no expiration,A programming language used to add interactivity to web pages,Building the server-side logic and databases behind a website,A human-readable address used to identify a website,D) A human-readable address used to identify a website,"A domain name is a human-readable address, like example.com, used to identify a website instead of its numeric IP address.",Web Development,Web Hosting
Choose the correct definition of a function (in JavaScript).,A reusable block of code that performs a specific task,Generating web page content on the server before sending it to the browser,An API design style using standard HTTP methods to access resources,An ordered list of values stored in a single variable,A) A reusable block of code that performs a specific task,A function in JavaScript is a reusable block of code designed to perform a specific task when called.,Web Development,JavaScript
Which statement correctly explains Flexbox?,A CSS layout system for arranging content in rows and columns,A CSS layout model designed for arranging items in a single dimension,Small pieces of data stored by a browser to remember information about a user,Data passed from a parent component to a child component in React,B) A CSS layout model designed for arranging items in a single dimension,Flexbox is a CSS layout model designed to arrange items efficiently along a single row or column.,Web Development,CSS
Choose the correct definition of semantic HTML.,Data passed from a parent component to a child component in React,Additional information provided within an HTML tag,Building the server-side logic and databases behind a website,Using HTML elements that convey meaning about their content,D) Using HTML elements that convey meaning about their content,Semantic HTML uses elements like <header> and <article> that convey meaning about the type of content they contain.,Web Development,HTML
Which option best explains the meaning of full-stack development?,Development covering both the frontend and backend of a web application,A generic container used to group content in HTML,"An action detected by a program, such as a click or keypress","HyperText Markup Language, used to structure content on web pages",A) Development covering both the frontend and backend of a web application,Full-stack development involves working on both the frontend (client-facing) and backend (server-side) of a web application.,Web Development,Backend
Choose the correct definition of a React component.,Small pieces of data stored by a browser to remember information about a user,"A reusable, self-contained piece of a user interface built with React",A design approach that makes web pages adapt to different screen sizes,Data managed within a React component that can change over time,"B) A reusable, self-contained piece of a user interface built with React","A React component is a reusable, self-contained building block used to construct a user interface.",Web Development,React
an API (in web dev) can be best defined as which of the following?,A markup element used to define the structure of content,"HyperText Markup Language, used to structure content on web pages",A set of rules that allows different software systems to communicate,A CSS technique used to apply styles based on device characteristics,C) A set of rules that allows different software systems to communicate,"In web development, an API allows a frontend application to communicate with a backend server or other services.",Web Development,APIs
Which option best explains the meaning of a web framework?,A named storage location used to hold data in JavaScript,A reusable block of code that performs a specific task,"Building the visual, user-facing part of a website",A collection of tools and libraries that simplify building web applications,D) A collection of tools and libraries that simplify building web applications,"A web framework provides pre-built tools, libraries, and conventions that simplify building web applications.",Web Development,Backend
Choose the correct definition of a GET request.,An inline container used to style a small piece of content in HTML,"A digital certificate used to enable secure, encrypted connections","HyperText Markup Language, used to structure content on web pages",An HTTP method used to request data from a server,D) An HTTP method used to request data from a server,A GET request is an HTTP method used to retrieve (read) data from a specified resource on a server.,Web Development,APIs
Which option best explains the meaning of HTML?,"HyperText Markup Language, used to structure content on web pages",A package manager used to install and manage JavaScript libraries,Using HTML elements that convey meaning about their content,A web security vulnerability allowing attackers to inject malicious scripts,"A) HyperText Markup Language, used to structure content on web pages",HTML (HyperText Markup Language) is the standard markup language used to structure content on web pages.,Web Development,HTML
What is an array (in JavaScript)?,An ordered list of values stored in a single variable,An HTTP method used to send new data to a server,A unique identifier for a record in a database table,A browser feature that stores data on a user's device with no expiration,A) An ordered list of values stored in a single variable,"A JavaScript array is an ordered collection of values stored within a single variable, accessed by index.",Web Development,JavaScript
Which option best explains the meaning of a primary key (database)?,A widely used content management system for building websites,An ordered list of values stored in a single variable,Small pieces of data stored by a browser to remember information about a user,A unique identifier for a record in a database table,D) A unique identifier for a record in a database table,"A primary key is a unique identifier assigned to each record in a database table, ensuring no duplicates.",Web Development,Databases
Which option best explains the meaning of a single-page application (SPA)?,"An action detected by a program, such as a click or keypress",A web app that loads a single HTML page and updates content dynamically,A web security vulnerability that allows attackers to interfere with database queries,Software or hardware that serves web pages to clients,B) A web app that loads a single HTML page and updates content dynamically,"A single-page application (SPA) loads a single HTML page and dynamically updates content as the user interacts, without full reloads.",Web Development,Frontend
What is npm?,A secure version of HTTP that encrypts data in transit,A collection of tools and libraries that simplify building web applications,A package manager used to install and manage JavaScript libraries,An inline container used to style a small piece of content in HTML,C) A package manager used to install and manage JavaScript libraries,"npm (Node Package Manager) is used to install, share, and manage JavaScript packages and dependencies.",Web Development,Backend
Which of the following best describes a web server?,Building the server-side logic and databases behind a website,A set of rules that allows different software systems to communicate,Software or hardware that serves web pages to clients,Additional information provided within an HTML tag,C) Software or hardware that serves web pages to clients,"A web server stores, processes, and delivers web pages to clients (browsers) upon request.",Web Development,Backend
semantic HTML can be best defined as which of the following?,A generic container used to group content in HTML,Using HTML elements that convey meaning about their content,A JavaScript library used to build user interfaces,A minimal web framework for building backend applications with Node.js,B) Using HTML elements that convey meaning about their content,Semantic HTML uses elements like <header> and <article> that convey meaning about the type of content they contain.,Web Development,HTML
HTML can be best defined as which of the following?,An inline container used to style a small piece of content in HTML,"HyperText Markup Language, used to structure content on web pages",Software or hardware that serves web pages to clients,A collection of tools and libraries that simplify building web applications,"B) HyperText Markup Language, used to structure content on web pages",HTML (HyperText Markup Language) is the standard markup language used to structure content on web pages.,Web Development,HTML
Choose the correct definition of a content management system (CMS).,Building the server-side logic and databases behind a website,An HTTP method used to request data from a server,An inline container used to style a small piece of content in HTML,Software used to create and manage website content without coding,D) Software used to create and manage website content without coding,"A content management system (CMS), like WordPress, allows users to create and manage website content without extensive coding.",Web Development,Web Hosting
Which option best explains the meaning of cookies (web)?,A package manager used to install and manage JavaScript libraries,Small pieces of data stored by a browser to remember information about a user,"An action detected by a program, such as a click or keypress",A reusable block of code that performs a specific task,B) Small pieces of data stored by a browser to remember information about a user,Cookies are small pieces of data stored by a web browser to remember information about a user across sessions.,Web Development,Web Security
What is a JavaScript variable?,A CSS layout model designed for arranging items in a single dimension,An inline container used to style a small piece of content in HTML,An attack that tricks a user's browser into performing unwanted actions on a site they're logged into,A named storage location used to hold data in JavaScript,D) A named storage location used to hold data in JavaScript,"A JavaScript variable, declared with var, let, or const, is a named storage location used to hold data.",Web Development,JavaScript
What is Node.js?,Data managed within a React component that can change over time,A runtime environment that allows JavaScript to run outside the browser,A minimal web framework for building backend applications with Node.js,An HTTP method used to request data from a server,B) A runtime environment that allows JavaScript to run outside the browser,"Node.js is a runtime environment that allows JavaScript code to be executed on a server, outside of a web browser.",Web Development,Backend
Which option best explains the meaning of a single-page application (SPA)?,"A digital certificate used to enable secure, encrypted connections",A web app that loads a single HTML page and updates content dynamically,A programming language used to add interactivity to web pages,Development covering both the frontend and backend of a web application,B) A web app that loads a single HTML page and updates content dynamically,"A single-page application (SPA) loads a single HTML page and dynamically updates content as the user interacts, without full reloads.",Web Development,Frontend
Which statement correctly explains CSS Grid?,"JavaScript Object Notation, a lightweight format for data exchange",A runtime environment that allows JavaScript to run outside the browser,A CSS layout system for arranging content in rows and columns,"An action detected by a program, such as a click or keypress",C) A CSS layout system for arranging content in rows and columns,CSS Grid is a two-dimensional layout system that allows arranging content into rows and columns.,Web Development,CSS
Choose the correct definition of backend development.,Development covering both the frontend and backend of a web application,A web security vulnerability that allows attackers to interfere with database queries,A web app that loads a single HTML page and updates content dynamically,Building the server-side logic and databases behind a website,D) Building the server-side logic and databases behind a website,"Backend development involves building the server-side logic, databases, and APIs that power a website.",Web Development,Backend
What is a POST request?,An HTTP method used to send new data to a server,"HyperText Transfer Protocol, used to transfer data between browsers and servers",A reusable style identifier that can be applied to multiple HTML elements,Data managed within a React component that can change over time,A) An HTTP method used to send new data to a server,"A POST request is an HTTP method used to submit new data to a server, such as form submissions.",Web Development,APIs
Which of the following best describes a <div> element?,"An action detected by a program, such as a click or keypress",A generic container used to group content in HTML,"HyperText Markup Language, used to structure content on web pages",A reusable style identifier that can be applied to multiple HTML elements,B) A generic container used to group content in HTML,A <div> is a generic container element in HTML used to group and structure content for styling or layout.,Web Development,HTML
an array (in JavaScript) can be best defined as which of the following?,"HyperText Markup Language, used to structure content on web pages",A programming language used to add interactivity to web pages,An ordered list of values stored in a single variable,Software used to create and manage website content without coding,C) An ordered list of values stored in a single variable,"A JavaScript array is an ordered collection of values stored within a single variable, accessed by index.",Web Development,JavaScript
Choose the correct definition of a POST request.,A widely used content management system for building websites,An HTTP method used to send new data to a server,A service that stores website files and makes them accessible online,Using HTML elements that convey meaning about their content,B) An HTTP method used to send new data to a server,"A POST request is an HTTP method used to submit new data to a server, such as form submissions.",Web Development,APIs
Which statement correctly explains a primary key (database)?,A pattern used to select and style HTML elements,A web security vulnerability allowing attackers to inject malicious scripts,An attack that tricks a user's browser into performing unwanted actions on a site they're logged into,A unique identifier for a record in a database table,D) A unique identifier for a record in a database table,"A primary key is a unique identifier assigned to each record in a database table, ensuring no duplicates.",Web Development,Databases
Which option best explains the meaning of responsive web design?,A design approach that makes web pages adapt to different screen sizes,Data managed within a React component that can change over time,Using HTML elements that convey meaning about their content,Small pieces of data stored by a browser to remember information about a user,A) A design approach that makes web pages adapt to different screen sizes,Responsive web design ensures a website's layout adapts smoothly to different screen sizes and devices.,Web Development,Frontend
What is a function (in JavaScript)?,A reusable style identifier that can be applied to multiple HTML elements,A design approach that makes web pages adapt to different screen sizes,A human-readable address used to identify a website,A reusable block of code that performs a specific task,D) A reusable block of code that performs a specific task,A function in JavaScript is a reusable block of code designed to perform a specific task when called.,Web Development,JavaScript
Which of the following best describes HTTP?,Using HTML elements that convey meaning about their content,A pattern used to select and style HTML elements,"HyperText Transfer Protocol, used to transfer data between browsers and servers",An attack that tricks a user's browser into performing unwanted actions on a site they're logged into,"C) HyperText Transfer Protocol, used to transfer data between browsers and servers",HTTP (HyperText Transfer Protocol) is the protocol used to transfer data between a web browser and a server.,Web Development,Backend
Which of the following best describes a <div> element?,"An action detected by a program, such as a click or keypress",An attack that tricks a user's browser into performing unwanted actions on a site they're logged into,A generic container used to group content in HTML,A system used to store and manage data for a web application,C) A generic container used to group content in HTML,A <div> is a generic container element in HTML used to group and structure content for styling or layout.,Web Development,HTML
Which statement correctly explains web hosting?,A human-readable address used to identify a website,A named storage location used to hold data in JavaScript,An HTTP method used to send new data to a server,A service that stores website files and makes them accessible online,D) A service that stores website files and makes them accessible online,"Web hosting is a service that stores a website's files on a server, making it accessible over the internet.",Web Development,Web Hosting
Choose the correct definition of a <span> element.,A generic container used to group content in HTML,An API design style using standard HTTP methods to access resources,A technique for updating parts of a web page without a full reload,An inline container used to style a small piece of content in HTML,D) An inline container used to style a small piece of content in HTML,"A <span> is an inline container element in HTML, often used to apply styling to a small piece of text.",Web Development,HTML
Which statement correctly explains an API (in web dev)?,A web security vulnerability allowing attackers to inject malicious scripts,A unique identifier for a record in a database table,An HTTP method used to request data from a server,A set of rules that allows different software systems to communicate,D) A set of rules that allows different software systems to communicate,"In web development, an API allows a frontend application to communicate with a backend server or other services.",Web Development,APIs
Which option best explains the meaning of HTTPS?,A browser feature that stores data on a user's device with no expiration,A generic container used to group content in HTML,An API design style using standard HTTP methods to access resources,A secure version of HTTP that encrypts data in transit,D) A secure version of HTTP that encrypts data in transit,"HTTPS is the secure version of HTTP, encrypting data exchanged between a browser and a server.",Web Development,Web Security
Choose the correct definition of React state.,An attack that tricks a user's browser into performing unwanted actions on a site they're logged into,Data managed within a React component that can change over time,An HTTP method used to send new data to a server,An API design style using standard HTTP methods to access resources,B) Data managed within a React component that can change over time,"React state refers to data managed within a component that can change over time, triggering re-renders when updated.",Web Development,React
Which option best explains the meaning of a web server?,Software or hardware that serves web pages to clients,A pattern used to select and style HTML elements,A technique for updating parts of a web page without a full reload,A package manager used to install and manage JavaScript libraries,A) Software or hardware that serves web pages to clients,"A web server stores, processes, and delivers web pages to clients (browsers) upon request.",Web Development,Backend
What is CSS Grid?,A service that stores website files and makes them accessible online,"Building the visual, user-facing part of a website",A CSS layout system for arranging content in rows and columns,A front-end framework for building responsive web designs quickly,C) A CSS layout system for arranging content in rows and columns,CSS Grid is a two-dimensional layout system that allows arranging content into rows and columns.,Web Development,CSS
Which of the following best describes a GET request?,A JavaScript library used to build user interfaces,An HTTP method used to request data from a server,Small pieces of data stored by a browser to remember information about a user,A collection of tools and libraries that simplify building web applications,B) An HTTP method used to request data from a server,A GET request is an HTTP method used to retrieve (read) data from a specified resource on a server.,Web Development,APIs
Which option best explains the meaning of a CSS class?,A reusable style identifier that can be applied to multiple HTML elements,Data managed within a React component that can change over time,An HTTP method used to send new data to a server,A design approach that makes web pages adapt to different screen sizes,A) A reusable style identifier that can be applied to multiple HTML elements,A CSS class is a reusable identifier that can be applied to multiple HTML elements to give them the same style.,Web Development,CSS
Which statement correctly explains JSON?,An HTTP method used to send new data to a server,"An action detected by a program, such as a click or keypress","HyperText Transfer Protocol, used to transfer data between browsers and servers","JavaScript Object Notation, a lightweight format for data exchange","D) JavaScript Object Notation, a lightweight format for data exchange","JSON (JavaScript Object Notation) is a lightweight, text-based format commonly used to exchange data between a server and client.",Web Development,APIs
What is a primary key (database)?,A generic container used to group content in HTML,Using HTML elements that convey meaning about their content,A reusable block of code that performs a specific task,A unique identifier for a record in a database table,D) A unique identifier for a record in a database table,"A primary key is a unique identifier assigned to each record in a database table, ensuring no duplicates.",Web Development,Databases
What is a URL?,A CSS technique used to apply styles based on device characteristics,A secure version of HTTP that encrypts data in transit,A package manager used to install and manage JavaScript libraries,"Uniform Resource Locator, the address of a resource on the web","D) Uniform Resource Locator, the address of a resource on the web","A URL (Uniform Resource Locator) is the address used to locate a resource, such as a webpage, on the internet.",Web Development,Frontend
Which option best explains the meaning of local storage (web)?,A technique for updating parts of a web page without a full reload,An attack that tricks a user's browser into performing unwanted actions on a site they're logged into,A minimal web framework for building backend applications with Node.js,A browser feature that stores data on a user's device with no expiration,D) A browser feature that stores data on a user's device with no expiration,"Local storage is a web browser feature that stores key-value data on a user's device persistently, without an expiration date.",Web Development,Frontend
What is an API (in web dev)?,"An action detected by a program, such as a click or keypress",A service that stores website files and makes them accessible online,A secure version of HTTP that encrypts data in transit,A set of rules that allows different software systems to communicate,D) A set of rules that allows different software systems to communicate,"In web development, an API allows a frontend application to communicate with a backend server or other services.",Web Development,APIs
Choose the correct definition of an API (in web dev).,"Building the visual, user-facing part of a website",Data managed within a React component that can change over time,A set of rules that allows different software systems to communicate,Development covering both the frontend and backend of a web application,C) A set of rules that allows different software systems to communicate,"In web development, an API allows a frontend application to communicate with a backend server or other services.",Web Development,APIs
Which option best explains the meaning of a CSS selector?,"A reusable, self-contained piece of a user interface built with React",A JavaScript library used to build user interfaces,A pattern used to select and style HTML elements,A secure version of HTTP that encrypts data in transit,C) A pattern used to select and style HTML elements,"A CSS selector is a pattern used to target specific HTML elements for styling, such as by tag, class, or ID.",Web Development,CSS
What is a web framework?,An HTTP method used to send new data to a server,A technique for updating parts of a web page without a full reload,A collection of tools and libraries that simplify building web applications,An inline container used to style a small piece of content in HTML,C) A collection of tools and libraries that simplify building web applications,"A web framework provides pre-built tools, libraries, and conventions that simplify building web applications.",Web Development,Backend
Choose the correct definition of a database (in web dev).,A web security vulnerability allowing attackers to inject malicious scripts,A system used to store and manage data for a web application,"An action detected by a program, such as a click or keypress",A front-end framework for building responsive web designs quickly,B) A system used to store and manage data for a web application,"In web development, a database stores and organizes the data that a web application needs to read and write.",Web Development,Databases
React can be best defined as which of the following?,A service that stores website files and makes them accessible online,Small pieces of data stored by a browser to remember information about a user,A JavaScript library used to build user interfaces,An API design style using standard HTTP methods to access resources,C) A JavaScript library used to build user interfaces,"React is a popular JavaScript library used to build interactive user interfaces, especially for single-page applications.",Web Development,React
Which of the following best describes JavaScript?,A programming language used to add interactivity to web pages,An API design style using standard HTTP methods to access resources,"Document Object Model, a programming representation of a web page's structure",An inline container used to style a small piece of content in HTML,A) A programming language used to add interactivity to web pages,JavaScript is a scripting language used to add interactivity and dynamic behavior to web pages.,Web Development,JavaScript
What is a <span> element?,An inline container used to style a small piece of content in HTML,"HyperText Transfer Protocol, used to transfer data between browsers and servers",A pattern used to select and style HTML elements,A front-end framework for building responsive web designs quickly,A) An inline container used to style a small piece of content in HTML,"A <span> is an inline container element in HTML, often used to apply styling to a small piece of text.",Web Development,HTML
What is Flexbox?,A set of rules that allows different software systems to communicate,Additional information provided within an HTML tag,Small pieces of data stored by a browser to remember information about a user,A CSS layout model designed for arranging items in a single dimension,D) A CSS layout model designed for arranging items in a single dimension,Flexbox is a CSS layout model designed to arrange items efficiently along a single row or column.,Web Development,CSS
What is a URL?,A web security vulnerability that allows attackers to interfere with database queries,An API design style using standard HTTP methods to access resources,"Uniform Resource Locator, the address of a resource on the web",A web security vulnerability allowing attackers to inject malicious scripts,"C) Uniform Resource Locator, the address of a resource on the web","A URL (Uniform Resource Locator) is the address used to locate a resource, such as a webpage, on the internet.",Web Development,Frontend
Which statement correctly explains local storage (web)?,A browser feature that stores data on a user's device with no expiration,A package manager used to install and manage JavaScript libraries,A collection of tools and libraries that simplify building web applications,A CSS layout system for arranging content in rows and columns,A) A browser feature that stores data on a user's device with no expiration,"Local storage is a web browser feature that stores key-value data on a user's device persistently, without an expiration date.",Web Development,Frontend
Which of the following best describes Bootstrap?,A front-end framework for building responsive web designs quickly,"Building the visual, user-facing part of a website","HyperText Markup Language, used to structure content on web pages",A reusable style identifier that can be applied to multiple HTML elements,A) A front-end framework for building responsive web designs quickly,Bootstrap is a popular front-end framework that provides pre-built components for building responsive websites quickly.,Web Development,Frontend
What is backend development?,Building the server-side logic and databases behind a website,An inline container used to style a small piece of content in HTML,A CSS technique used to apply styles based on device characteristics,A package manager used to install and manage JavaScript libraries,A) Building the server-side logic and databases behind a website,"Backend development involves building the server-side logic, databases, and APIs that power a website.",Web Development,Backend
Which of the following best describes a single-page application (SPA)?,"Building the visual, user-facing part of a website",An attack that tricks a user's browser into performing unwanted actions on a site they're logged into,A web app that loads a single HTML page and updates content dynamically,A CSS technique used to apply styles based on device characteristics,C) A web app that loads a single HTML page and updates content dynamically,"A single-page application (SPA) loads a single HTML page and dynamically updates content as the user interacts, without full reloads.",Web Development,Frontend
Which of the following best describes a domain name?,A human-readable address used to identify a website,"An action detected by a program, such as a click or keypress",Software used to create and manage website content without coding,A system used to store and manage data for a web application,A) A human-readable address used to identify a website,"A domain name is a human-readable address, like example.com, used to identify a website instead of its numeric IP address.",Web Development,Web Hosting
a REST API can be best defined as which of the following?,An API design style using standard HTTP methods to access resources,A set of rules that allows different software systems to communicate,"HyperText Markup Language, used to structure content on web pages",A pattern used to select and style HTML elements,A) An API design style using standard HTTP methods to access resources,"A REST API is a web API design style that uses standard HTTP methods (GET, POST, etc.) to interact with resources.",Web Development,APIs
Which statement correctly explains an HTML tag?,A markup element used to define the structure of content,A named storage location used to hold data in JavaScript,A reusable block of code that performs a specific task,Using HTML elements that convey meaning about their content,A) A markup element used to define the structure of content,"An HTML tag, like <p> or <div>, is used to define and structure content within a web page.",Web Development,HTML
What is backend development?,A design approach that makes web pages adapt to different screen sizes,A generic container used to group content in HTML,A unique identifier for a record in a database table,Building the server-side logic and databases behind a website,D) Building the server-side logic and databases behind a website,"Backend development involves building the server-side logic, databases, and APIs that power a website.",Web Development,Backend
What is a function (in JavaScript)?,A runtime environment that allows JavaScript to run outside the browser,A CSS layout system for arranging content in rows and columns,"Building the visual, user-facing part of a website",A reusable block of code that performs a specific task,D) A reusable block of code that performs a specific task,A function in JavaScript is a reusable block of code designed to perform a specific task when called.,Web Development,JavaScript
Which of the following best describes an HTML attribute?,Additional information provided within an HTML tag,A system used to store and manage data for a web application,A front-end framework for building responsive web designs quickly,A human-readable address used to identify a website,A) Additional information provided within an HTML tag,"An HTML attribute provides additional information about an element, written within the opening tag, like 'class' or 'id'.",Web Development,HTML
Which of the following best describes a database (in web dev)?,A system used to store and manage data for a web application,A reusable block of code that performs a specific task,Using HTML elements that convey meaning about their content,A markup element used to define the structure of content,A) A system used to store and manage data for a web application,"In web development, a database stores and organizes the data that a web application needs to read and write.",Web Development,Databases
What is JavaScript?,A JavaScript library used to build user interfaces,A programming language used to add interactivity to web pages,A collection of tools and libraries that simplify building web applications,A reusable block of code that performs a specific task,B) A programming language used to add interactivity to web pages,JavaScript is a scripting language used to add interactivity and dynamic behavior to web pages.,Web Development,JavaScript
Which statement correctly explains a database (in web dev)?,A system used to store and manage data for a web application,A service that stores website files and makes them accessible online,"Document Object Model, a programming representation of a web page's structure",A package manager used to install and manage JavaScript libraries,A) A system used to store and manage data for a web application,"In web development, a database stores and organizes the data that a web application needs to read and write.",Web Development,Databases
