What is the hummingbird?,A large bird of prey known for keen eyesight and powerful flight,A migratory bird species that historically wintered in parts of India,A tiny bird known for its ability to hover and fly backward,The seasonal movement of birds between breeding and non-breeding areas,C) A tiny bird known for its ability to hover and fly backward,"The hummingbird is known for its small size, rapid wing beats, and unique ability to hover and fly backward.",Birds,Bird Species
What is the swan?,The seasonal movement of birds between breeding and non-breeding areas,"A large flightless bird native to Australia and New Guinea, known for a bony head crest","The fastest bird, known for its high-speed diving hunting technique","A large, graceful water bird often associated with elegance","D) A large, graceful water bird often associated with elegance",The swan is a large water bird known for its long neck and graceful appearance while swimming.,Birds,Bird Habitats
Which statement correctly explains the emu?,A common coastal bird often seen near oceans and large bodies of water,A large flightless bird native to Australia,"A large flightless bird native to Australia and New Guinea, known for a bony head crest",A highly intelligent black bird found across most of the world,B) A large flightless bird native to Australia,"The emu is a large flightless bird native to Australia, the second-largest living bird after the ostrich.",Birds,Flightless Birds
Which statement correctly explains the mynah?,A common Indian bird known for its ability to mimic sounds,A nocturnal bird of prey known for its ability to rotate its head widely,A long-legged wading bird often found near water,A highly intelligent black bird found across most of the world,A) A common Indian bird known for its ability to mimic sounds,"The mynah is a bird commonly found in India, known for its intelligence and ability to mimic sounds and speech.",Birds,Indian Birds
What is the parrot?,A bird's beak is shaped according to its diet and feeding habits,The seasonal movement of birds between breeding and non-breeding areas,"A small, common bird often found near human settlements",A colorful bird known for its ability to mimic human speech,D) A colorful bird known for its ability to mimic human speech,"The parrot is a colorful bird species known for its intelligence and ability to mimic sounds, including human speech.",Birds,Bird Species
What is the swallow?,"A small migratory bird known for its fast, agile flight","A tropical bird known for its large, colorful beak",A small migratory falcon known for one of the longest migratory journeys among raptors,"A brightly colored bird, the state bird of several Indian states","A) A small migratory bird known for its fast, agile flight","The swallow is a small bird known for its fast and agile flight, and many species are known for seasonal migration.",Birds,Migratory Birds
the pelican can be best defined as which of the following?,A pale-colored owl species known for its heart-shaped facial disc,A large water bird known for its distinctive throat pouch,A structure built by birds to lay eggs and raise their young,"The fastest bird, known for its high-speed diving hunting technique",B) A large water bird known for its distinctive throat pouch,"The pelican is a large water bird recognized by the distinctive pouch under its beak, used to catch fish.",Birds,Bird Habitats
Which statement correctly explains a bird nest?,A structure built by birds to lay eggs and raise their young,"A flightless bird adapted for swimming, found mostly in the Southern Hemisphere",A large bird of prey and the national bird of the United States,A wading bird known for its pink feathers and long legs,A) A structure built by birds to lay eggs and raise their young,"A bird nest is a structure built by birds, often from twigs and grass, used to lay eggs and raise chicks.",Birds,Bird Facts
Which option best explains the meaning of the seagull?,A large seabird with one of the longest wingspans of any bird,A wading bird known for its pink feathers and long legs,A common coastal bird often seen near oceans and large bodies of water,"A small, brightly colored bird known for feeding on nectar",C) A common coastal bird often seen near oceans and large bodies of water,"The seagull is a common coastal bird typically found near oceans, seas, and large water bodies.",Birds,Bird Habitats
Choose the correct definition of the kiwi (bird).,"The largest living bird species, which is flightless",A flightless bird native to New Zealand with a long beak,A small migratory falcon known for one of the longest migratory journeys among raptors,"Vultures help ecosystems by cleaning up carcasses, preventing disease spread",B) A flightless bird native to New Zealand with a long beak,"The kiwi is a flightless bird native to New Zealand, known for its long beak and nocturnal habits.",Birds,Flightless Birds
Which option best explains the meaning of the cassowary?,"A bird known for its large, curved bill, often with a casque on top","A large flightless bird native to Australia and New Guinea, known for a bony head crest",A nocturnal bird of prey known for its ability to rotate its head widely,"Vultures help ecosystems by cleaning up carcasses, preventing disease spread","B) A large flightless bird native to Australia and New Guinea, known for a bony head crest","The cassowary is a large flightless bird native to tropical forests of Australia and New Guinea, known for its bony head crest.",Birds,Flightless Birds
the Amur falcon can be best defined as which of the following?,An extinct flightless bird once native to the island of Mauritius,A small migratory falcon known for one of the longest migratory journeys among raptors,"A small, brightly colored bird known for feeding on nectar",A large bird of prey known for keen eyesight and powerful flight,B) A small migratory falcon known for one of the longest migratory journeys among raptors,"The Amur falcon is a small raptor known for undertaking one of the longest migratory journeys of any bird of prey, passing through parts of India.",Birds,Migratory Birds
a bird's beak (adaptation) can be best defined as which of the following?,A migratory bird species that historically wintered in parts of India,A fast-flying bird of prey known for its hunting speed and agility,A nocturnal bird of prey known for its ability to rotate its head widely,A bird's beak is shaped according to its diet and feeding habits,D) A bird's beak is shaped according to its diet and feeding habits,"A bird's beak shape is typically adapted to its specific diet, such as a hooked beak for tearing meat in birds of prey.",Birds,Bird Facts
Choose the correct definition of the hornbill.,An extinct flightless bird once native to the island of Mauritius,"A small, common bird often found near human settlements",A large bird of prey and the national bird of the United States,"A bird known for its large, curved bill, often with a casque on top","D) A bird known for its large, curved bill, often with a casque on top","The hornbill is a bird known for its large, curved bill, often topped with a bony structure called a casque.",Birds,Bird Species
the kiwi (bird) can be best defined as which of the following?,"A small, brightly colored bird known for feeding on nectar","India's national bird, known for its colorful fan-like tail","A critically endangered bird found in India, known for its large size",A flightless bird native to New Zealand with a long beak,D) A flightless bird native to New Zealand with a long beak,"The kiwi is a flightless bird native to New Zealand, known for its long beak and nocturnal habits.",Birds,Flightless Birds
Which statement correctly explains the hawk?,"A critically endangered bird found in India, known for its large size",A small migratory falcon known for one of the longest migratory journeys among raptors,A colorful bird known for its ability to mimic human speech,A medium to large bird of prey known for keen eyesight and hunting skill,D) A medium to large bird of prey known for keen eyesight and hunting skill,The hawk is a bird of prey known for its keen eyesight and skill in hunting small animals.,Birds,Birds of Prey
What is the great Indian bustard?,"India's national bird, known for its colorful fan-like tail","A large, graceful water bird often associated with elegance","A critically endangered bird found in India, known for its large size","A flightless bird adapted for swimming, found mostly in the Southern Hemisphere","C) A critically endangered bird found in India, known for its large size","The great Indian bustard is a critically endangered bird species found in India, among the heaviest flying birds.",Birds,Endangered Birds
Choose the correct definition of the pelican.,"A small migratory bird known for its fast, agile flight",A large bird of prey known for feeding on carrion (dead animals),A large water bird known for its distinctive throat pouch,The layer of feathers covering a bird's body,C) A large water bird known for its distinctive throat pouch,"The pelican is a large water bird recognized by the distinctive pouch under its beak, used to catch fish.",Birds,Bird Habitats
Which of the following best describes the peacock?,A medium to large bird of prey known for keen eyesight and hunting skill,A common bird known for its cooing sound and use in message-carrying historically,"India's national bird, known for its colorful fan-like tail","The fastest bird, known for its high-speed diving hunting technique","C) India's national bird, known for its colorful fan-like tail","The peacock is India's national bird, famous for the male's iridescent, fan-shaped tail feathers.",Birds,Indian Birds
Choose the correct definition of the eagle.,A large bird of prey known for keen eyesight and powerful flight,An extinct flightless bird once native to the island of Mauritius,A brightly colored bird known for diving to catch fish,A long-legged wading bird often found near water,A) A large bird of prey known for keen eyesight and powerful flight,"The eagle is a large bird of prey known for its keen eyesight, powerful talons, and strong flight.",Birds,Birds of Prey
What is the dodo?,"A flightless bird adapted for swimming, found mostly in the Southern Hemisphere","India's national bird, known for its colorful fan-like tail",An extinct flightless bird once native to the island of Mauritius,"Vultures help ecosystems by cleaning up carcasses, preventing disease spread",C) An extinct flightless bird once native to the island of Mauritius,The dodo was a flightless bird native to Mauritius that became extinct in the 17th century due to human activity.,Birds,Endangered Birds
Choose the correct definition of a bird nest.,A pale-colored owl species known for its heart-shaped facial disc,A common Indian bird known for its ability to mimic sounds,A structure built by birds to lay eggs and raise their young,A wading bird known for its pink feathers and long legs,C) A structure built by birds to lay eggs and raise their young,"A bird nest is a structure built by birds, often from twigs and grass, used to lay eggs and raise chicks.",Birds,Bird Facts
Which of the following best describes the eagle?,"A flightless bird adapted for swimming, found mostly in the Southern Hemisphere",A large bird of prey known for keen eyesight and powerful flight,"India's national bird, known for its colorful fan-like tail",A bird's beak is shaped according to its diet and feeding habits,B) A large bird of prey known for keen eyesight and powerful flight,"The eagle is a large bird of prey known for its keen eyesight, powerful talons, and strong flight.",Birds,Birds of Prey
Which statement correctly explains the penguin?,"A critically endangered bird found in India, known for its large size","A flightless bird adapted for swimming, found mostly in the Southern Hemisphere",A bird's beak is shaped according to its diet and feeding habits,A large water bird known for its distinctive throat pouch,"B) A flightless bird adapted for swimming, found mostly in the Southern Hemisphere","The penguin is a flightless bird adapted for swimming, found mainly in the Southern Hemisphere, especially Antarctica.",Birds,Flightless Birds
Which statement correctly explains the eagle?,A structure built by birds to lay eggs and raise their young,"A flightless bird adapted for swimming, found mostly in the Southern Hemisphere",A large bird of prey known for keen eyesight and powerful flight,A migratory bird species that historically wintered in parts of India,C) A large bird of prey known for keen eyesight and powerful flight,"The eagle is a large bird of prey known for its keen eyesight, powerful talons, and strong flight.",Birds,Birds of Prey
Which statement correctly explains the mynah?,A common Indian bird known for its ability to mimic sounds,A large bird of prey known for keen eyesight and powerful flight,"A small, brightly colored bird known for feeding on nectar",A nocturnal bird of prey known for its ability to rotate its head widely,A) A common Indian bird known for its ability to mimic sounds,"The mynah is a bird commonly found in India, known for its intelligence and ability to mimic sounds and speech.",Birds,Indian Birds
Which option best explains the meaning of the kiwi (bird)?,"A brightly colored bird, the state bird of several Indian states",A flightless bird native to New Zealand with a long beak,The layer of feathers covering a bird's body,A nocturnal bird of prey known for its ability to rotate its head widely,B) A flightless bird native to New Zealand with a long beak,"The kiwi is a flightless bird native to New Zealand, known for its long beak and nocturnal habits.",Birds,Flightless Birds
Which statement correctly explains the Siberian crane?,A tiny bird known for its ability to hover and fly backward,A bird known for pecking holes in tree trunks with its strong beak,A migratory bird species that historically wintered in parts of India,"A large flightless bird native to Australia and New Guinea, known for a bony head crest",C) A migratory bird species that historically wintered in parts of India,"The Siberian crane is a migratory bird species that historically traveled long distances, wintering in wetlands including parts of India.",Birds,Migratory Birds
the heron can be best defined as which of the following?,"The largest living bird species, which is flightless",A flightless bird native to New Zealand with a long beak,A wading bird known for its pink feathers and long legs,A long-legged wading bird often found near water,D) A long-legged wading bird often found near water,"The heron is a long-legged wading bird commonly found near rivers, lakes, and wetlands, hunting fish and small animals.",Birds,Bird Habitats
Choose the correct definition of the swan.,"A large, graceful water bird often associated with elegance",A common bird known for its cooing sound and use in message-carrying historically,A fast-flying bird of prey known for its hunting speed and agility,A structure built by birds to lay eggs and raise their young,"A) A large, graceful water bird often associated with elegance",The swan is a large water bird known for its long neck and graceful appearance while swimming.,Birds,Bird Habitats
What is the stork?,A large wading bird with a long beak and legs,"A brightly colored bird, the state bird of several Indian states",A flightless bird native to New Zealand with a long beak,"A large, graceful water bird often associated with elegance",A) A large wading bird with a long beak and legs,"The stork is a large wading bird known for its long legs, long neck, and long, stout beak.",Birds,Bird Habitats
Which of the following best describes the kiwi (bird)?,A large wading bird with a long beak and legs,A flightless bird native to New Zealand with a long beak,A common Indian bird known for its ability to mimic sounds,"A critically endangered bird found in India, known for its large size",B) A flightless bird native to New Zealand with a long beak,"The kiwi is a flightless bird native to New Zealand, known for its long beak and nocturnal habits.",Birds,Flightless Birds
Which statement correctly explains the stork?,A large wading bird with a long beak and legs,"A bird known for its large, curved bill, often with a casque on top",A tiny bird known for its ability to hover and fly backward,"The fastest bird, known for its high-speed diving hunting technique",A) A large wading bird with a long beak and legs,"The stork is a large wading bird known for its long legs, long neck, and long, stout beak.",Birds,Bird Habitats
Which of the following best describes the heron?,A fast-flying bird of prey known for its hunting speed and agility,"A brightly colored bird, the state bird of several Indian states",A long-legged wading bird often found near water,A large bird of prey known for feeding on carrion (dead animals),C) A long-legged wading bird often found near water,"The heron is a long-legged wading bird commonly found near rivers, lakes, and wetlands, hunting fish and small animals.",Birds,Bird Habitats
Which of the following best describes the hummingbird?,An extinct flightless bird once native to the island of Mauritius,The layer of feathers covering a bird's body,A tiny bird known for its ability to hover and fly backward,"A critically endangered bird found in India, known for its large size",C) A tiny bird known for its ability to hover and fly backward,"The hummingbird is known for its small size, rapid wing beats, and unique ability to hover and fly backward.",Birds,Bird Species
bird plumage can be best defined as which of the following?,A large water bird known for its distinctive throat pouch,A large bird of prey known for keen eyesight and powerful flight,A nocturnal bird of prey known for its ability to rotate its head widely,The layer of feathers covering a bird's body,D) The layer of feathers covering a bird's body,"Plumage refers to the layer of feathers covering a bird's body, which can vary greatly in color and pattern between species.",Birds,Bird Facts
Which option best explains the meaning of the great Indian bustard?,A common bird known for its cooing sound and use in message-carrying historically,An extinct flightless bird once native to the island of Mauritius,"A tropical bird known for its large, colorful beak","A critically endangered bird found in India, known for its large size","D) A critically endangered bird found in India, known for its large size","The great Indian bustard is a critically endangered bird species found in India, among the heaviest flying birds.",Birds,Endangered Birds
Which statement correctly explains the hornbill?,"A bird known for its large, curved bill, often with a casque on top",A bird known for pecking holes in tree trunks with its strong beak,The layer of feathers covering a bird's body,A migratory bird species that historically wintered in parts of India,"A) A bird known for its large, curved bill, often with a casque on top","The hornbill is a bird known for its large, curved bill, often topped with a bony structure called a casque.",Birds,Bird Species
Choose the correct definition of the Siberian crane.,A common Indian bird known for its ability to mimic sounds,A highly intelligent black bird found across most of the world,A migratory bird species that historically wintered in parts of India,"Vultures help ecosystems by cleaning up carcasses, preventing disease spread",C) A migratory bird species that historically wintered in parts of India,"The Siberian crane is a migratory bird species that historically traveled long distances, wintering in wetlands including parts of India.",Birds,Migratory Birds
Which of the following best describes the vulture's role in ecosystems?,A nocturnal bird of prey known for its ability to rotate its head widely,"Vultures help ecosystems by cleaning up carcasses, preventing disease spread",A fast-flying bird of prey known for its hunting speed and agility,"A small, common bird often found near human settlements","B) Vultures help ecosystems by cleaning up carcasses, preventing disease spread","Vultures play an important ecological role by consuming carcasses quickly, which helps prevent the spread of disease.",Birds,Bird Facts
What is the mynah?,"Vultures help ecosystems by cleaning up carcasses, preventing disease spread",A common Indian bird known for its ability to mimic sounds,The seasonal movement of birds between breeding and non-breeding areas,A bird's beak is shaped according to its diet and feeding habits,B) A common Indian bird known for its ability to mimic sounds,"The mynah is a bird commonly found in India, known for its intelligence and ability to mimic sounds and speech.",Birds,Indian Birds
Which statement correctly explains the bald eagle?,A bird known for laying its eggs in the nests of other bird species,A medium to large bird of prey known for keen eyesight and hunting skill,A migratory bird species that historically wintered in parts of India,A large bird of prey and the national bird of the United States,D) A large bird of prey and the national bird of the United States,The bald eagle is a large bird of prey known for its white head and is the national bird of the United States.,Birds,Birds of Prey
What is the kiwi (bird)?,"India's national bird, known for its colorful fan-like tail",A flightless bird native to New Zealand with a long beak,A brightly colored bird known for diving to catch fish,A long-legged wading bird often found near water,B) A flightless bird native to New Zealand with a long beak,"The kiwi is a flightless bird native to New Zealand, known for its long beak and nocturnal habits.",Birds,Flightless Birds
Which of the following best describes the kiwi (bird)?,"A large flightless bird native to Australia and New Guinea, known for a bony head crest",A flightless bird native to New Zealand with a long beak,An extinct flightless bird once native to the island of Mauritius,A bird known for laying its eggs in the nests of other bird species,B) A flightless bird native to New Zealand with a long beak,"The kiwi is a flightless bird native to New Zealand, known for its long beak and nocturnal habits.",Birds,Flightless Birds
What is the kiwi (bird)?,A small migratory falcon known for one of the longest migratory journeys among raptors,"A tropical bird known for its large, colorful beak",A large bird of prey known for feeding on carrion (dead animals),A flightless bird native to New Zealand with a long beak,D) A flightless bird native to New Zealand with a long beak,"The kiwi is a flightless bird native to New Zealand, known for its long beak and nocturnal habits.",Birds,Flightless Birds
What is the ostrich?,"A brightly colored bird, the state bird of several Indian states","The largest living bird species, which is flightless",A large bird of prey known for keen eyesight and powerful flight,"A flightless bird adapted for swimming, found mostly in the Southern Hemisphere","B) The largest living bird species, which is flightless","The ostrich is the largest living bird species, unable to fly but capable of running very fast.",Birds,Flightless Birds
Which statement correctly explains the emu?,A small migratory falcon known for one of the longest migratory journeys among raptors,A large flightless bird native to Australia,A common coastal bird often seen near oceans and large bodies of water,A bird that travels seasonally between breeding and non-breeding grounds,B) A large flightless bird native to Australia,"The emu is a large flightless bird native to Australia, the second-largest living bird after the ostrich.",Birds,Flightless Birds
Which statement correctly explains the Indian roller?,A large water bird known for its distinctive throat pouch,"A brightly colored bird, the state bird of several Indian states","A critically endangered bird found in India, known for its large size",A medium to large bird of prey known for keen eyesight and hunting skill,"B) A brightly colored bird, the state bird of several Indian states","The Indian roller is a brightly colored bird known for its striking blue plumage, and is the state bird of several Indian states.",Birds,Indian Birds
Which of the following best describes the crow?,A large wading bird with a long beak and legs,A highly intelligent black bird found across most of the world,A bird known for laying its eggs in the nests of other bird species,A large flightless bird native to Australia,B) A highly intelligent black bird found across most of the world,"The crow is a highly intelligent bird, recognized by its black feathers and found across most parts of the world.",Birds,Indian Birds
Choose the correct definition of the toucan.,A brightly colored bird known for diving to catch fish,"A tropical bird known for its large, colorful beak","A large, graceful water bird often associated with elegance",A flightless bird native to New Zealand with a long beak,"B) A tropical bird known for its large, colorful beak","The toucan is a tropical bird native to Central and South America, known for its oversized, colorful beak.",Birds,Bird Species
Which option best explains the meaning of the vulture?,"A brightly colored bird, the state bird of several Indian states",A large bird of prey known for feeding on carrion (dead animals),A structure built by birds to lay eggs and raise their young,A long-legged wading bird often found near water,B) A large bird of prey known for feeding on carrion (dead animals),The vulture is a large bird of prey known for scavenging and feeding primarily on carrion.,Birds,Birds of Prey
Which statement correctly explains the stork?,"A large, graceful water bird often associated with elegance",A large wading bird with a long beak and legs,A large water bird known for its distinctive throat pouch,A bird that travels seasonally between breeding and non-breeding grounds,B) A large wading bird with a long beak and legs,"The stork is a large wading bird known for its long legs, long neck, and long, stout beak.",Birds,Bird Habitats
Which option best explains the meaning of the woodpecker?,A small migratory falcon known for one of the longest migratory journeys among raptors,A bird known for pecking holes in tree trunks with its strong beak,"A critically endangered bird found in India, known for its large size",A bird that travels seasonally between breeding and non-breeding grounds,B) A bird known for pecking holes in tree trunks with its strong beak,"The woodpecker uses its strong, chisel-like beak to peck holes in tree trunks, searching for insects.",Birds,Bird Species
What is the Siberian crane?,A bird that travels seasonally between breeding and non-breeding grounds,A structure built by birds to lay eggs and raise their young,A migratory bird species that historically wintered in parts of India,A bird's beak is shaped according to its diet and feeding habits,C) A migratory bird species that historically wintered in parts of India,"The Siberian crane is a migratory bird species that historically traveled long distances, wintering in wetlands including parts of India.",Birds,Migratory Birds
Which of the following best describes the heron?,A large bird of prey known for keen eyesight and powerful flight,A long-legged wading bird often found near water,A highly intelligent black bird found across most of the world,A nocturnal bird of prey known for its ability to rotate its head widely,B) A long-legged wading bird often found near water,"The heron is a long-legged wading bird commonly found near rivers, lakes, and wetlands, hunting fish and small animals.",Birds,Bird Habitats
the pigeon can be best defined as which of the following?,A common coastal bird often seen near oceans and large bodies of water,"The largest living bird species, which is flightless",A small migratory falcon known for one of the longest migratory journeys among raptors,A common bird known for its cooing sound and use in message-carrying historically,D) A common bird known for its cooing sound and use in message-carrying historically,The pigeon is a common bird known for its distinctive cooing call and historic use in carrying messages.,Birds,Bird Species
Choose the correct definition of a bird's beak (adaptation).,"A small migratory bird known for its fast, agile flight","The largest living bird species, which is flightless",A bird's beak is shaped according to its diet and feeding habits,"The fastest bird, known for its high-speed diving hunting technique",C) A bird's beak is shaped according to its diet and feeding habits,"A bird's beak shape is typically adapted to its specific diet, such as a hooked beak for tearing meat in birds of prey.",Birds,Bird Facts
Which option best explains the meaning of the cassowary?,"A large flightless bird native to Australia and New Guinea, known for a bony head crest",A brightly colored bird known for diving to catch fish,A large bird of prey known for keen eyesight and powerful flight,"A small, brightly colored bird known for feeding on nectar","A) A large flightless bird native to Australia and New Guinea, known for a bony head crest","The cassowary is a large flightless bird native to tropical forests of Australia and New Guinea, known for its bony head crest.",Birds,Flightless Birds
What is the sunbird?,A highly intelligent black bird found across most of the world,"A brightly colored bird, the state bird of several Indian states","A small, brightly colored bird known for feeding on nectar","A tropical bird known for its large, colorful beak","C) A small, brightly colored bird known for feeding on nectar","The sunbird is a small, often iridescent bird known for feeding on nectar, similar in role to hummingbirds.",Birds,Indian Birds
What is the migratory bird (general)?,A bird that travels seasonally between breeding and non-breeding grounds,"India's national bird, known for its colorful fan-like tail","A large, graceful water bird often associated with elegance",A structure built by birds to lay eggs and raise their young,A) A bird that travels seasonally between breeding and non-breeding grounds,"Migratory birds travel seasonally, often over long distances, between breeding and wintering grounds.",Birds,Migratory Birds
Which of the following best describes bird plumage?,A migratory bird species that historically wintered in parts of India,A common Indian bird known for its ability to mimic sounds,A bird that travels seasonally between breeding and non-breeding grounds,The layer of feathers covering a bird's body,D) The layer of feathers covering a bird's body,"Plumage refers to the layer of feathers covering a bird's body, which can vary greatly in color and pattern between species.",Birds,Bird Facts
the hawk can be best defined as which of the following?,A bird known for pecking holes in tree trunks with its strong beak,"A flightless bird adapted for swimming, found mostly in the Southern Hemisphere",The seasonal movement of birds between breeding and non-breeding areas,A medium to large bird of prey known for keen eyesight and hunting skill,D) A medium to large bird of prey known for keen eyesight and hunting skill,The hawk is a bird of prey known for its keen eyesight and skill in hunting small animals.,Birds,Birds of Prey
the crow can be best defined as which of the following?,A common bird known for its cooing sound and use in message-carrying historically,"The fastest bird, known for its high-speed diving hunting technique",An extinct flightless bird once native to the island of Mauritius,A highly intelligent black bird found across most of the world,D) A highly intelligent black bird found across most of the world,"The crow is a highly intelligent bird, recognized by its black feathers and found across most parts of the world.",Birds,Indian Birds
Which option best explains the meaning of the Amur falcon?,A large bird of prey and the national bird of the United States,A small migratory falcon known for one of the longest migratory journeys among raptors,A nocturnal bird of prey known for its ability to rotate its head widely,A flightless bird native to New Zealand with a long beak,B) A small migratory falcon known for one of the longest migratory journeys among raptors,"The Amur falcon is a small raptor known for undertaking one of the longest migratory journeys of any bird of prey, passing through parts of India.",Birds,Migratory Birds
What is the toucan?,"A large flightless bird native to Australia and New Guinea, known for a bony head crest","A tropical bird known for its large, colorful beak",A structure built by birds to lay eggs and raise their young,"A flightless bird adapted for swimming, found mostly in the Southern Hemisphere","B) A tropical bird known for its large, colorful beak","The toucan is a tropical bird native to Central and South America, known for its oversized, colorful beak.",Birds,Bird Species
Which statement correctly explains the toucan?,"A tropical bird known for its large, colorful beak","A brightly colored bird, the state bird of several Indian states",A nocturnal bird of prey known for its ability to rotate its head widely,"A large flightless bird native to Australia and New Guinea, known for a bony head crest","A) A tropical bird known for its large, colorful beak","The toucan is a tropical bird native to Central and South America, known for its oversized, colorful beak.",Birds,Bird Species
Choose the correct definition of the sparrow.,"A small, common bird often found near human settlements",A highly intelligent black bird found across most of the world,The seasonal movement of birds between breeding and non-breeding areas,"A critically endangered bird found in India, known for its large size","A) A small, common bird often found near human settlements","The sparrow is a small bird species commonly found near human settlements, known for its brown and grey plumage.",Birds,Indian Birds
Choose the correct definition of the peregrine falcon.,"The largest living bird species, which is flightless",A medium to large bird of prey known for keen eyesight and hunting skill,"The fastest bird, known for its high-speed diving hunting technique",A large bird of prey known for keen eyesight and powerful flight,"C) The fastest bird, known for its high-speed diving hunting technique","The peregrine falcon is the fastest bird in the world, capable of diving at speeds over 300 km/h while hunting.",Birds,Bird Records
the cassowary can be best defined as which of the following?,"Vultures help ecosystems by cleaning up carcasses, preventing disease spread","A large flightless bird native to Australia and New Guinea, known for a bony head crest","A bird known for its large, curved bill, often with a casque on top",An extinct flightless bird once native to the island of Mauritius,"B) A large flightless bird native to Australia and New Guinea, known for a bony head crest","The cassowary is a large flightless bird native to tropical forests of Australia and New Guinea, known for its bony head crest.",Birds,Flightless Birds
the hummingbird can be best defined as which of the following?,A tiny bird known for its ability to hover and fly backward,A large wading bird with a long beak and legs,"A flightless bird adapted for swimming, found mostly in the Southern Hemisphere",A medium to large bird of prey known for keen eyesight and hunting skill,A) A tiny bird known for its ability to hover and fly backward,"The hummingbird is known for its small size, rapid wing beats, and unique ability to hover and fly backward.",Birds,Bird Species
What is the swan?,"A large, graceful water bird often associated with elegance","A critically endangered bird found in India, known for its large size","A large flightless bird native to Australia and New Guinea, known for a bony head crest",A nocturnal bird of prey known for its ability to rotate its head widely,"A) A large, graceful water bird often associated with elegance",The swan is a large water bird known for its long neck and graceful appearance while swimming.,Birds,Bird Habitats
Which statement correctly explains the sunbird?,The layer of feathers covering a bird's body,"A small, brightly colored bird known for feeding on nectar","A bird known for its large, curved bill, often with a casque on top",A common coastal bird often seen near oceans and large bodies of water,"B) A small, brightly colored bird known for feeding on nectar","The sunbird is a small, often iridescent bird known for feeding on nectar, similar in role to hummingbirds.",Birds,Indian Birds
Choose the correct definition of the vulture.,A large bird of prey known for feeding on carrion (dead animals),A structure built by birds to lay eggs and raise their young,"India's national bird, known for its colorful fan-like tail","A small, common bird often found near human settlements",A) A large bird of prey known for feeding on carrion (dead animals),The vulture is a large bird of prey known for scavenging and feeding primarily on carrion.,Birds,Birds of Prey
the seagull can be best defined as which of the following?,A highly intelligent black bird found across most of the world,A common coastal bird often seen near oceans and large bodies of water,A bird that travels seasonally between breeding and non-breeding grounds,"A small, brightly colored bird known for feeding on nectar",B) A common coastal bird often seen near oceans and large bodies of water,"The seagull is a common coastal bird typically found near oceans, seas, and large water bodies.",Birds,Bird Habitats
What is the heron?,A small migratory falcon known for one of the longest migratory journeys among raptors,A bird that travels seasonally between breeding and non-breeding grounds,A long-legged wading bird often found near water,"A small migratory bird known for its fast, agile flight",C) A long-legged wading bird often found near water,"The heron is a long-legged wading bird commonly found near rivers, lakes, and wetlands, hunting fish and small animals.",Birds,Bird Habitats
Which option best explains the meaning of the hornbill?,"A bird known for its large, curved bill, often with a casque on top",A pale-colored owl species known for its heart-shaped facial disc,A long-legged wading bird often found near water,A large bird of prey known for keen eyesight and powerful flight,"A) A bird known for its large, curved bill, often with a casque on top","The hornbill is a bird known for its large, curved bill, often topped with a bony structure called a casque.",Birds,Bird Species
What is the parrot?,A colorful bird known for its ability to mimic human speech,"The fastest bird, known for its high-speed diving hunting technique",A nocturnal bird of prey known for its ability to rotate its head widely,A bird known for pecking holes in tree trunks with its strong beak,A) A colorful bird known for its ability to mimic human speech,"The parrot is a colorful bird species known for its intelligence and ability to mimic sounds, including human speech.",Birds,Bird Species
the crow can be best defined as which of the following?,A tiny bird known for its ability to hover and fly backward,A highly intelligent black bird found across most of the world,"A flightless bird adapted for swimming, found mostly in the Southern Hemisphere",A bird known for pecking holes in tree trunks with its strong beak,B) A highly intelligent black bird found across most of the world,"The crow is a highly intelligent bird, recognized by its black feathers and found across most parts of the world.",Birds,Indian Birds
Which statement correctly explains the falcon?,A fast-flying bird of prey known for its hunting speed and agility,"Vultures help ecosystems by cleaning up carcasses, preventing disease spread",A wading bird known for its pink feathers and long legs,"A large flightless bird native to Australia and New Guinea, known for a bony head crest",A) A fast-flying bird of prey known for its hunting speed and agility,The falcon is a bird of prey known for its exceptional speed and agility while hunting other birds mid-air.,Birds,Birds of Prey
What is the great Indian bustard?,A highly intelligent black bird found across most of the world,"A critically endangered bird found in India, known for its large size",A large wading bird with a long beak and legs,An extinct flightless bird once native to the island of Mauritius,"B) A critically endangered bird found in India, known for its large size","The great Indian bustard is a critically endangered bird species found in India, among the heaviest flying birds.",Birds,Endangered Birds
What is a bird's beak (adaptation)?,A bird's beak is shaped according to its diet and feeding habits,A migratory bird species that historically wintered in parts of India,An extinct flightless bird once native to the island of Mauritius,A medium to large bird of prey known for keen eyesight and hunting skill,A) A bird's beak is shaped according to its diet and feeding habits,"A bird's beak shape is typically adapted to its specific diet, such as a hooked beak for tearing meat in birds of prey.",Birds,Bird Facts
Which statement correctly explains the flamingo?,A bird that travels seasonally between breeding and non-breeding grounds,A wading bird known for its pink feathers and long legs,A bird known for laying its eggs in the nests of other bird species,"A small, common bird often found near human settlements",B) A wading bird known for its pink feathers and long legs,"The flamingo is a wading bird known for its distinctive pink coloring, caused by its diet, and long, thin legs.",Birds,Bird Habitats
