Which statement correctly explains a learning rate?,A parameter that controls how much a model's weights are adjusted during training,Feedback given to an agent in reinforcement learning indicating the value of an action,An unsupervised learning technique that groups similar data points,A clustering algorithm that groups data into a specified number of clusters,A) A parameter that controls how much a model's weights are adjusted during training,The learning rate is a parameter that controls how much a model's weights are updated during each training step.,Machine Learning (ML),Training & Testing
Which statement correctly explains data normalization?,A type of neural network commonly used for image-related tasks,Scaling numeric data to a common range before training a model,A regression technique that models data using a polynomial (curved) relationship,An ensemble model made up of many decision trees,B) Scaling numeric data to a common range before training a model,"Data normalization rescales numeric features to a common range, helping some ML algorithms train more effectively.",Machine Learning (ML),ML Basics
What is logistic regression?,The known correct output associated with a training example,"A statistical method used for binary classification problems, despite its name",A subset of training data processed together in one iteration,When a model is too simple to capture patterns in the data,"B) A statistical method used for binary classification problems, despite its name","Despite the name, logistic regression is commonly used for binary classification, predicting probabilities between 0 and 1.",Machine Learning (ML),Regression
Which option best explains the meaning of a convolutional neural network (CNN)?,A simple classification algorithm based on the closest data points,A technique for assessing how well a model generalizes by using multiple data splits,The entity that learns to make decisions by interacting with an environment,A type of neural network commonly used for image-related tasks,D) A type of neural network commonly used for image-related tasks,A CNN (Convolutional Neural Network) is a type of neural network especially effective for processing image data.,Machine Learning (ML),Neural Networks
What is a reward signal?,"Data used to tune a model during training, separate from the test set",A type of neural network designed to handle sequential data,Feedback given to an agent in reinforcement learning indicating the value of an action,Preparing and cleaning raw data before feeding it into a model,C) Feedback given to an agent in reinforcement learning indicating the value of an action,A reward signal in reinforcement learning gives an agent feedback on how good or bad a particular action was.,Machine Learning (ML),Reinforcement Learning
Choose the correct definition of a confusion matrix.,"Data used to tune a model during training, separate from the test set",A table used to evaluate the performance of a classification model,ML using a combination of a small amount of labeled and a large amount of unlabeled data,A type of ML where a model finds patterns in unlabeled data,B) A table used to evaluate the performance of a classification model,"A confusion matrix is a table showing correct and incorrect predictions, used to evaluate a classification model's performance.",Machine Learning (ML),Classification
Which option best explains the meaning of unsupervised learning?,The known correct output associated with a training example,A technique to reduce the number of input variables in a dataset,When a model is too simple to capture patterns in the data,A type of ML where a model finds patterns in unlabeled data,D) A type of ML where a model finds patterns in unlabeled data,Unsupervised learning finds hidden patterns or structures in data that has no labeled outcomes.,Machine Learning (ML),Unsupervised Learning
Which option best explains the meaning of a feature?,A supervised learning task that predicts a category or class,An individual measurable input variable used by a model,The known correct output associated with a training example,A configuration value set before training that controls the learning process,B) An individual measurable input variable used by a model,A feature is an individual measurable property or input variable used by a machine learning model.,Machine Learning (ML),ML Basics
Which statement correctly explains binary classification?,A classification task with exactly two possible output categories,An ML technique used to identify unusual data points that differ from the norm,A measure of how often a model's predictions are correct,A parameter that controls how much a model's weights are adjusted during training,A) A classification task with exactly two possible output categories,Binary classification is a type of classification task where the model chooses between exactly two possible categories.,Machine Learning (ML),Classification
Choose the correct definition of supervised learning.,"Data used to tune a model during training, separate from the test set",A type of ML where a model learns from labeled data,A layered model of interconnected nodes inspired by the brain,A configuration value set before training that controls the learning process,B) A type of ML where a model learns from labeled data,"Supervised learning trains a model using labeled data, where each input has a known, correct output.",Machine Learning (ML),Supervised Learning
a decision tree can be best defined as which of the following?,"Data used to tune a model during training, separate from the test set",A model that makes decisions by splitting data based on feature values,Reusing a pre-trained model on a new but related task,A technique for assessing how well a model generalizes by using multiple data splits,B) A model that makes decisions by splitting data based on feature values,A decision tree splits data into branches based on feature values to reach a decision or prediction at the leaves.,Machine Learning (ML),ML Applications
Which of the following best describes semi-supervised learning?,A type of ML where a model learns from labeled data,A supervised learning task that predicts a category or class,A configuration value set before training that controls the learning process,ML using a combination of a small amount of labeled and a large amount of unlabeled data,D) ML using a combination of a small amount of labeled and a large amount of unlabeled data,Semi-supervised learning combines a small set of labeled data with a larger set of unlabeled data during training.,Machine Learning (ML),Supervised Learning
Which statement correctly explains hyperparameter tuning?,A model that makes decisions by splitting data based on feature values,The process of searching for the best hyperparameter values for a model,The entity that learns to make decisions by interacting with an environment,A type of neural network commonly used for image-related tasks,B) The process of searching for the best hyperparameter values for a model,Hyperparameter tuning is the process of systematically searching for the best combination of hyperparameter values for a model.,Machine Learning (ML),Training & Testing
data preprocessing can be best defined as which of the following?,A type of ML where a model learns from labeled data,The known correct output associated with a training example,Feedback given to an agent in reinforcement learning indicating the value of an action,Preparing and cleaning raw data before feeding it into a model,D) Preparing and cleaning raw data before feeding it into a model,"Data preprocessing involves cleaning, transforming, and preparing raw data before it is used to train a model.",Machine Learning (ML),ML Basics
Which of the following best describes anomaly detection?,A supervised learning task that predicts a continuous numerical value,The entity that learns to make decisions by interacting with an environment,An ML technique used to identify unusual data points that differ from the norm,A technique for assessing how well a model generalizes by using multiple data splits,C) An ML technique used to identify unusual data points that differ from the norm,"Anomaly detection identifies data points that deviate significantly from the expected pattern, useful in fraud or fault detection.",Machine Learning (ML),ML Applications
Which option best explains the meaning of linear regression?,A regression technique that models a linear relationship between variables,A technique for assessing how well a model generalizes by using multiple data splits,Data used to evaluate a model's performance after training,Scaling numeric data to a common range before training a model,A) A regression technique that models a linear relationship between variables,Linear regression models the relationship between input and output variables using a straight line equation.,Machine Learning (ML),Regression
dimensionality reduction can be best defined as which of the following?,A technique to reduce the number of input variables in a dataset,A model that makes decisions by splitting data based on feature values,A classification task with more than two possible output categories,Data used to evaluate a model's performance after training,A) A technique to reduce the number of input variables in a dataset,Dimensionality reduction techniques reduce the number of input features in a dataset while preserving important information.,Machine Learning (ML),Unsupervised Learning
Which statement correctly explains a recurrent neural network (RNN)?,A type of neural network designed to handle sequential data,A model that makes decisions by splitting data based on feature values,A field of AI where systems learn patterns from data rather than explicit programming,The proportion of positive predictions that are actually correct,A) A type of neural network designed to handle sequential data,"An RNN (Recurrent Neural Network) is designed to process sequential data, such as time series or text, by maintaining memory of previous inputs.",Machine Learning (ML),Neural Networks
Which option best explains the meaning of a test dataset?,An unsupervised learning technique that groups similar data points,Data used to evaluate a model's performance after training,An ensemble model made up of many decision trees,A type of neural network commonly used for image-related tasks,B) Data used to evaluate a model's performance after training,A test dataset is separate data used to evaluate how well a trained model performs on unseen examples.,Machine Learning (ML),Training & Testing
What is a label?,A technique to reduce the number of input variables in a dataset,A clustering method that builds a tree of nested clusters,Preparing and cleaning raw data before feeding it into a model,The known correct output associated with a training example,D) The known correct output associated with a training example,"A label is the known, correct output or category associated with a given training example in supervised learning.",Machine Learning (ML),Supervised Learning
Choose the correct definition of a learning rate.,A parameter that controls how much a model's weights are adjusted during training,Data used to evaluate a model's performance after training,A table used to evaluate the performance of a classification model,A regression technique that models a linear relationship between variables,A) A parameter that controls how much a model's weights are adjusted during training,The learning rate is a parameter that controls how much a model's weights are updated during each training step.,Machine Learning (ML),Training & Testing
Which option best explains the meaning of a feature?,An ensemble technique that builds models sequentially to correct prior errors,A regression technique that models a linear relationship between variables,An individual measurable input variable used by a model,A classification task with exactly two possible output categories,C) An individual measurable input variable used by a model,A feature is an individual measurable property or input variable used by a machine learning model.,Machine Learning (ML),ML Basics
k-means clustering can be best defined as which of the following?,A type of ML where a model finds patterns in unlabeled data,A clustering algorithm that groups data into a specified number of clusters,A classification task with exactly two possible output categories,A model that makes decisions by splitting data based on feature values,B) A clustering algorithm that groups data into a specified number of clusters,K-means clustering partitions data into a chosen number (k) of clusters based on similarity.,Machine Learning (ML),Clustering
What is supervised learning?,An ensemble technique that builds models sequentially to correct prior errors,A simple classification algorithm based on the closest data points,A type of ML where a model learns from labeled data,A field of AI where systems learn patterns from data rather than explicit programming,C) A type of ML where a model learns from labeled data,"Supervised learning trains a model using labeled data, where each input has a known, correct output.",Machine Learning (ML),Supervised Learning
recall (in ML) can be best defined as which of the following?,"A statistical method used for binary classification problems, despite its name",A configuration value set before training that controls the learning process,A layer of a neural network between the input and output layers,The proportion of actual positives that were correctly identified,D) The proportion of actual positives that were correctly identified,Recall measures how many of the actual positive cases the model correctly identified.,Machine Learning (ML),ML Basics
a test dataset can be best defined as which of the following?,A type of neural network designed to handle sequential data,An individual measurable input variable used by a model,Data used to evaluate a model's performance after training,A measure of how often a model's predictions are correct,C) Data used to evaluate a model's performance after training,A test dataset is separate data used to evaluate how well a trained model performs on unseen examples.,Machine Learning (ML),Training & Testing
multi-class classification can be best defined as which of the following?,A classification task with more than two possible output categories,The proportion of positive predictions that are actually correct,When a model performs well on training data but poorly on new data,A simple classification algorithm based on the closest data points,A) A classification task with more than two possible output categories,Multi-class classification involves predicting one of three or more possible categories for a given input.,Machine Learning (ML),Classification
Which option best explains the meaning of supervised learning?,A type of ML where a model learns from labeled data,A classification task with exactly two possible output categories,An optimization algorithm used to minimize a model's error,"A statistical method used for binary classification problems, despite its name",A) A type of ML where a model learns from labeled data,"Supervised learning trains a model using labeled data, where each input has a known, correct output.",Machine Learning (ML),Supervised Learning
Which option best explains the meaning of cross-validation?,The entity that learns to make decisions by interacting with an environment,An ensemble technique that builds models sequentially to correct prior errors,A technique for assessing how well a model generalizes by using multiple data splits,A type of neural network commonly used for image-related tasks,C) A technique for assessing how well a model generalizes by using multiple data splits,"Cross-validation splits data into multiple folds, training and testing across different combinations to assess how well a model generalizes.",Machine Learning (ML),Training & Testing
Which of the following best describes recall (in ML)?,The process of selecting and transforming variables to improve model performance,The proportion of actual positives that were correctly identified,A type of neural network commonly used for image-related tasks,A supervised learning model used for classification and regression tasks,B) The proportion of actual positives that were correctly identified,Recall measures how many of the actual positive cases the model correctly identified.,Machine Learning (ML),ML Basics
What is data preprocessing?,A type of neural network commonly used for image-related tasks,Preparing and cleaning raw data before feeding it into a model,A technique for assessing how well a model generalizes by using multiple data splits,A metric combining precision and recall into a single value,B) Preparing and cleaning raw data before feeding it into a model,"Data preprocessing involves cleaning, transforming, and preparing raw data before it is used to train a model.",Machine Learning (ML),ML Basics
What is a neural network (in ML)?,A type of neural network designed to handle sequential data,When a model is too simple to capture patterns in the data,A table used to evaluate the performance of a classification model,A layered model of interconnected nodes inspired by the brain,D) A layered model of interconnected nodes inspired by the brain,"In ML, a neural network is a model made of layers of interconnected nodes that can learn complex patterns from data.",Machine Learning (ML),Neural Networks
Choose the correct definition of Machine Learning.,An ML technique used to identify unusual data points that differ from the norm,A regression technique that models a linear relationship between variables,A layer of a neural network between the input and output layers,A field of AI where systems learn patterns from data rather than explicit programming,D) A field of AI where systems learn patterns from data rather than explicit programming,Machine Learning (ML) is a field of AI in which systems learn patterns from data instead of following explicitly programmed rules.,Machine Learning (ML),ML Basics
Choose the correct definition of reinforcement learning.,An unsupervised learning technique that groups similar data points,A measure of how often a model's predictions are correct,A type of ML where an agent learns by receiving rewards or penalties,An ensemble model made up of many decision trees,C) A type of ML where an agent learns by receiving rewards or penalties,Reinforcement learning trains an agent to make decisions by rewarding desired actions and penalizing undesired ones.,Machine Learning (ML),Reinforcement Learning
Which option best explains the meaning of transfer learning?,A layer of a neural network between the input and output layers,A classification task with more than two possible output categories,A clustering algorithm that groups data into a specified number of clusters,Reusing a pre-trained model on a new but related task,D) Reusing a pre-trained model on a new but related task,"Transfer learning applies knowledge from a model already trained on one task to help it learn a new, related task faster.",Machine Learning (ML),ML Applications
Which of the following best describes data preprocessing?,A layer of a neural network between the input and output layers,A type of neural network designed to handle sequential data,A technique to reduce the number of input variables in a dataset,Preparing and cleaning raw data before feeding it into a model,D) Preparing and cleaning raw data before feeding it into a model,"Data preprocessing involves cleaning, transforming, and preparing raw data before it is used to train a model.",Machine Learning (ML),ML Basics
semi-supervised learning can be best defined as which of the following?,Feedback given to an agent in reinforcement learning indicating the value of an action,ML using a combination of a small amount of labeled and a large amount of unlabeled data,An optimization algorithm used to minimize a model's error,A parameter that controls how much a model's weights are adjusted during training,B) ML using a combination of a small amount of labeled and a large amount of unlabeled data,Semi-supervised learning combines a small set of labeled data with a larger set of unlabeled data during training.,Machine Learning (ML),Supervised Learning
Choose the correct definition of a confusion matrix.,A table used to evaluate the performance of a classification model,The data used to teach a machine learning model,The proportion of positive predictions that are actually correct,A type of ML where a model learns from labeled data,A) A table used to evaluate the performance of a classification model,"A confusion matrix is a table showing correct and incorrect predictions, used to evaluate a classification model's performance.",Machine Learning (ML),Classification
What is a neural network (in ML)?,A layered model of interconnected nodes inspired by the brain,A layer of a neural network between the input and output layers,A supervised learning task that predicts a continuous numerical value,The proportion of positive predictions that are actually correct,A) A layered model of interconnected nodes inspired by the brain,"In ML, a neural network is a model made of layers of interconnected nodes that can learn complex patterns from data.",Machine Learning (ML),Neural Networks
Which option best explains the meaning of model accuracy?,A type of ML where an agent learns by receiving rewards or penalties,A measure of how often a model's predictions are correct,The process of searching for the best hyperparameter values for a model,A supervised learning model used for classification and regression tasks,B) A measure of how often a model's predictions are correct,Accuracy measures the proportion of predictions a model gets correct out of all predictions made.,Machine Learning (ML),ML Basics
What is data normalization?,Scaling numeric data to a common range before training a model,A supervised learning task that predicts a continuous numerical value,The proportion of positive predictions that are actually correct,When a model is too simple to capture patterns in the data,A) Scaling numeric data to a common range before training a model,"Data normalization rescales numeric features to a common range, helping some ML algorithms train more effectively.",Machine Learning (ML),ML Basics
Which option best explains the meaning of a reward signal?,A metric combining precision and recall into a single value,A regression technique that models data using a polynomial (curved) relationship,A clustering algorithm that groups data into a specified number of clusters,Feedback given to an agent in reinforcement learning indicating the value of an action,D) Feedback given to an agent in reinforcement learning indicating the value of an action,A reward signal in reinforcement learning gives an agent feedback on how good or bad a particular action was.,Machine Learning (ML),Reinforcement Learning
Which option best explains the meaning of a support vector machine (SVM)?,A supervised learning model used for classification and regression tasks,A measure of how often a model's predictions are correct,A type of ML where a model finds patterns in unlabeled data,An individual measurable input variable used by a model,A) A supervised learning model used for classification and regression tasks,A support vector machine (SVM) is a supervised learning algorithm that finds the best boundary to separate classes of data.,Machine Learning (ML),Classification
Which statement correctly explains a support vector machine (SVM)?,An individual measurable input variable used by a model,An optimization algorithm used to minimize a model's error,A configuration value set before training that controls the learning process,A supervised learning model used for classification and regression tasks,D) A supervised learning model used for classification and regression tasks,A support vector machine (SVM) is a supervised learning algorithm that finds the best boundary to separate classes of data.,Machine Learning (ML),Classification
What is a neural network (in ML)?,ML using a combination of a small amount of labeled and a large amount of unlabeled data,A parameter that controls how much a model's weights are adjusted during training,A layered model of interconnected nodes inspired by the brain,Data used to evaluate a model's performance after training,C) A layered model of interconnected nodes inspired by the brain,"In ML, a neural network is a model made of layers of interconnected nodes that can learn complex patterns from data.",Machine Learning (ML),Neural Networks
Which option best explains the meaning of logistic regression?,When a model is too simple to capture patterns in the data,Preparing and cleaning raw data before feeding it into a model,"A statistical method used for binary classification problems, despite its name",A supervised learning task that predicts a category or class,"C) A statistical method used for binary classification problems, despite its name","Despite the name, logistic regression is commonly used for binary classification, predicting probabilities between 0 and 1.",Machine Learning (ML),Regression
Which of the following best describes semi-supervised learning?,Feedback given to an agent in reinforcement learning indicating the value of an action,ML using a combination of a small amount of labeled and a large amount of unlabeled data,An unsupervised learning technique that groups similar data points,One complete pass through the entire training dataset,B) ML using a combination of a small amount of labeled and a large amount of unlabeled data,Semi-supervised learning combines a small set of labeled data with a larger set of unlabeled data during training.,Machine Learning (ML),Supervised Learning
Which statement correctly explains cross-validation?,When a model is too simple to capture patterns in the data,A technique for assessing how well a model generalizes by using multiple data splits,Data used to evaluate a model's performance after training,A layered model of interconnected nodes inspired by the brain,B) A technique for assessing how well a model generalizes by using multiple data splits,"Cross-validation splits data into multiple folds, training and testing across different combinations to assess how well a model generalizes.",Machine Learning (ML),Training & Testing
data normalization can be best defined as which of the following?,A function that determines the output of a neural network node,Scaling numeric data to a common range before training a model,A regression technique that models a linear relationship between variables,A technique to reduce the number of input variables in a dataset,B) Scaling numeric data to a common range before training a model,"Data normalization rescales numeric features to a common range, helping some ML algorithms train more effectively.",Machine Learning (ML),ML Basics
What is Machine Learning?,The entity that learns to make decisions by interacting with an environment,An ensemble technique that builds models sequentially to correct prior errors,An individual measurable input variable used by a model,A field of AI where systems learn patterns from data rather than explicit programming,D) A field of AI where systems learn patterns from data rather than explicit programming,Machine Learning (ML) is a field of AI in which systems learn patterns from data instead of following explicitly programmed rules.,Machine Learning (ML),ML Basics
hierarchical clustering can be best defined as which of the following?,A clustering method that builds a tree of nested clusters,A supervised learning task that predicts a continuous numerical value,A type of ML where a model learns from labeled data,A field of AI where systems learn patterns from data rather than explicit programming,A) A clustering method that builds a tree of nested clusters,"Hierarchical clustering builds a tree-like structure of nested clusters, which can be cut at different levels for different groupings.",Machine Learning (ML),Clustering
Which of the following best describes a decision tree?,Data used to evaluate a model's performance after training,A model that makes decisions by splitting data based on feature values,A supervised learning task that predicts a category or class,A type of ML where a model finds patterns in unlabeled data,B) A model that makes decisions by splitting data based on feature values,A decision tree splits data into branches based on feature values to reach a decision or prediction at the leaves.,Machine Learning (ML),ML Applications
Which statement correctly explains a feature?,ML using a combination of a small amount of labeled and a large amount of unlabeled data,An individual measurable input variable used by a model,A subset of training data processed together in one iteration,Scaling numeric data to a common range before training a model,B) An individual measurable input variable used by a model,A feature is an individual measurable property or input variable used by a machine learning model.,Machine Learning (ML),ML Basics
Which of the following best describes a training dataset?,The data used to teach a machine learning model,A parameter that controls how much a model's weights are adjusted during training,Scaling numeric data to a common range before training a model,A classification task with more than two possible output categories,A) The data used to teach a machine learning model,A training dataset is the portion of data used to teach a machine learning model to recognize patterns.,Machine Learning (ML),Training & Testing
transfer learning can be best defined as which of the following?,An ML technique used to identify unusual data points that differ from the norm,An unsupervised learning technique that groups similar data points,A type of ML where an agent learns by receiving rewards or penalties,Reusing a pre-trained model on a new but related task,D) Reusing a pre-trained model on a new but related task,"Transfer learning applies knowledge from a model already trained on one task to help it learn a new, related task faster.",Machine Learning (ML),ML Applications
Which of the following best describes supervised learning?,An ML technique used to identify unusual data points that differ from the norm,An individual measurable input variable used by a model,A type of ML where a model learns from labeled data,A metric combining precision and recall into a single value,C) A type of ML where a model learns from labeled data,"Supervised learning trains a model using labeled data, where each input has a known, correct output.",Machine Learning (ML),Supervised Learning
Which option best explains the meaning of a learning rate?,The process of searching for the best hyperparameter values for a model,Scaling numeric data to a common range before training a model,A model that makes decisions by splitting data based on feature values,A parameter that controls how much a model's weights are adjusted during training,D) A parameter that controls how much a model's weights are adjusted during training,The learning rate is a parameter that controls how much a model's weights are updated during each training step.,Machine Learning (ML),Training & Testing
a confusion matrix can be best defined as which of the following?,A clustering algorithm that groups data into a specified number of clusters,A configuration value set before training that controls the learning process,A technique for assessing how well a model generalizes by using multiple data splits,A table used to evaluate the performance of a classification model,D) A table used to evaluate the performance of a classification model,"A confusion matrix is a table showing correct and incorrect predictions, used to evaluate a classification model's performance.",Machine Learning (ML),Classification
Which of the following best describes data normalization?,A classification task with exactly two possible output categories,Scaling numeric data to a common range before training a model,A table used to evaluate the performance of a classification model,The process of searching for the best hyperparameter values for a model,B) Scaling numeric data to a common range before training a model,"Data normalization rescales numeric features to a common range, helping some ML algorithms train more effectively.",Machine Learning (ML),ML Basics
a hyperparameter can be best defined as which of the following?,A classification task with exactly two possible output categories,A configuration value set before training that controls the learning process,A function that determines the output of a neural network node,An ensemble model made up of many decision trees,B) A configuration value set before training that controls the learning process,"A hyperparameter is a setting configured before training, such as learning rate, that controls how a model learns.",Machine Learning (ML),Training & Testing
Which statement correctly explains classification?,When a model performs well on training data but poorly on new data,The proportion of actual positives that were correctly identified,A subset of training data processed together in one iteration,A supervised learning task that predicts a category or class,D) A supervised learning task that predicts a category or class,Classification is a supervised learning task where the model predicts which category or class an input belongs to.,Machine Learning (ML),Classification
Choose the correct definition of classification.,The entity that learns to make decisions by interacting with an environment,A supervised learning task that predicts a category or class,An ensemble technique that builds models sequentially to correct prior errors,A supervised learning task that predicts a continuous numerical value,B) A supervised learning task that predicts a category or class,Classification is a supervised learning task where the model predicts which category or class an input belongs to.,Machine Learning (ML),Classification
semi-supervised learning can be best defined as which of the following?,A layer of a neural network between the input and output layers,Data used to evaluate a model's performance after training,When a model is too simple to capture patterns in the data,ML using a combination of a small amount of labeled and a large amount of unlabeled data,D) ML using a combination of a small amount of labeled and a large amount of unlabeled data,Semi-supervised learning combines a small set of labeled data with a larger set of unlabeled data during training.,Machine Learning (ML),Supervised Learning
What is a batch (in training)?,A measure of how often a model's predictions are correct,A subset of training data processed together in one iteration,ML using a combination of a small amount of labeled and a large amount of unlabeled data,A field of AI where systems learn patterns from data rather than explicit programming,B) A subset of training data processed together in one iteration,A batch is a subset of the training data that is processed together during one iteration of model training.,Machine Learning (ML),Training & Testing
Which statement correctly explains a neural network (in ML)?,An individual measurable input variable used by a model,ML using a combination of a small amount of labeled and a large amount of unlabeled data,A layered model of interconnected nodes inspired by the brain,An ensemble technique that builds models sequentially to correct prior errors,C) A layered model of interconnected nodes inspired by the brain,"In ML, a neural network is a model made of layers of interconnected nodes that can learn complex patterns from data.",Machine Learning (ML),Neural Networks
Choose the correct definition of supervised learning.,A type of ML where a model learns from labeled data,Preparing and cleaning raw data before feeding it into a model,ML using a combination of a small amount of labeled and a large amount of unlabeled data,A type of neural network commonly used for image-related tasks,A) A type of ML where a model learns from labeled data,"Supervised learning trains a model using labeled data, where each input has a known, correct output.",Machine Learning (ML),Supervised Learning
an activation function can be best defined as which of the following?,When a model performs well on training data but poorly on new data,A function that determines the output of a neural network node,The entity that learns to make decisions by interacting with an environment,A supervised learning task that predicts a category or class,B) A function that determines the output of a neural network node,An activation function determines whether and how strongly a neural network node (neuron) should 'fire' based on its input.,Machine Learning (ML),Neural Networks
What is a support vector machine (SVM)?,The process of selecting and transforming variables to improve model performance,A type of neural network designed to handle sequential data,A supervised learning model used for classification and regression tasks,The data used to teach a machine learning model,C) A supervised learning model used for classification and regression tasks,A support vector machine (SVM) is a supervised learning algorithm that finds the best boundary to separate classes of data.,Machine Learning (ML),Classification
Which option best explains the meaning of a training dataset?,The data used to teach a machine learning model,A metric combining precision and recall into a single value,A classification task with more than two possible output categories,A simple classification algorithm based on the closest data points,A) The data used to teach a machine learning model,A training dataset is the portion of data used to teach a machine learning model to recognize patterns.,Machine Learning (ML),Training & Testing
What is polynomial regression?,A regression technique that models a linear relationship between variables,A regression technique that models data using a polynomial (curved) relationship,A configuration value set before training that controls the learning process,"A statistical method used for binary classification problems, despite its name",B) A regression technique that models data using a polynomial (curved) relationship,"Polynomial regression extends linear regression by modeling data using a curved, polynomial relationship between variables.",Machine Learning (ML),Regression
Which statement correctly explains a confusion matrix?,When a model performs well on training data but poorly on new data,An ensemble model made up of many decision trees,A clustering method that builds a tree of nested clusters,A table used to evaluate the performance of a classification model,D) A table used to evaluate the performance of a classification model,"A confusion matrix is a table showing correct and incorrect predictions, used to evaluate a classification model's performance.",Machine Learning (ML),Classification
a recurrent neural network (RNN) can be best defined as which of the following?,A type of neural network designed to handle sequential data,An optimization algorithm used to minimize a model's error,The known correct output associated with a training example,An ML technique used to identify unusual data points that differ from the norm,A) A type of neural network designed to handle sequential data,"An RNN (Recurrent Neural Network) is designed to process sequential data, such as time series or text, by maintaining memory of previous inputs.",Machine Learning (ML),Neural Networks
Choose the correct definition of a confusion matrix.,The proportion of actual positives that were correctly identified,A table used to evaluate the performance of a classification model,The proportion of positive predictions that are actually correct,A regression technique that models a linear relationship between variables,B) A table used to evaluate the performance of a classification model,"A confusion matrix is a table showing correct and incorrect predictions, used to evaluate a classification model's performance.",Machine Learning (ML),Classification
Which option best explains the meaning of hierarchical clustering?,An ensemble model made up of many decision trees,An ML technique used to identify unusual data points that differ from the norm,A clustering method that builds a tree of nested clusters,Scaling numeric data to a common range before training a model,C) A clustering method that builds a tree of nested clusters,"Hierarchical clustering builds a tree-like structure of nested clusters, which can be cut at different levels for different groupings.",Machine Learning (ML),Clustering
Which statement correctly explains a learning rate?,A layer of a neural network between the input and output layers,A classification task with exactly two possible output categories,A parameter that controls how much a model's weights are adjusted during training,An unsupervised learning technique that groups similar data points,C) A parameter that controls how much a model's weights are adjusted during training,The learning rate is a parameter that controls how much a model's weights are updated during each training step.,Machine Learning (ML),Training & Testing
Which statement correctly explains anomaly detection?,A regression technique that models a linear relationship between variables,An ML technique used to identify unusual data points that differ from the norm,The proportion of actual positives that were correctly identified,A technique to reduce the number of input variables in a dataset,B) An ML technique used to identify unusual data points that differ from the norm,"Anomaly detection identifies data points that deviate significantly from the expected pattern, useful in fraud or fault detection.",Machine Learning (ML),ML Applications
gradient boosting can be best defined as which of the following?,Preparing and cleaning raw data before feeding it into a model,When a model is too simple to capture patterns in the data,An ensemble technique that builds models sequentially to correct prior errors,A classification task with more than two possible output categories,C) An ensemble technique that builds models sequentially to correct prior errors,"Gradient boosting builds an ensemble of models sequentially, where each new model corrects errors made by previous ones.",Machine Learning (ML),ML Applications
Choose the correct definition of precision (in ML).,A clustering method that builds a tree of nested clusters,The proportion of positive predictions that are actually correct,A clustering algorithm that groups data into a specified number of clusters,An ensemble model made up of many decision trees,B) The proportion of positive predictions that are actually correct,Precision measures how many of the model's positive predictions were actually correct.,Machine Learning (ML),ML Basics
Which statement correctly explains a random forest?,An ensemble model made up of many decision trees,A type of neural network commonly used for image-related tasks,An optimization algorithm used to minimize a model's error,A classification task with exactly two possible output categories,A) An ensemble model made up of many decision trees,A random forest is an ensemble method that combines many decision trees to improve prediction accuracy.,Machine Learning (ML),ML Applications
an epoch can be best defined as which of the following?,One complete pass through the entire training dataset,An ensemble technique that builds models sequentially to correct prior errors,A supervised learning task that predicts a continuous numerical value,A layered model of interconnected nodes inspired by the brain,A) One complete pass through the entire training dataset,An epoch refers to one complete pass of the training algorithm through the entire training dataset.,Machine Learning (ML),Training & Testing
Which of the following best describes a label?,The process of selecting and transforming variables to improve model performance,The known correct output associated with a training example,A supervised learning task that predicts a category or class,An ML technique used to identify unusual data points that differ from the norm,B) The known correct output associated with a training example,"A label is the known, correct output or category associated with a given training example in supervised learning.",Machine Learning (ML),Supervised Learning
Which of the following best describes feature engineering?,A layered model of interconnected nodes inspired by the brain,The process of selecting and transforming variables to improve model performance,A technique to reduce the number of input variables in a dataset,The proportion of actual positives that were correctly identified,B) The process of selecting and transforming variables to improve model performance,"Feature engineering involves selecting, creating, or transforming input variables to improve a model's performance.",Machine Learning (ML),ML Basics
