What is networking (computer)?,Connecting multiple computers to share resources and data,"A unit of data storage equal to approximately 1,024 bytes",A global network connecting millions of computers worldwide,"Local Area Network, a network confined to a small area like an office",A) Connecting multiple computers to share resources and data,"Networking involves connecting multiple computers together to share resources, files, and data.",Computer Basics,Networking
Which option best explains the meaning of an operating system?,Hardware used to enter data or commands into a computer,System software that manages computer hardware and resources,A container used to organize files on a computer,"The smallest unit of data in computing, represented as 0 or 1",B) System software that manages computer hardware and resources,An operating system manages a computer's hardware and provides a platform for running application software.,Computer Basics,Operating Systems
primary memory can be best defined as which of the following?,The result produced by a computer after processing input,The suffix at the end of a filename that indicates its format,"Memory directly accessible by the CPU, such as RAM","A unit of data storage equal to approximately 1,024 bytes","C) Memory directly accessible by the CPU, such as RAM","Primary memory, such as RAM, is directly accessible by the CPU and used for actively running programs and data.",Computer Basics,Memory
Which of the following best describes a firewall?,"A unit of data storage equal to approximately 1,024 megabytes",The maximum rate of data transfer across a network connection,A security system that monitors and filters network traffic,A set of numbers separated by periods (in IPv4) that identifies a device,C) A security system that monitors and filters network traffic,A firewall monitors and controls incoming and outgoing network traffic based on security rules.,Computer Basics,Computer Security
Which of the following best describes a LAN?,The process of starting a computer and loading its operating system,"Memory directly accessible by the CPU, such as RAM","Local Area Network, a network confined to a small area like an office",Software used to access and navigate websites,"C) Local Area Network, a network confined to a small area like an office","A LAN (Local Area Network) connects computers within a limited area, such as a home, school, or office building.",Computer Basics,Networking
input can be best defined as which of the following?,"Wide Area Network, a network that spans a large geographical area",Data or instructions entered into a computer for processing,"Internet Service Provider, a company that provides access to the internet",A clickable reference that takes a user to another webpage or resource,B) Data or instructions entered into a computer for processing,Input refers to data or instructions fed into a computer system for processing.,Computer Basics,Input Devices
Which option best explains the meaning of a bit?,An electronic device that processes data according to instructions,A secret string of characters used to authenticate a user,"The smallest unit of data in computing, represented as 0 or 1",A technology that allows wireless connection to a network,"C) The smallest unit of data in computing, represented as 0 or 1","A bit is the smallest unit of data in computing, representing a binary value of either 0 or 1.",Computer Basics,Computer Fundamentals
Choose the correct definition of a file extension.,A named collection of data stored on a computer,The suffix at the end of a filename that indicates its format,Delivering computing services like storage and processing over the internet,"A quick-access link to a file, folder, or program",B) The suffix at the end of a filename that indicates its format,"A file extension, like .docx or .jpg, is the suffix at the end of a filename that indicates the file's format.",Computer Basics,Storage
storage can be best defined as which of the following?,"Hardware used to keep data permanently, even without power","A unit of data storage equal to approximately 1,024 bytes",The result produced by a computer after processing input,The stage where a computer performs operations on input data,"A) Hardware used to keep data permanently, even without power","Storage devices, like hard drives, retain data permanently, even when the computer is powered off.",Computer Basics,Storage
Choose the correct definition of bandwidth.,Hardware used to enter data or commands into a computer,Storing data on remote servers accessed via the internet,The maximum rate of data transfer across a network connection,System software that manages computer hardware and resources,C) The maximum rate of data transfer across a network connection,Bandwidth refers to the maximum amount of data that can be transferred over a network connection in a given time.,Computer Basics,Networking
Which statement correctly explains cloud storage?,A clickable reference that takes a user to another webpage or resource,Storing data on remote servers accessed via the internet,"The smallest unit of data in computing, represented as 0 or 1",A type of barcode that stores information readable by a smartphone camera,B) Storing data on remote servers accessed via the internet,"Cloud storage allows users to save data on remote servers, accessible via the internet from any device.",Computer Basics,Storage
Choose the correct definition of a LAN.,A unit of digital information typically made up of 8 bits,"A quick-access link to a file, folder, or program",An electronic device that processes data according to instructions,"Local Area Network, a network confined to a small area like an office","D) Local Area Network, a network confined to a small area like an office","A LAN (Local Area Network) connects computers within a limited area, such as a home, school, or office building.",Computer Basics,Networking
Which option best explains the meaning of a computer virus?,A set of numbers separated by periods (in IPv4) that identifies a device,"A unit of data storage equal to approximately 1,024 kilobytes",A method of exchanging digital messages over the internet,Malicious software that can replicate and damage a computer system,D) Malicious software that can replicate and damage a computer system,"A computer virus is malicious software that can replicate itself and spread, potentially damaging files or systems.",Computer Basics,Computer Security
Which statement correctly explains a QR code?,A type of barcode that stores information readable by a smartphone camera,Malicious software that can replicate and damage a computer system,A global network connecting millions of computers worldwide,A set of numbers separated by periods (in IPv4) that identifies a device,A) A type of barcode that stores information readable by a smartphone camera,"A QR code is a type of two-dimensional barcode that stores information, readable by smartphone cameras and scanning apps.",Computer Basics,Computer Fundamentals
What is networking (computer)?,"Memory directly accessible by the CPU, such as RAM",Connecting multiple computers to share resources and data,A device connected to a computer but not part of its core architecture,"A unit of data storage equal to approximately 1,024 bytes",B) Connecting multiple computers to share resources and data,"Networking involves connecting multiple computers together to share resources, files, and data.",Computer Basics,Networking
a server can be best defined as which of the following?,Hardware used to enter data or commands into a computer,A computer or program that provides services or resources to other computers,Delivering computing services like storage and processing over the internet,Software used to access and navigate websites,B) A computer or program that provides services or resources to other computers,"A server is a computer or program that provides data, services, or resources to other computers (clients) over a network.",Computer Basics,Networking
Which statement correctly explains Wi-Fi?,"A quick-access link to a file, folder, or program",A technology that allows wireless connection to a network,A cyberattack that tricks users into revealing sensitive information,A unique numerical label assigned to devices on a network,B) A technology that allows wireless connection to a network,Wi-Fi is a wireless networking technology that allows devices to connect to a network without physical cables.,Computer Basics,Networking
Which statement correctly explains a shortcut (computer)?,"A quick-access link to a file, folder, or program",Hardware used to enter data or commands into a computer,One tick of a computer's internal clock during which basic operations occur,A container used to organize files on a computer,"A) A quick-access link to a file, folder, or program","A shortcut is a quick-access link on a computer that points to a file, folder, or program without duplicating it.",Computer Basics,Computer Fundamentals
networking (computer) can be best defined as which of the following?,A secret string of characters used to authenticate a user,Software used to access and navigate websites,Connecting multiple computers to share resources and data,One tick of a computer's internal clock during which basic operations occur,C) Connecting multiple computers to share resources and data,"Networking involves connecting multiple computers together to share resources, files, and data.",Computer Basics,Networking
Which statement correctly explains a computer?,Data or instructions entered into a computer for processing,A unique numerical label assigned to devices on a network,"A unit of data storage equal to approximately 1,024 kilobytes",An electronic device that processes data according to instructions,D) An electronic device that processes data according to instructions,"A computer is an electronic device that accepts data, processes it according to instructions, and produces output.",Computer Basics,Computer Fundamentals
Which of the following best describes cloud computing?,The suffix at the end of a filename that indicates its format,Measures taken to protect computer systems from threats,"Memory directly accessible by the CPU, such as RAM",Delivering computing services like storage and processing over the internet,D) Delivering computing services like storage and processing over the internet,"Cloud computing delivers computing services, such as storage and processing power, over the internet rather than local hardware.",Computer Basics,Internet
What is the World Wide Web (WWW)?,A secret string of characters used to authenticate a user,A system of interlinked documents accessed via the internet,A security system that monitors and filters network traffic,"A unit of data storage equal to approximately 1,024 kilobytes",B) A system of interlinked documents accessed via the internet,The World Wide Web is a system of interlinked hypertext documents and resources accessed over the internet.,Computer Basics,Internet
What is memory (computer)?,A computer or program that provides services or resources to other computers,Hardware used to store data and instructions for the computer to access,One tick of a computer's internal clock during which basic operations occur,Malicious software that can replicate and damage a computer system,B) Hardware used to store data and instructions for the computer to access,"Memory refers to hardware components, like RAM, used to store data and instructions that the computer needs to access.",Computer Basics,Memory
Which option best explains the meaning of storage?,An electronic device that processes data according to instructions,"Hardware used to keep data permanently, even without power",Data or instructions entered into a computer for processing,A clickable reference that takes a user to another webpage or resource,"B) Hardware used to keep data permanently, even without power","Storage devices, like hard drives, retain data permanently, even when the computer is powered off.",Computer Basics,Storage
Which of the following best describes an output device?,Measures taken to protect computer systems from threats,Hardware used to present processed data to the user,"Memory directly accessible by the CPU, such as RAM",The suffix at the end of a filename that indicates its format,B) Hardware used to present processed data to the user,"An output device, such as a monitor or printer, presents data that has been processed by the computer to the user.",Computer Basics,Output Devices
Choose the correct definition of an IP address (numeric structure).,"The smallest unit of data in computing, represented as 0 or 1",A secret string of characters used to authenticate a user,A set of numbers separated by periods (in IPv4) that identifies a device,A type of barcode that stores information readable by a smartphone camera,C) A set of numbers separated by periods (in IPv4) that identifies a device,"A typical IPv4 address consists of four numbers separated by periods, uniquely identifying a device on a network.",Computer Basics,Networking
Choose the correct definition of a file extension.,The suffix at the end of a filename that indicates its format,System software that manages computer hardware and resources,"Hardware used to keep data permanently, even without power","A unit of data storage equal to approximately 1,024 kilobytes",A) The suffix at the end of a filename that indicates its format,"A file extension, like .docx or .jpg, is the suffix at the end of a filename that indicates the file's format.",Computer Basics,Storage
Which statement correctly explains a WAN?,A method of exchanging digital messages over the internet,A computer or program that provides services or resources to other computers,A unit of digital information typically made up of 8 bits,"Wide Area Network, a network that spans a large geographical area","D) Wide Area Network, a network that spans a large geographical area","A WAN (Wide Area Network) connects computers across large geographical distances, such as between cities or countries.",Computer Basics,Networking
Which option best explains the meaning of a byte?,A program designed to perform a specific task for the user,"Memory directly accessible by the CPU, such as RAM","A unit of data storage equal to approximately 1,024 bytes",A unit of digital information typically made up of 8 bits,D) A unit of digital information typically made up of 8 bits,"A byte is a unit of digital information, made up of 8 bits, commonly used to measure data size.",Computer Basics,Computer Fundamentals
Which of the following best describes the CPU?,A unique numerical label assigned to devices on a network,The 'brain' of the computer that processes instructions,A unit of digital information typically made up of 8 bits,"Memory directly accessible by the CPU, such as RAM",B) The 'brain' of the computer that processes instructions,"The CPU (Central Processing Unit) is often called the brain of the computer, as it processes instructions and calculations.",Computer Basics,CPU
cloud computing can be best defined as which of the following?,A device or program that requests services from a server,A secret string of characters used to authenticate a user,Delivering computing services like storage and processing over the internet,A method of exchanging digital messages over the internet,C) Delivering computing services like storage and processing over the internet,"Cloud computing delivers computing services, such as storage and processing power, over the internet rather than local hardware.",Computer Basics,Internet
What is primary memory?,Data or instructions entered into a computer for processing,"Memory directly accessible by the CPU, such as RAM",A set of numbers separated by periods (in IPv4) that identifies a device,A device that directs data traffic between networks or devices,"B) Memory directly accessible by the CPU, such as RAM","Primary memory, such as RAM, is directly accessible by the CPU and used for actively running programs and data.",Computer Basics,Memory
Which of the following best describes phishing?,A cyberattack that tricks users into revealing sensitive information,A set of numbers separated by periods (in IPv4) that identifies a device,A type of barcode that stores information readable by a smartphone camera,A program designed to perform a specific task for the user,A) A cyberattack that tricks users into revealing sensitive information,"Phishing is a type of cyberattack where attackers trick users into revealing sensitive information, like passwords, often via fake emails.",Computer Basics,Computer Security
What is a WAN?,"A unit of data storage equal to approximately 1,024 kilobytes","Wide Area Network, a network that spans a large geographical area",A system of interlinked documents accessed via the internet,A program designed to perform a specific task for the user,"B) Wide Area Network, a network that spans a large geographical area","A WAN (Wide Area Network) connects computers across large geographical distances, such as between cities or countries.",Computer Basics,Networking
What is primary memory?,An electronic device that processes data according to instructions,"Memory directly accessible by the CPU, such as RAM",A system of interlinked documents accessed via the internet,The 'brain' of the computer that processes instructions,"B) Memory directly accessible by the CPU, such as RAM","Primary memory, such as RAM, is directly accessible by the CPU and used for actively running programs and data.",Computer Basics,Memory
Which of the following best describes a folder (directory)?,Hardware used to enter data or commands into a computer,The process of starting a computer and loading its operating system,A container used to organize files on a computer,Hardware used to present processed data to the user,C) A container used to organize files on a computer,"A folder, or directory, is used to organize and group related files together on a computer.",Computer Basics,Storage
Which statement correctly explains cloud computing?,Delivering computing services like storage and processing over the internet,Software used to access and navigate websites,"A unit of data storage equal to approximately 1,024 bytes",A named collection of data stored on a computer,A) Delivering computing services like storage and processing over the internet,"Cloud computing delivers computing services, such as storage and processing power, over the internet rather than local hardware.",Computer Basics,Internet
What is computer security?,A device that directs data traffic between networks or devices,Hardware used to store data and instructions for the computer to access,A unique numerical label assigned to devices on a network,Measures taken to protect computer systems from threats,D) Measures taken to protect computer systems from threats,"Computer security involves protecting computer systems and data from unauthorized access, damage, or theft.",Computer Basics,Computer Security
Which statement correctly explains a WAN?,"Wide Area Network, a network that spans a large geographical area",A system of representing data using only 0s and 1s,The maximum rate of data transfer across a network connection,The 'brain' of the computer that processes instructions,"A) Wide Area Network, a network that spans a large geographical area","A WAN (Wide Area Network) connects computers across large geographical distances, such as between cities or countries.",Computer Basics,Networking
Which of the following best describes phishing?,A cyberattack that tricks users into revealing sensitive information,"Memory directly accessible by the CPU, such as RAM",Hardware used to enter data or commands into a computer,"A unit of data storage equal to approximately 1,024 bytes",A) A cyberattack that tricks users into revealing sensitive information,"Phishing is a type of cyberattack where attackers trick users into revealing sensitive information, like passwords, often via fake emails.",Computer Basics,Computer Security
Which statement correctly explains phishing?,Hardware used to store data and instructions for the computer to access,A cyberattack that tricks users into revealing sensitive information,"A unit of data storage equal to approximately 1,024 megabytes",Software used to access and navigate websites,B) A cyberattack that tricks users into revealing sensitive information,"Phishing is a type of cyberattack where attackers trick users into revealing sensitive information, like passwords, often via fake emails.",Computer Basics,Computer Security
Which option best explains the meaning of a QR code?,A type of barcode that stores information readable by a smartphone camera,A device that directs data traffic between networks or devices,A secret string of characters used to authenticate a user,A named collection of data stored on a computer,A) A type of barcode that stores information readable by a smartphone camera,"A QR code is a type of two-dimensional barcode that stores information, readable by smartphone cameras and scanning apps.",Computer Basics,Computer Fundamentals
input can be best defined as which of the following?,A set of numbers separated by periods (in IPv4) that identifies a device,Data or instructions entered into a computer for processing,System software that manages computer hardware and resources,"Non-volatile memory used for long-term data storage, like a hard drive",B) Data or instructions entered into a computer for processing,Input refers to data or instructions fed into a computer system for processing.,Computer Basics,Input Devices
Choose the correct definition of a kilobyte (KB).,"A unit of data storage equal to approximately 1,024 bytes",The process of starting a computer and loading its operating system,Measures taken to protect computer systems from threats,A cyberattack that tricks users into revealing sensitive information,"A) A unit of data storage equal to approximately 1,024 bytes","A kilobyte (KB) is a unit of digital storage roughly equal to 1,024 bytes.",Computer Basics,Computer Fundamentals
an operating system can be best defined as which of the following?,A unique numerical label assigned to devices on a network,A device that directs data traffic between networks or devices,One tick of a computer's internal clock during which basic operations occur,System software that manages computer hardware and resources,D) System software that manages computer hardware and resources,An operating system manages a computer's hardware and provides a platform for running application software.,Computer Basics,Operating Systems
Which statement correctly explains a WAN?,A set of numbers separated by periods (in IPv4) that identifies a device,"Wide Area Network, a network that spans a large geographical area","The smallest unit of data in computing, represented as 0 or 1",System software that manages computer hardware and resources,"B) Wide Area Network, a network that spans a large geographical area","A WAN (Wide Area Network) connects computers across large geographical distances, such as between cities or countries.",Computer Basics,Networking
Which statement correctly explains a web browser?,Software used to access and navigate websites,A secret string of characters used to authenticate a user,"Internet Service Provider, a company that provides access to the internet",A cyberattack that tricks users into revealing sensitive information,A) Software used to access and navigate websites,"A web browser is software used to access, navigate, and display content from websites on the internet.",Computer Basics,Internet
What is binary code?,A system of representing data using only 0s and 1s,An electronic device that processes data according to instructions,System software that manages computer hardware and resources,"Non-volatile memory used for long-term data storage, like a hard drive",A) A system of representing data using only 0s and 1s,"Binary code represents data and instructions using only two digits: 0 and 1, the fundamental language of computers.",Computer Basics,Computer Fundamentals
Which statement correctly explains a router (basic concept)?,A device that directs data traffic between networks or devices,Hardware used to store data and instructions for the computer to access,A global network connecting millions of computers worldwide,"A unit of data storage equal to approximately 1,024 bytes",A) A device that directs data traffic between networks or devices,"A router is a networking device that directs data traffic between different networks, such as between a home and the internet.",Computer Basics,Networking
What is an output device?,Data or instructions entered into a computer for processing,The result produced by a computer after processing input,Hardware used to present processed data to the user,"Wide Area Network, a network that spans a large geographical area",C) Hardware used to present processed data to the user,"An output device, such as a monitor or printer, presents data that has been processed by the computer to the user.",Computer Basics,Output Devices
Choose the correct definition of a shortcut (computer).,"A unit of data storage equal to approximately 1,024 kilobytes",The result produced by a computer after processing input,"A unit of data storage equal to approximately 1,024 megabytes","A quick-access link to a file, folder, or program","D) A quick-access link to a file, folder, or program","A shortcut is a quick-access link on a computer that points to a file, folder, or program without duplicating it.",Computer Basics,Computer Fundamentals
Which option best explains the meaning of the World Wide Web (WWW)?,The 'brain' of the computer that processes instructions,Connecting multiple computers to share resources and data,"Non-volatile memory used for long-term data storage, like a hard drive",A system of interlinked documents accessed via the internet,D) A system of interlinked documents accessed via the internet,The World Wide Web is a system of interlinked hypertext documents and resources accessed over the internet.,Computer Basics,Internet
Which option best explains the meaning of an IP address?,A program designed to perform a specific task for the user,Malicious software that can replicate and damage a computer system,A unique numerical label assigned to devices on a network,Connecting multiple computers to share resources and data,C) A unique numerical label assigned to devices on a network,An IP address is a unique numerical label assigned to each device connected to a computer network.,Computer Basics,Networking
Which option best explains the meaning of a shortcut (computer)?,"A quick-access link to a file, folder, or program",A system of interlinked documents accessed via the internet,A named collection of data stored on a computer,A device that directs data traffic between networks or devices,"A) A quick-access link to a file, folder, or program","A shortcut is a quick-access link on a computer that points to a file, folder, or program without duplicating it.",Computer Basics,Computer Fundamentals
Which option best explains the meaning of a LAN?,"A unit of data storage equal to approximately 1,024 bytes",The process of copying data to protect against loss,"Local Area Network, a network confined to a small area like an office",Connecting multiple computers to share resources and data,"C) Local Area Network, a network confined to a small area like an office","A LAN (Local Area Network) connects computers within a limited area, such as a home, school, or office building.",Computer Basics,Networking
Which statement correctly explains a CPU cycle?,One tick of a computer's internal clock during which basic operations occur,Measures taken to protect computer systems from threats,A technology that allows wireless connection to a network,A method of exchanging digital messages over the internet,A) One tick of a computer's internal clock during which basic operations occur,"A CPU cycle is one tick of the processor's internal clock, during which a basic operation can be carried out.",Computer Basics,CPU
Which of the following best describes a bit?,One tick of a computer's internal clock during which basic operations occur,Data or instructions entered into a computer for processing,"The smallest unit of data in computing, represented as 0 or 1",A technology that allows wireless connection to a network,"C) The smallest unit of data in computing, represented as 0 or 1","A bit is the smallest unit of data in computing, representing a binary value of either 0 or 1.",Computer Basics,Computer Fundamentals
Which of the following best describes output?,The result produced by a computer after processing input,"Hardware used to keep data permanently, even without power",Delivering computing services like storage and processing over the internet,A program designed to perform a specific task for the user,A) The result produced by a computer after processing input,Output is the information or result produced by a computer after it has processed the input.,Computer Basics,Output Devices
What is a file extension?,"Memory directly accessible by the CPU, such as RAM",The suffix at the end of a filename that indicates its format,A system of interlinked documents accessed via the internet,A unique numerical label assigned to devices on a network,B) The suffix at the end of a filename that indicates its format,"A file extension, like .docx or .jpg, is the suffix at the end of a filename that indicates the file's format.",Computer Basics,Storage
Which option best explains the meaning of the CPU?,A system of representing data using only 0s and 1s,A clickable reference that takes a user to another webpage or resource,A device connected to a computer but not part of its core architecture,The 'brain' of the computer that processes instructions,D) The 'brain' of the computer that processes instructions,"The CPU (Central Processing Unit) is often called the brain of the computer, as it processes instructions and calculations.",Computer Basics,CPU
processing (in computing) can be best defined as which of the following?,A cyberattack that tricks users into revealing sensitive information,"Wide Area Network, a network that spans a large geographical area",The stage where a computer performs operations on input data,One tick of a computer's internal clock during which basic operations occur,C) The stage where a computer performs operations on input data,Processing is the stage in which a computer's CPU performs calculations or operations on the input data it receives.,Computer Basics,Computer Fundamentals
Which option best explains the meaning of a kilobyte (KB)?,One tick of a computer's internal clock during which basic operations occur,"A quick-access link to a file, folder, or program","A unit of data storage equal to approximately 1,024 bytes",Storing data on remote servers accessed via the internet,"C) A unit of data storage equal to approximately 1,024 bytes","A kilobyte (KB) is a unit of digital storage roughly equal to 1,024 bytes.",Computer Basics,Computer Fundamentals
processing (in computing) can be best defined as which of the following?,A unique numerical label assigned to devices on a network,A container used to organize files on a computer,Hardware used to enter data or commands into a computer,The stage where a computer performs operations on input data,D) The stage where a computer performs operations on input data,Processing is the stage in which a computer's CPU performs calculations or operations on the input data it receives.,Computer Basics,Computer Fundamentals
Which option best explains the meaning of a hyperlink?,A clickable reference that takes a user to another webpage or resource,The process of starting a computer and loading its operating system,A system of interlinked documents accessed via the internet,System software that manages computer hardware and resources,A) A clickable reference that takes a user to another webpage or resource,A hyperlink is a clickable reference within a webpage or document that navigates the user to another resource.,Computer Basics,Internet
Choose the correct definition of bandwidth.,The maximum rate of data transfer across a network connection,A computer or program that provides services or resources to other computers,A container used to organize files on a computer,"Internet Service Provider, a company that provides access to the internet",A) The maximum rate of data transfer across a network connection,Bandwidth refers to the maximum amount of data that can be transferred over a network connection in a given time.,Computer Basics,Networking
Which statement correctly explains a folder (directory)?,The process of starting a computer and loading its operating system,One tick of a computer's internal clock during which basic operations occur,A container used to organize files on a computer,A cyberattack that tricks users into revealing sensitive information,C) A container used to organize files on a computer,"A folder, or directory, is used to organize and group related files together on a computer.",Computer Basics,Storage
Which option best explains the meaning of the CPU?,A type of barcode that stores information readable by a smartphone camera,"A unit of data storage equal to approximately 1,024 kilobytes",The 'brain' of the computer that processes instructions,The process of starting a computer and loading its operating system,C) The 'brain' of the computer that processes instructions,"The CPU (Central Processing Unit) is often called the brain of the computer, as it processes instructions and calculations.",Computer Basics,CPU
Choose the correct definition of a computer.,An electronic device that processes data according to instructions,Software used to access and navigate websites,The suffix at the end of a filename that indicates its format,"A unit of data storage equal to approximately 1,024 megabytes",A) An electronic device that processes data according to instructions,"A computer is an electronic device that accepts data, processes it according to instructions, and produces output.",Computer Basics,Computer Fundamentals
Choose the correct definition of data backup.,The process of copying data to protect against loss,A technology that allows wireless connection to a network,The maximum rate of data transfer across a network connection,A method of exchanging digital messages over the internet,A) The process of copying data to protect against loss,Data backup is the process of copying important files to a separate location to protect against accidental loss or corruption.,Computer Basics,Computer Security
What is a WAN?,"Wide Area Network, a network that spans a large geographical area",A named collection of data stored on a computer,A global network connecting millions of computers worldwide,"Non-volatile memory used for long-term data storage, like a hard drive","A) Wide Area Network, a network that spans a large geographical area","A WAN (Wide Area Network) connects computers across large geographical distances, such as between cities or countries.",Computer Basics,Networking
Which option best explains the meaning of a QR code?,A security system that monitors and filters network traffic,A type of barcode that stores information readable by a smartphone camera,Hardware used to present processed data to the user,A clickable reference that takes a user to another webpage or resource,B) A type of barcode that stores information readable by a smartphone camera,"A QR code is a type of two-dimensional barcode that stores information, readable by smartphone cameras and scanning apps.",Computer Basics,Computer Fundamentals
Which statement correctly explains Wi-Fi?,A system of representing data using only 0s and 1s,A device or program that requests services from a server,A technology that allows wireless connection to a network,The stage where a computer performs operations on input data,C) A technology that allows wireless connection to a network,Wi-Fi is a wireless networking technology that allows devices to connect to a network without physical cables.,Computer Basics,Networking
Which option best explains the meaning of primary memory?,The 'brain' of the computer that processes instructions,"Memory directly accessible by the CPU, such as RAM","Local Area Network, a network confined to a small area like an office",A type of barcode that stores information readable by a smartphone camera,"B) Memory directly accessible by the CPU, such as RAM","Primary memory, such as RAM, is directly accessible by the CPU and used for actively running programs and data.",Computer Basics,Memory
primary memory can be best defined as which of the following?,A unit of digital information typically made up of 8 bits,A technology that allows wireless connection to a network,The result produced by a computer after processing input,"Memory directly accessible by the CPU, such as RAM","D) Memory directly accessible by the CPU, such as RAM","Primary memory, such as RAM, is directly accessible by the CPU and used for actively running programs and data.",Computer Basics,Memory
an input device can be best defined as which of the following?,Hardware used to enter data or commands into a computer,A method of exchanging digital messages over the internet,A technology that allows wireless connection to a network,The 'brain' of the computer that processes instructions,A) Hardware used to enter data or commands into a computer,"An input device, such as a keyboard or mouse, is hardware used to enter data or commands into a computer.",Computer Basics,Input Devices
Which statement correctly explains a server?,A unique numerical label assigned to devices on a network,"Non-volatile memory used for long-term data storage, like a hard drive",The process of copying data to protect against loss,A computer or program that provides services or resources to other computers,D) A computer or program that provides services or resources to other computers,"A server is a computer or program that provides data, services, or resources to other computers (clients) over a network.",Computer Basics,Networking
What is a password?,"A unit of data storage equal to approximately 1,024 kilobytes",A technology that allows wireless connection to a network,A device or program that requests services from a server,A secret string of characters used to authenticate a user,D) A secret string of characters used to authenticate a user,A password is a secret combination of characters used to verify a user's identity before granting access.,Computer Basics,Computer Security
Which option best explains the meaning of secondary memory?,"Non-volatile memory used for long-term data storage, like a hard drive","Wide Area Network, a network that spans a large geographical area",Data or instructions entered into a computer for processing,"A unit of data storage equal to approximately 1,024 bytes","A) Non-volatile memory used for long-term data storage, like a hard drive","Secondary memory, such as a hard drive, is used for long-term, non-volatile data storage.",Computer Basics,Memory
What is a software application?,A program designed to perform a specific task for the user,A named collection of data stored on a computer,A security system that monitors and filters network traffic,A type of barcode that stores information readable by a smartphone camera,A) A program designed to perform a specific task for the user,"A software application is a program designed to help a user perform a specific task, like word processing or browsing.",Computer Basics,Computer Fundamentals
Choose the correct definition of a gigabyte (GB).,The process of copying data to protect against loss,A method of exchanging digital messages over the internet,A system of representing data using only 0s and 1s,"A unit of data storage equal to approximately 1,024 megabytes","D) A unit of data storage equal to approximately 1,024 megabytes","A gigabyte (GB) is a unit of digital storage roughly equal to 1,024 megabytes.",Computer Basics,Computer Fundamentals
Choose the correct definition of a web browser.,System software that manages computer hardware and resources,Software used to access and navigate websites,Hardware used to enter data or commands into a computer,"A unit of data storage equal to approximately 1,024 kilobytes",B) Software used to access and navigate websites,"A web browser is software used to access, navigate, and display content from websites on the internet.",Computer Basics,Internet
Choose the correct definition of an IP address (numeric structure).,A set of numbers separated by periods (in IPv4) that identifies a device,A clickable reference that takes a user to another webpage or resource,An electronic device that processes data according to instructions,Malicious software that can replicate and damage a computer system,A) A set of numbers separated by periods (in IPv4) that identifies a device,"A typical IPv4 address consists of four numbers separated by periods, uniquely identifying a device on a network.",Computer Basics,Networking
Which of the following best describes a firewall?,A security system that monitors and filters network traffic,A technology that allows wireless connection to a network,"A quick-access link to a file, folder, or program",The result produced by a computer after processing input,A) A security system that monitors and filters network traffic,A firewall monitors and controls incoming and outgoing network traffic based on security rules.,Computer Basics,Computer Security
What is data backup?,"Non-volatile memory used for long-term data storage, like a hard drive","Hardware used to keep data permanently, even without power",The process of copying data to protect against loss,A type of barcode that stores information readable by a smartphone camera,C) The process of copying data to protect against loss,Data backup is the process of copying important files to a separate location to protect against accidental loss or corruption.,Computer Basics,Computer Security
Which statement correctly explains an IP address (numeric structure)?,The maximum rate of data transfer across a network connection,"Non-volatile memory used for long-term data storage, like a hard drive",A set of numbers separated by periods (in IPv4) that identifies a device,Measures taken to protect computer systems from threats,C) A set of numbers separated by periods (in IPv4) that identifies a device,"A typical IPv4 address consists of four numbers separated by periods, uniquely identifying a device on a network.",Computer Basics,Networking
Choose the correct definition of a file extension.,A technology that allows wireless connection to a network,"Non-volatile memory used for long-term data storage, like a hard drive",The suffix at the end of a filename that indicates its format,A method of exchanging digital messages over the internet,C) The suffix at the end of a filename that indicates its format,"A file extension, like .docx or .jpg, is the suffix at the end of a filename that indicates the file's format.",Computer Basics,Storage
Which of the following best describes a router (basic concept)?,A device that directs data traffic between networks or devices,Hardware used to present processed data to the user,A unique numerical label assigned to devices on a network,The stage where a computer performs operations on input data,A) A device that directs data traffic between networks or devices,"A router is a networking device that directs data traffic between different networks, such as between a home and the internet.",Computer Basics,Networking
Which option best explains the meaning of the internet?,Software used to access and navigate websites,The process of starting a computer and loading its operating system,Delivering computing services like storage and processing over the internet,A global network connecting millions of computers worldwide,D) A global network connecting millions of computers worldwide,The internet is a global network of interconnected computers that communicate and share information worldwide.,Computer Basics,Internet
What is a QR code?,"Wide Area Network, a network that spans a large geographical area",A type of barcode that stores information readable by a smartphone camera,Hardware used to store data and instructions for the computer to access,The process of starting a computer and loading its operating system,B) A type of barcode that stores information readable by a smartphone camera,"A QR code is a type of two-dimensional barcode that stores information, readable by smartphone cameras and scanning apps.",Computer Basics,Computer Fundamentals
phishing can be best defined as which of the following?,A cyberattack that tricks users into revealing sensitive information,A device that directs data traffic between networks or devices,A unique numerical label assigned to devices on a network,A device or program that requests services from a server,A) A cyberattack that tricks users into revealing sensitive information,"Phishing is a type of cyberattack where attackers trick users into revealing sensitive information, like passwords, often via fake emails.",Computer Basics,Computer Security
